sourceId;lat;lon;elev;value;prid;dqc
METSN261800:0;56.94944;13.06028;133;5.3;2;0
METSN251800:0;57.30389;11.90639;2;5.3;2;0
METSN223100:0;63.67722;14.60806;362;0.3;2;0
METSN263500:0;55.57139;13.07361;20;6.5;2;0
METSN224700:0;63.15222;16.17333;183;0.7;2;0
METSN220900:0;63.04472;12.27778;1030;-1.1;2;0
METSN223000:0;64.21833;15.55639;310;-0.6;2;0
METSN266400:0;56.26694;15.26806;58;5.6;2;0
METSN202400:0;67.49639;18.29444;425;-8.8;2;0
METSN213000:0;66.48611;16.41722;481;-7.7;2;0
METSN252000:0;58.42889;12.71389;54;3.4;2;0
METSN225400:0;64.16611;17.31889;307;-1.7;2;0
METSN262500:0;55.48889;14.31722;4;6.1;2;0
METSN282300:0;67.95833;23.68472;236;-11.6;2;0
METSN218400:0;66.81056;22.33639;228;-9.8;2;0
METSN246900:0;59.17889;17.91278;45;3.6;2;0
METSN256500:0;57.38444;15.80111;96;4.3;2;0
METSN219100:0;65.69833;23.10083;4;-5.1;2;0
METSN232900:0;61.66056;14.995;454;0.2;2;0
METSN215400:0;65.86778;20.15417;182;-5.5;2;0
METSN224500:0;64.58111;16.84222;348;-2;2;0
METSN255700:0;57.88639;15.86556;90;3.1;2;0
METSN205500:0;68.67778;21.5275;402;-11.8;2;0
METSN226300:0;64.07556;18.36556;327;-2.9;2;0
METSN235500:0;61.70333;17.52528;9;2.3;2;0
METSN240800:0;59.22194;12.07806;170;3.5;2;0
METSN240700:0;60.67639;13.70722;303;1.7;2;0
METSN218600:0;65.54444;22.12806;17;-4.6;2;0
METSN243500:0;60.42917;15.50083;145;2.2;2;0
METSN208100:0;68.44194;22.44361;330;-11.5;2;0
METSN256300:0;58.25056;17.01056;14;4.2;2;0
METSN201900:0;68.42028;18.16806;514;-8.4;2;0
METSN232700:0;62.04611;14.40694;357;0.9;2;0
METSN241800:0;59.44472;13.3375;107;3.3;2;0
METSN245600:0;60.23583;17.90444;33;2.8;2;0
METSN267900:0;56.92111;18.15056;34;4.8;2;0
METSN250000:0;58.89194;11.00389;33;5.6;2;0
METSN266100:0;56.845;15.47222;230;4.3;2;0
METSN254000:0;58.60694;12.1975;174;3.4;2;0
METSN226500:0;63.65139;18.55028;182;-1.6;2;0
METSN250500:0;58.09417;11.33361;16;5.6;2;0
METSN219700:0;65.82361;24.11139;13;-8.2;2;0
METSN202900:0;67.91139;18.60722;1145;-13.6;2;0
METSN270100:0;69.0428;20.851;1002;-17;2;0
METSN261100:0;56.03056;12.76528;43;5.9;2;0
METSN221700:0;63.37361;13.16056;435;-0.5;2;0
METSN243200:0;59.22889;15.04556;54;3.2;2;0
METSN251300:0;57.71556;11.9925;2;6.5;2;0
METSN236600:0;62.52278;17.44944;5;1.1;2;0
METSN241300:0;60.75694;12.77213;205;2;2;0
METSN266700:0;56.14306;15.58667;2;5.4;2;0
METSN228700:0;63.80694;20.86444;6;-4.5;2;0
METSN244000:0;60.96222;16.43111;162;1.5;2;0
METSN201300:0;67.727;17.4712;542;-6.9;2;0
METSN223600:0;63.76944;15.33111;375;-0.1;2;0
METSN218800:0;65.31306;22.37556;2;-3.4;2;0
METSN219900:0;66.62361;23.46806;132;-9.2;2;0
METSN212400:0;66.05139;17.83972;431;-7.2;2;0
METSN275000:0;59.84389;23.24833;3;-3.3;2;0
METSN226000:0;63.12528;18.25556;142;-0.3;2;0
METSN246400:0;59.36528;17.89778;15;3.7;2;0
METSN211900:0;66.88722;18.01972;315;-8.1;2;0
METSN204900:0;67.14222;20.64583;359;-11.1;2;0
METSN249800:0;59.44222;19.50222;12;3.2;2;0
METSN283500:0;68.84917;28.29944;121;-11.5;2;0
METSN256700:0;58.74361;17.87194;18;4.3;2;0
METSN262300:0;55.86333;13.66889;114;5.8;2;0
METSN264400:0;56.19778;16.40361;2;5.7;2;0
METSN212600:0;65.00944;17.69944;275;-4.9;2;0
METSN280700:0;68.60778;27.41389;147;-13.3;2;0
METSN210200:0;65.09444;14.50861;1036;-5.3;2;0
METSN262900:0;56.27444;13.93778;103;5.2;2;0
METSN256200:0;58.39806;15.52583;93;3.1;2;0
METSN221900:0;64.50444;14.22083;553;-1.1;2;0
METSN206400:0;67.33778;22.23361;240;-10.3;2;0
METSN241100:0;59.67472;12.63806;66;3.6;2;0
METSN263200:0;55.95583;15.70778;2;6;2;0
METSN262800:0;56.01389;14.84944;60;5.7;2;0
METSN250100:0;58.57611;11.06611;22;5.8;2;0
METSN209500:0;67.20361;23.39;164;-9.8;2;0
METSN259000:0;57.66667;18.35;51;4.2;2;0
METSN215100:0;66.48333;20.16667;275;-7.4;2;0
METSN258900:0;58.39444;19.19778;16;3.7;2;0
METSN264800:0;56.84639;14.8325;199;4.6;2;0
METSN245200:0;59.29944;14.89861;219;2.1;2;0
METSN62200:0;62.8275;7.6048;210;4;3;0
METSN42700:0;58.3702;6.6315;150;5.3;3;0
METSN91728:0;70.0662;20.5647;30;-4.7;3;0
METSN54330:0;61.0795;7.8478;410;4.7;3;0
METSN1135:0;58.99;11.5408;160;3.3;3;0
METSN18265:0;59.962;10.975;188;3.4;3;0
METSN49955:0;60.5157;6.9147;9;8.7;3;0
METSN55705:0;61.2017;7.2098;170;3.9;3;0
METSN72200:0;64.3398;11.2813;38;2.1;3;0
METSN76928:0;65.32285;7.3156;68;7.7;3;0
METSN57380:0;61.5158;6.657;346;6.3;3;0
METSN53280:0;60.861;7.1048;15;4.6;3;0
METSN69520:0;63.3407;12.0385;465;3.5;3;0
METSN50526:0;60.3725;5.1738;50;7;3;0
METSN33990:0;59.8498;7.0873;990;-0.8;3;0
METSN36010:0;58.5738;8.8413;60;4.5;3;0
METSN91010:0;69.656;19.5678;20;-4.3;3;0
METSN61070:0;62.5325;6.949;305;6.3;3;0
METSN18410:0;59.941;10.798;140;4.2;3;0
METSN69625:0;63.622;11.0718;30;5.6;3;0
METSN57030:0;61.3592;5.1728;62;4.5;3;0
METSN54770:0;61.2722;7.766;50;7.1;3;0
METSN25040:0;60.786;8.7443;570;-0.4;3;0
METSN97470:0;69.3772;24.2018;324;-12.3;3;0
METSN64242:0;63.0857;7.7978;40;8.5;3;0
METSN11340:0;60.4548;10.643;620;1.2;3;0
METSN52452:0;60.5225;5.267;17;7.1;3;0
METSN37580:0;59.3445;7.71;816;0.4;3;0
METSN53990:0;60.7418;7.5748;1160;-0.9;3;0
METSN50245:0;60.3643;5.6942;39;4.7;3;0
METSN38250:0;58.1995;8.1865;35;6.2;3;0
METSN37070:0;58.9032;8.562;160;3.4;3;0
METSN17090:0;59.3503;10.897;50;4.8;3;0
METSN67005:0;63.3297;9.9983;71;5.4;3;0
METSN85645:0;67.9627;13.1543;54;1.6;3;0
METSN67153:0;63.3237;10.2438;13;6.8;3;0
METSN21700:0;61.0102;10.1453;796;-0.2;3;0
METSN78910:0;64.6933;12.3295;67;5.4;3;0
METSN11690:0;60.6125;10.6308;410;1.6;3;0
METSN27065:0;59.531;10.2643;25;3.8;3;0
METSN26230:0;60.041;9.5908;108;-0.1;3;0
METSN69661:0;62.0385;6.4187;80;5.7;3;0
METSN40005:0;59.0283;7.548;235;0;3;0
METSN67650:0;62.9637;10.8718;218;4.3;3;0
METSN94640:0;71.1575;25.7742;296;-8.9;3;0
METSN11060:0;60.3712;11.3588;322;2.3;3;0
METSN13390:0;61.5298;10.0747;185;2.6;3;0
METSN87315:0;68.6178;15.7593;30;0.9;3;0
METSN50770:0;60.4612;5.3888;80;4.4;3;0
METSN71385:0;63.6965;10.2425;232;4.1;3;0
METSN27055:0;59.5735;10.181;75;2;3;0
METSN20470:0;60.2822;10.5295;385;2.2;3;0
METSN80050:0;66.2862;13.2882;320;-0.5;3;0
METSN18280:0;59.9865;10.9287;225;2.9;3;0
METSN24820:0;60.5325;9.1548;159;-1.5;3;0
METSN26450:0;60.3667;9.186;890;-1.2;3;0
METSN41795:0;58.111;7.2092;150;4.8;3;0
METSN55735:0;61.3473;6.8745;521;2.9;3;0
METSN24350:0;60.0518;10.049;135;2.6;3;0
METSN82020:0;67.223;15.4125;90;-1.8;3;0
METSN70390:0;63.656;12.2143;430;0.9;3;0
METSN55260:0;61.5482;7.8702;1304;-1.4;3;0
METSN15050:0;61.8412;8.5845;379;2.5;3;0
METSN53230:0;60.8935;7.0557;490;5.1;3;0
METSN90360:0;69.5463;19.0087;80;-4.1;3;0
METSN52360:0;60.7915;5.6238;325;2.4;3;0
METSN63000:0;62.7997;8.166;37;3.1;3;0
METSN17400:0;59.4765;10.79;30;5;3;0
METSN91890:0;69.8978;21.6073;390;-9.1;3;0
METSN60835:0;62.4913;6.72544;4;8.9;3;0
METSN91715:0;70.0033;20.8985;25;-4.5;3;0
METSN75190:0;64.8487;11.2322;35;5.6;3;0
METSN51610:0;60.6438;6.4355;81;2.5;3;0
METSN30246:0;59.0645;9.9418;65;4;3;0
METSN41005:0;58.086;7.6202;80;5.6;3;0
METSN27730:0;59.1828;10.2077;100;4.8;3;0
METSN2560:0;59.8388;11.3625;204;2.6;3;0
METSN19430:0;59.8923;10.5403;3;7;3;0
METSN51210:0;60.6123;5.8335;5;2.9;3;0
METSN3480:0;59.546;11.4535;158;3.6;3;0
METSN82210:0;67.2878;14.5932;30;0.3;3;0
METSN55520:0;61.345;7.2623;249;1.5;3;0
METSN17650:0;59.6002;10.7395;75;4.4;3;0
METSN41990:0;58.2205;6.9238;220;5.2;3;0
METSN70980:0;64.1492;11.7635;100;4.2;3;0
METSN60980:0;62.5082;6.0762;17;9.5;3;0
METSN22690:0;60.632;9.8953;170;-0.3;3;0
METSN1380:0;59.376;11.3027;130;4.1;3;0
METSN16265:0;61.8783;9.4153;380;2.1;3;0
METSN1960:0;59.51;11.6107;208;2.6;3;0
METSN68238:0;63.3478;10.3695;140;6.3;3;0
METSN57365:0;61.5027;6.1298;210;5.9;3;0
METSN50830:0;60.4213;5.461;20;6;3;0
METSN87763:0;68.6269;16.5921;20;-0.2;3;0
METSN31855:0;59.5873;8.585;335;-1.6;3;0
METSN94235:0;70.5458;23.7303;25;-6.7;3;0
METSN58770:0;61.9032;6.026;71;4.9;3;0
METSN4590:0;60.2755;10.7475;415;1.7;3;0
METSN24230:0;60.2225;9.8408;210;0;3;0
METSN65275:0;63.228;9.3853;350;4.5;3;0
METSN56895:0;61.3457;6.3215;451;4;3;0
METSN13110:0;61.1697;10.4107;205;1.8;3;0
METSN79791:0;66.5548;15.3235;676;-8;3;0
METSN79253:0;66.1657;14.5837;533;-3;3;0
METSN52555:0;60.7928;5.0218;25;6;3;0
METSN6170:0;60.624;11.9425;189;2.3;3;0
METSN60670:0;62.3285;7.0663;318;6;3;0
METSN52940:0;60.941;5.4988;220;5.4;3;0
METSN30247:0;59.1005;9.771;130;3.7;3;0
METSN34115:0;58.9675;9.4837;77;4.6;3;0
METSN24240:0;60.2588;9.8453;212;1;3;0
METSN13125:0;61.2865;10.2868;200;1.9;3;0
METSN48170:0;59.9127;5.488;60;6.4;3;0
METSN87117:0;69.271;16.0402;45;0.1;3;0
METSN91675:0;69.7537;20.506;55;-5.1;3;0
METSN35110:0;58.851;9.1197;85;2.7;3;0
METSN59210:0;61.9292;5.1213;10;8.3;3;0
METSN54815:0;61.2747;8.1385;1080;-1.7;3;0
METSN76929:0;57.8188;4.5345;50;7.3;3;0
METSN61408:0;62.4888;7.7612;55;8.6;3;0
METSN94195:0;70.2784;24.1009;238;-10.3;3;0
METSN44985:0;58.8933;6.6665;660;1.6;3;0
METSN27295:0;59.3037;10.1975;20;3.6;3;0
METSN26970:0;59.6625;10.3802;7;3.6;3;0
METSN4950:0;60.1468;11.494;145;3.5;3;0
METSN70960:0;64.3333;12.341;215;2.4;3;0
METSN83960:0;68.2565;16.3953;252;-0.7;3;0
METSN78170:0;66.053;13.5822;155;1;3;0
METSN59586:0;62.3468;5.9143;132;6.9;3;0
METSN19815:0;59.6415;10.6038;12;5;3;0
METSN94430:0;70.9352;24.6713;127;-7.9;3;0
METSN15950:0;62.0105;7.3928;930;-1.6;3;0
METSN34370:0;58.9397;9.3323;60;3.3;3;0
METSN37600:0;59.2842;8.0895;326;0.9;3;0
METSN86810:0;68.781;14.4898;8;1;3;0
METSN87970:0;68.6207;17.6513;280;-2.7;3;0
METSN38150:0;58.2968;8.462;70;5.8;3;0
METSN58670:0;61.9078;7.0588;32;9.6;3;0
METSN3990:0;59.7582;11.2923;179;3.3;3;0
METSN30280:0;59.1255;9.5077;10;4.1;3;0
METSN4543:0;60.157;10.7217;235;2.5;3;0
METSN28450:0;59.6112;9.4545;390;1.6;3;0
METSN98265:0;70.5292;29.0918;225;-11.4;3;0
METSN1600:0;59.2543;11.6843;120;2.6;3;0
METSN20932:0;68.2252;15.4733;0;1.9;3;0
METSN53010:0;60.9692;6.5055;910;0.9;3;0
METSN91420:0;69.2852;20.4657;148;-10.6;3;0
METSN4825:0;59.942;11.3015;145;2.4;3;0
METSN57830:0;61.8325;5.4587;374;4.9;3;0
METSN54645:0;61.1677;8.0413;934;0.3;3;0
METSN27870:0;59.2737;9.9268;52;3.1;3;0
METSN32540:0;59.2728;9.2802;50;2.8;3;0
METSN76245:0;65.2702;12.1457;18;5;3;0
METSN81760:0;66.7525;15.8227;601;-7.8;3;0
METSN61790:0;62.571;7.783;27;5.4;3;0
METSN82970:0;67.7463;15.9142;326;-1.7;3;0
METSN71230:0;63.7905;10.7303;225;0.6;3;0
METSN22990:0;60.9532;9.3343;425;-0.8;3;0
METSN92895:0;70.0398;22.2573;40;-7.5;3;0
METSN16620:0;62.1807;9.4752;930;0.1;3;0
METSN56250:0;61.2922;5.827;140;3.5;3;0
METSN23300:0;60.8175;9.1185;830;-1.1;3;0
METSN11440:0;60.5878;11.147;140;2.6;3;0
METSN90630:0;69.903;19.4737;8;0.5;3;0
METSN48069:0;59.7372;5.3795;20;7.2;3;0
METSN76958:0;65.1103;6.7912;114;7.9;3;0
METSN50507:0;60.331;5.2992;90;6.1;3;0
METSN4960:0;60.2688;11.4792;130;3.2;3;0
METSN40905:0;59.6407;7.4553;915;0.8;3;0
METSN33555:0;59.6203;7.8332;490;0.1;3;0
METSN88010:0;68.6753;17.9052;344;-4.3;3;0
METSN3005:0;59.1778;11.2075;40;4.8;3;0
METSN47730:0;59.8735;6.3815;4;5.3;3;0
METSN91480:0;69.1467;20.7468;510;-12.1;3;0
METSN2480:0;59.8438;11.7178;171;3.7;3;0
METSN42490:0;58.5047;7.0787;470;2.6;3;0
METSN4827:0;59.9542;11.203;128;3.1;3;0
METSN46425:0;59.8228;6.7383;789;1.7;3;0
METSN67340:0;62.8613;10.0213;425;3;3;0
METSN63595:0;62.5818;9.2136;212;4;3;0
METSN39450:0;58.3085;7.8125;280;3.6;3;0
METSN91490:0;69.1185;20.7455;545;-12.4;3;0
METSN58705:0;61.9878;7.3288;1400;-4.2;3;0
METSN89233:0;69.0917;18.2972;170;-6;3;0
METSN94805:0;70.7765;25.6297;10;-5.5;3;0
METSN19923:0;59.819;10.33;250;3;3;0
METSN90305:0;69.4338;19.2608;69;-2.4;3;0
METSN84910:0;68.516;17.8725;400;-8.4;3;0
METSN82130:0;67.3312;15.162;5;-1.1;3;0
METSN34095:0;58.9817;9.6068;50;2.8;3;0
METSN46410:0;59.7528;6.7898;403;4.6;3;0
METSN32290:0;59.4895;8.6443;125;3;3;0
METSN60247:0;62.028;6.7288;391;5.6;3;0
METSN17895:0;59.794;10.76;110;3.3;3;0
METSN80730:0;66.8815;13.6675;10;4.6;3;0
METSN57150:0;61.4413;5.8222;247;4;3;0
METSN76925:0;64.352;7.77915;55;7.8;3;0
METSN58165:0;61.6093;6.5288;224;7.3;3;0
METSN25580:0;60.5825;8.3213;667;-1;3;0
METSN48070:0;59.7465;5.4025;20;7.3;3;0
METSN63940:0;62.2767;9.5877;940;-0.7;3;0
METSN67210:0;63.1385;10.255;40;6.2;3;0
METSN12666:0;61.108;10.442;130;2.7;3;0
METSN97120:0;69.7563;26.1457;120;-10.1;3;0
METSN54740:0;61.1883;7.6218;35;8.1;3;0
METSN77403:0;65.2168;13.3683;355;1.3;3;0
METSN88628:0;69.4988;17.511;20;0.3;3;0
METSN9250:0;62.1838;9.7182;808;-0.4;3;0
METSN50506:0;60.353;5.3383;15;6.5;3;0
METSN17550:0;59.5177;10.7252;25;4.5;3;0
METSN62950:0;62.9712;7.7793;43;10;3;0
METSN19830:0;59.548;10.4922;165;4.1;3;0
METSN31560:0;59.7978;8.258;959;-0.8;3;0
METSN39212:0;58.1412;7.9397;80;5.7;3;0
METSN58060:0;61.7392;6.3913;82;7.7;3;0
METSN55970:0;61.1645;6.2087;20;8;3;0
METSN76930:0;66.0256;8.085;33;7;3;0
METSN24670:0;60.2684;9.6919;153;0.1;3;0
METSN29700:0;60.3738;8.4885;1035;-1.7;3;0
METSN99420:0;69.6873;30.005;60;-11.4;3;0
METSN84380:0;68.371;17.2438;30;0;3;0
METSN18690:0;59.9112;10.7043;20;4.4;3;0
METSN61580:0;62.2943;8.1255;450;3.4;3;0
METSN50360:0;60.3982;5.6502;250;4.2;3;0
METSN64590:0;63.097;9.4367;295;5.6;3;0
METSN98630:0;70.2453;30.5303;25;-5.3;3;0
METSN31700:0;59.8703;8.9267;200;2.1;3;0
METSN16845:0;62.147;8.6903;620;2.9;3;0
METSN52390:0;60.626;5.4722;100;4.9;3;0
METSN54731:0;61.1783;8.1527;1010;-1;3;0
METSN59860:0;62.27;5.9918;20;8.8;3;0
METSN13760:0;61.3892;8.8103;1390;-3.8;3;0
METSN69280:0;63.4652;11.4957;90;4.5;3;0
METSN50040:0;60.4437;6.4865;93;7;3;0
METSN19660:0;59.9475;10.3855;250;2;3;0
METSN18240:0;59.9378;10.8905;160;4;3;0
METSN23670:0;61.1375;8.8175;406;-3.7;3;0
METSN76933:0;63.49;5.015;0;8.5;3;0
METSN57630:0;61.5647;5.6658;190;2.4;3;0
METSN48061:0;59.7973;5.1872;13;6.8;3;0
METSN26640:0;59.7025;9.7773;155;2.4;3;0
METSN51940:0;60.7855;6.4997;215;1;3;0
METSN58990:0;61.9347;5.395;23;5.7;3;0
METSN58030:0;61.7503;5.9467;7;7.5;3;0
METSN51597:0;60.6147;6.5332;237;2.6;3;0
METSN73210:0;64.491;13.1005;467;-0.5;3;0
FMI100683:fmi;60.30373;25.54916;2;-5;11;0
FMI100907:fmi;60.12735;19.90038;2;2;11;0
FMI100908:fmi;59.77909;21.37479;6;0.7;11;0
FMI100909:fmi;59.95911;19.95374;9;2.5;11;0
FMI100917:fmi;60.17824;19.98686;11;1.6;11;0
FMI100919:fmi;60.30098;19.13142;3;2.7;11;0
FMI100921:fmi;59.50454;20.34748;4;2.3;11;0
FMI100924:fmi;60.11163;21.69828;3;-0.6;11;0
FMI100928:fmi;60.25823;20.74698;23;0.7;11;0
FMI100932:fmi;59.77363;22.94868;6;-2.7;11;0
FMI100934:fmi;60.3869;22.55183;6;-4.5;11;0
FMI100945:fmi;59.86949;22.19343;10;-1.1;11;0
FMI100946:fmi;59.80864;22.91246;10;-2.7;11;0
FMI100947:fmi;60.37788;22.0964;3;-3;11;0
FMI100949:fmi;60.45439;22.1787;8;-4.1;11;0
FMI100951:fmi;60.17123;22.75768;12;-4.3;11;0
FMI100955:fmi;60.37392;23.11292;2;-5;11;0
FMI100965:fmi;59.82076;23.57309;17;-4;11;0
FMI100967:fmi;60.46415;23.64976;117;-6.6;11;0
FMI100968:fmi;60.3267;24.95675;51;-5.9;11;0
FMI100969:fmi;59.93114;24.01408;13;-4.6;11;0
FMI100971:fmi;60.17523;24.94459;3;-5.3;11;0
FMI100974:fmi;60.24446;24.04951;36;-5.7;11;0
FMI100976:fmi;60.41875;24.39862;39;-5.9;11;0
FMI100996:fmi;60.10512;24.97539;6;-5;11;0
FMI100997:fmi;59.91982;24.35023;2;-4.9;11;0
FMI101003:fmi;59.94898;24.92631;0;-5.8;11;0
FMI101004:fmi;60.20307;24.96131;24;-5.7;11;0
FMI101009:fmi;60.25299;25.04549;15;-5.6;11;0
FMI101023:fmi;60.20382;25.62546;19;-5.3;11;0
FMI101028:fmi;60.39172;25.6073;22;-6.1;11;0
FMI101030:fmi;60.37538;26.95893;11;-7.2;11;0
FMI101039:fmi;60.27476;26.44759;1;-5.7;11;0
FMI101042:fmi;60.28676;27.18482;4;-7.6;11;0
FMI101044:fmi;61.46011;21.80839;11;-5.3;11;0
FMI101059:fmi;60.7222;21.02681;5;-1.2;11;0
FMI101061:fmi;61.14475;21.30273;4;-3.9;11;0
FMI101064:fmi;61.47893;21.7832;9;-5.2;11;0
FMI101065:fmi;60.51565;22.27916;45;-4.8;11;0
FMI101103:fmi;61.25294;22.34613;38;-5.6;11;0
FMI101104:fmi;60.81397;23.49825;104;-6.3;11;0
FMI101118:fmi;61.4194;23.62256;112;-6.7;11;0
FMI101124:fmi;61.46561;23.74678;85;-6.7;11;0
FMI101128:fmi;60.64668;23.80559;142;-6.8;11;0
FMI101130:fmi;60.59589;24.80297;86;-6.6;11;0
FMI101149:fmi;60.50872;24.65375;110;-6.6;11;0
FMI101150:fmi;60.9992;24.49163;87;-6.6;11;0
FMI101151:fmi;61.11454;24.32449;87;-6.7;11;0
FMI101154:fmi;61.05408;25.03844;125;-7.7;11;0
FMI101185:fmi;61.26521;25.52021;79;-8.4;11;0
FMI101191:fmi;60.89839;26.94882;102;-10.5;11;0
FMI101194:fmi;60.6965;26.81106;31;-8.8;11;0
FMI101196:fmi;61.20008;26.04967;93;-9.5;11;0
FMI101237:fmi;61.0403;28.12916;104;-11.6;11;0
FMI101247:fmi;61.05754;28.20873;103;-11.5;11;0
FMI101252:fmi;61.1982;28.47308;77;-10.6;11;0
FMI101254:fmi;61.44467;29.46108;74;-8.9;11;0
FMI101256:fmi;62.33382;21.19081;5;-4.2;11;0
FMI101267:fmi;61.63042;21.3762;3;-4.2;11;0
FMI101268:fmi;62.20324;21.16983;0;-4.3;11;0
FMI101272:fmi;62.18329;22.79983;162;-7.2;11;0
FMI101289:fmi;62.41345;22.18372;93;-6.1;11;0
FMI101291:fmi;61.83864;22.46368;123;-6.5;11;0
FMI101310:fmi;62.32783;23.54228;138;-8.3;11;0
FMI101311:fmi;61.51757;23.75388;96;-6.8;11;0
FMI101315:fmi;61.85551;24.80459;144;-9.2;11;0
FMI101317:fmi;61.84591;24.28696;154;-8.5;11;0
FMI101339:fmi;62.39758;25.67087;139;-9.3;11;0
FMI101362:fmi;61.70448;25.50529;80;-9.1;11;0
FMI101367:fmi;61.87942;26.09478;145;-10.1;11;0
FMI101398:fmi;61.6886;27.20219;99;-10;11;0
FMI101418:fmi;61.8923;27.88528;110;-9.5;11;0
FMI101421:fmi;62.32221;27.90785;83;-7.9;11;0
FMI101430:fmi;61.94638;28.93238;92;-8.1;11;0
FMI101441:fmi;61.80186;29.31506;79;-7.9;11;0
FMI101459:fmi;62.23539;30.34662;91;-11.9;11;0
FMI101462:fmi;63.05858;21.7546;4;-5.6;11;0
FMI101464:fmi;63.43508;21.06856;4;-5.1;11;0
FMI101481:fmi;62.97839;20.74006;2;-3.2;11;0
FMI101485:fmi;63.09871;21.63938;7;-5.5;11;0
FMI101486:fmi;62.93808;22.48878;26;-6.5;11;0
FMI101503:fmi;63.12033;23.04364;42;-6.7;11;0
FMI101520:fmi;62.55461;24.14239;161;-8.9;11;0
FMI101528:fmi;63.44564;24.44422;153;-8.8;11;0
FMI101533:fmi;63.08898;24.26084;171;-8.9;11;0
FMI101536:fmi;62.51044;24.80764;227;-9.8;11;0
FMI101537:fmi;63.08225;25.85862;130;-8.6;11;0
FMI101555:fmi;62.92178;26.4247;121;-8.5;11;0
FMI101570:fmi;62.99842;27.80817;94;-9.1;11;0
FMI101572:fmi;63.14343;27.31317;91;-8.7;11;0
FMI101580:fmi;62.79892;27.90495;86;-8.7;11;0
FMI101586:fmi;62.89256;27.63331;87;-8.5;11;0
FMI101603:fmi;63.37806;28.66166;164;-10.8;11;0
FMI101608:fmi;62.65695;29.63608;112;-10.9;11;0
FMI101609:fmi;63.23236;29.23397;115;-11.1;11;0
FMI101628:fmi;62.54601;29.66818;78;-10.3;11;0
FMI101632:fmi;62.60179;29.72713;79;-10.7;11;0
FMI101636:fmi;63.32108;30.04578;99;-12.6;11;0
FMI101649:fmi;63.14166;31.04454;237;-15.7;11;0
FMI101651:fmi;62.76942;30.97467;156;-14.8;11;0
FMI101660:fmi;63.75144;22.52282;2;-5.7;11;0
FMI101661:fmi;63.95114;22.84537;5;-6.5;11;0
FMI101662:fmi;63.72655;23.14359;25;-6.9;11;0
FMI101673:fmi;64.33073;23.44627;3;-5.5;11;0
FMI101675:fmi;63.83882;23.09715;5;-6.8;11;0
FMI101689:fmi;63.82133;24.16323;84;-8.1;11;0
FMI101690:fmi;64.05029;24.72468;76;-7.9;11;0
FMI101695:fmi;64.14263;25.42335;112;-8.6;11;0
FMI101705:fmi;63.73589;25.70573;152;-8.8;11;0
FMI101725:fmi;64.2829;27.67114;132;-10.4;11;0
FMI101726:fmi;63.8409;27.22061;206;-10.3;11;0
FMI101743:fmi;63.6673;28.82927;114;-11.4;11;0
FMI101756:fmi;64.11197;28.33639;161;-11.1;11;0
FMI101773:fmi;64.2976;30.17061;196;-14.6;11;0
FMI101775:fmi;64.61178;23.89674;0;-6.1;11;0
FMI101776:fmi;65.01967;24.72758;6;-7.7;11;0
FMI101783:fmi;65.38508;24.09568;0;-6.4;11;0
FMI101784:fmi;65.03975;24.56118;7;-7.7;11;0
FMI101785:fmi;64.66589;24.40695;2;-6.9;11;0
FMI101786:fmi;64.93503;25.3392;13;-8;11;0
FMI101787:fmi;64.68421;25.08919;48;-8;11;0
FMI101794:fmi;65.0064;25.39321;3;-7.8;11;0
FMI101799:fmi;64.93698;25.37299;11;-8;11;0
FMI101800:fmi;64.50144;26.42386;113;-9.1;11;0
FMI101805:fmi;65.40014;26.96311;120;-9.8;11;0
FMI101826:fmi;64.93125;28.74672;222;-12.7;11;0
FMI101831:fmi;64.66404;28.05673;341;-12.7;11;0
FMI101840:fmi;65.78944;24.58278;11;-8.2;11;0
FMI101846:fmi;65.67319;24.5152;2;-8.2;11;0
FMI101851:fmi;65.84733;24.17369;8;-8.1;11;0
FMI101873:fmi;65.97717;26.36757;161;-10.5;11;0
FMI101885:fmi;65.57489;28.21766;197;-11.9;11;0
FMI101886:fmi;65.99334;29.22715;265;-14.5;11;0
FMI101887:fmi;66.36999;29.31193;164;-15.7;11;0
FMI101899:fmi;66.32027;29.39967;298;-14.9;11;0
FMI101908:fmi;66.52952;24.6496;93;-9.3;11;0
FMI101914:fmi;66.77278;23.96303;85;-9.1;11;0
FMI101920:fmi;66.56236;25.83814;189;-10.7;11;0
FMI101928:fmi;66.49832;25.7088;85;-9.4;11;0
FMI101932:fmi;67.36663;26.62901;179;-11.6;11;0
FMI101933:fmi;66.57944;26.01094;106;-9.7;11;0
FMI101950:fmi;66.71556;27.15906;208;-11.5;11;0
FMI101952:fmi;67.28296;28.1786;180;-12.1;11;0
FMI101958:fmi;67.02204;27.2184;491;-14.2;11;0
FMI101959:fmi;66.8166;28.68829;218;-13;11;0
FMI101966:fmi;67.16226;29.17766;213;-13.8;11;0
FMI101976:fmi;68.3614;23.42755;308;-11.1;11;0
FMI101982:fmi;68.06284;24.03335;760;-14.8;11;0
FMI101983:fmi;67.97328;24.11559;555;-13.4;11;0
FMI101985:fmi;67.99997;24.24001;340;-11.9;11;0
FMI101986:fmi;67.69168;24.85538;195;-10.7;11;0
FMI101990:fmi;67.65202;24.90179;181;-10.7;11;0
FMI101994:fmi;68.16961;25.78316;276;-11.9;11;0
FMI102000:fmi;67.82147;27.74597;240;-11.3;11;0
