elev;lat;lon;value;prid;dqc;sct;rep
103;61.33778;24.21056;NA;1;1;NA;NA
100;60.52444;24.51889;NA;1;1;NA;NA
90;60.53306;24.75;NA;1;1;NA;NA
124;60.77667;24.16306;NA;1;1;NA;NA
102;60.80528;24.84667;NA;1;1;NA;NA
110;60.93306;24.68306;NA;1;1;NA;NA
129;61.00639;23.92306;NA;1;1;NA;NA
122;61.07639;24.83583;NA;1;1;NA;NA
93;61.31667;24.05;NA;1;1;NA;NA
99;61.35306;24.82417;NA;1;1;NA;NA
119;60.68556;24.365;NA;1;1;NA;NA
111;60.50833;24.65667;NA;1;1;NA;NA
78;60.96167;25.63417;NA;1;1;NA;NA
78;60.80639;25.77194;NA;1;1;NA;NA
125;61.05389;25.04194;NA;1;1;NA;NA
85;61.30056;25.54556;NA;1;1;NA;NA
112;60.96667;25.71667;NA;1;1;NA;NA
119;61.06306;25.2475;NA;1;1;NA;NA
101;61.06694;25.4175;NA;1;1;NA;NA
147;61.15;25.25;NA;1;1;NA;NA
89;61.36194;25.23167;NA;1;1;NA;NA
79;60.62444;25.2275;NA;1;1;NA;NA
95;60.83306;25.43306;NA;1;1;NA;NA
104;61.13667;25.79556;NA;1;1;NA;NA
120;61.05;25.16667;NA;1;1;NA;NA
120;61.08306;25.13306;NA;1;1;NA;NA
132;61.12389;25.13639;NA;1;1;NA;NA
145;61.04139;25.015;NA;1;1;NA;NA
135;61.01667;25.13306;NA;1;1;NA;NA
145;61;25.28306;NA;1;1;NA;NA
104;60.8775;25.26556;NA;1;1;NA;NA
99;60.89028;26.94417;NA;1;1;NA;NA
14;60.5;26.96667;NA;1;1;NA;NA
26;60.62194;26.14306;NA;1;1;NA;NA
33;60.69639;26.81333;NA;1;1;NA;NA
61;60.9;26.65;NA;1;1;NA;NA
92;61.19944;26.05278;NA;1;1;NA;NA
57;60.74667;26.08083;NA;1;1;NA;NA
43;60.76667;26.76667;NA;1;1;NA;NA
70;60.85;26.21667;NA;1;1;NA;NA
75;60.88306;26.78306;NA;1;1;NA;NA
82;61.08306;26.18306;NA;1;1;NA;NA
130;61.46667;26.2;NA;1;1;NA;NA
83;61.5;26.71667;NA;1;1;NA;NA
30;60.7;26.83306;NA;1;1;NA;NA
80;60.8875;26.35667;NA;1;1;NA;NA
90;61.25083;26.78194;NA;1;1;NA;NA
50;60.85;26.78306;NA;1;1;NA;NA
22;60.53306;27.55;NA;1;1;NA;NA
25;60.58306;27.48306;NA;1;1;NA;NA
12;60.55;27.15;NA;1;1;NA;NA
20;60.63306;27.45;NA;1;1;NA;NA
35;60.65;27.41667;NA;1;1;NA;NA
40;60.71667;27.7;NA;1;1;NA;NA
15;60.75;27.08306;NA;1;1;NA;NA
100;61;27.21667;NA;1;1;NA;NA
81;61.2;27.68306;NA;1;1;NA;NA
100;61.28306;27.21667;NA;1;1;NA;NA
100;61.35;27.48306;NA;1;1;NA;NA
5;60.52694;27.67556;NA;1;1;NA;NA
106;61.04389;28.15417;NA;1;1;NA;NA
95;61.36667;28.66667;NA;1;1;NA;NA
58;61.16667;28.78306;NA;1;1;NA;NA
100;61.38306;28.66667;NA;1;1;NA;NA
110;61.41667;28.65;NA;1;1;NA;NA
75;61.4225;29.39444;NA;1;1;NA;NA
39;61.84806;21.65417;NA;1;1;NA;NA
54;62.13278;21.67694;NA;1;1;NA;NA
70;62.18306;21.8;NA;1;1;NA;NA
60;62.49167;21.76278;NA;1;1;NA;NA
1;62.2575;21.32083;NA;1;1;NA;NA
124;61.83806;22.46694;NA;1;1;NA;NA
92;61.51667;22.98306;NA;1;1;NA;NA
160;62.18306;22.80306;NA;1;1;NA;NA
69;61.61417;22.54417;NA;1;1;NA;NA
105;61.7;22.78306;NA;1;1;NA;NA
85;61.7;22.01667;NA;1;1;NA;NA
125;61.71667;22.8;NA;1;1;NA;NA
124;61.73889;22.82639;NA;1;1;NA;NA
115;61.73306;22.71667;NA;1;1;NA;NA
85;61.91667;22.23306;NA;1;1;NA;NA
136;62.13167;22.56444;NA;1;1;NA;NA
166;62.28306;22.4;NA;1;1;NA;NA
140;62.31667;22.86667;NA;1;1;NA;NA
97;62.41528;22.19306;NA;1;1;NA;NA
100;62.47278;22.91333;NA;1;1;NA;NA
115;62.11667;22.05;NA;1;1;NA;NA
150;62.15;22.23306;NA;1;1;NA;NA
170;61.94889;23.37667;NA;1;1;NA;NA
171;62.2;23.31667;NA;1;1;NA;NA
155;61.60889;23.5075;NA;1;1;NA;NA
118;61.92083;23.09556;NA;1;1;NA;NA
142;62.11667;23.01667;NA;1;1;NA;NA
207;62.06667;23.65;NA;1;1;NA;NA
113;62.155;23.65778;NA;1;1;NA;NA
150;62.18306;23.08306;NA;1;1;NA;NA
128;62.21667;23.83306;NA;1;1;NA;NA
120;62.44917;23.55806;NA;1;1;NA;NA
130;62.48306;23.76667;NA;1;1;NA;NA
142;61.8;23.5;NA;1;1;NA;NA
145;61.85639;24.78917;NA;1;1;NA;NA
98;61.55;24.23306;NA;1;1;NA;NA
153;61.84556;24.29056;NA;1;1;NA;NA
120;61.5;24.81667;NA;1;1;NA;NA
89;61.55;24.53306;NA;1;1;NA;NA
110;61.63306;24.3;NA;1;1;NA;NA
100;61.66667;24.35;NA;1;1;NA;NA
118;61.78306;24.55;NA;1;1;NA;NA
106;61.81667;24.5;NA;1;1;NA;NA
112;61.91667;24.06667;NA;1;1;NA;NA
115;62.01667;24.51667;NA;1;1;NA;NA
140;62.01667;24.71667;NA;1;1;NA;NA
115;62.15;24.05;NA;1;1;NA;NA
120;62.21667;24.41667;NA;1;1;NA;NA
110;62.26667;24.71667;NA;1;1;NA;NA
145;62.31667;24.13306;NA;1;1;NA;NA
180;62.33306;24.3;NA;1;1;NA;NA
103;61.49694;24.62139;NA;1;1;NA;NA
115;62.23306;25.73306;NA;1;1;NA;NA
92;61.51056;25.81444;NA;1;1;NA;NA
100;61.54306;25.96944;NA;1;1;NA;NA
100;61.66667;25.26667;NA;1;1;NA;NA
157;61.75;25.88306;NA;1;1;NA;NA
98;61.79056;25.68528;NA;1;1;NA;NA
85;61.835;25.85667;NA;1;1;NA;NA
85;61.86667;25.18306;NA;1;1;NA;NA
184;62.13306;25.38306;NA;1;1;NA;NA
199;62.15;25.38306;NA;1;1;NA;NA
125;62.15444;25.42806;NA;1;1;NA;NA
113;62.23306;25.71667;NA;1;1;NA;NA
139;62.33306;25.15;NA;1;1;NA;NA
125;61.66667;25.16667;NA;1;1;NA;NA
185;62.44167;25.01806;NA;1;1;NA;NA
148;62.4;25.6;NA;1;1;NA;NA
146;61.87917;26.09889;NA;1;1;NA;NA
170;61.6;26.4;NA;1;1;NA;NA
104;61.60417;26.01806;NA;1;1;NA;NA
137;61.65;26.58306;NA;1;1;NA;NA
155;61.7;26.26667;NA;1;1;NA;NA
100;61.73306;26.06667;NA;1;1;NA;NA
100;61.8;26.85;NA;1;1;NA;NA
100;61.8;26.21667;NA;1;1;NA;NA
101;61.85;26.26667;NA;1;1;NA;NA
105;61.98056;26.64556;NA;1;1;NA;NA
110;62.11667;26.96667;NA;1;1;NA;NA
173;62.48306;26.46667;NA;1;1;NA;NA
122;61.76556;26.39556;NA;1;1;NA;NA
114;62.30556;26.48917;NA;1;1;NA;NA
145;61.53139;26.33056;NA;1;1;NA;NA
147;61.91;26.1275;NA;1;1;NA;NA
101;61.68694;27.21;NA;1;1;NA;NA
91;62.30806;27.84417;NA;1;1;NA;NA
107;61.67417;27.22556;NA;1;1;NA;NA
130;61.66083;27.075;NA;1;1;NA;NA
85;61.66667;27.8;NA;1;1;NA;NA
119;61.86667;27.76667;NA;1;1;NA;NA
130;62.28306;27.16667;NA;1;1;NA;NA
87;62.45;27.68306;NA;1;1;NA;NA
103;62.03389;27.19694;NA;1;1;NA;NA
125;62.3;27.15;NA;1;1;NA;NA
85;61.58306;27.65;NA;1;1;NA;NA
124;62.28306;26.98306;NA;1;1;NA;NA
104;62.18306;27.6;NA;1;1;NA;NA
124;61.95;27.26667;NA;1;1;NA;NA
146;61.56667;28.07889;NA;1;1;NA;NA
94;61.79556;28.84917;NA;1;1;NA;NA
85;61.81667;28.43306;NA;1;1;NA;NA
110;61.92306;28.32306;NA;1;1;NA;NA
120;61.98306;28.05;NA;1;1;NA;NA
84;62.4;28.73306;NA;1;1;NA;NA
109;61.58306;28.18306;NA;1;1;NA;NA
95;61.94583;28.93444;NA;1;1;NA;NA
78;61.80167;29.31806;NA;1;1;NA;NA
95;61.87917;29.83167;NA;1;1;NA;NA
85;61.91667;29.28306;NA;1;1;NA;NA
119;61.96667;29.48306;NA;1;1;NA;NA
95;62.05528;29.04694;NA;1;1;NA;NA
150;62.31667;29.08306;NA;1;1;NA;NA
90;62.16833;29.28028;NA;1;1;NA;NA
90;62.31083;29.63278;NA;1;1;NA;NA
104;62.1;30.13306;NA;1;1;NA;NA
90;62.235;30.34944;NA;1;1;NA;NA
115;62.43583;30.41139;NA;1;1;NA;NA
6;63.04167;21.76778;NA;1;1;NA;NA
4;63.43528;21.06806;NA;1;1;NA;NA
20;62.61667;21.46667;NA;1;1;NA;NA
35;62.65;21.55;NA;1;1;NA;NA
10;62.68306;21.35;NA;1;1;NA;NA
35;62.73306;21.65944;NA;1;1;NA;NA
8;62.95;21.7;NA;1;1;NA;NA
5;62.96806;21.205;NA;1;1;NA;NA
15;62.97028;21.78;NA;1;1;NA;NA
13;62.96667;21.68306;NA;1;1;NA;NA
4;62.88306;21.1;NA;1;1;NA;NA
26;62.93667;22.49083;NA;1;1;NA;NA
16;63.26667;22.43306;NA;1;1;NA;NA
62;62.61667;22.39583;NA;1;1;NA;NA
60;62.71667;22.6;NA;1;1;NA;NA
87;62.78306;22.81667;NA;1;1;NA;NA
45;62.83306;22.65;NA;1;1;NA;NA
35;62.88306;22.53306;NA;1;1;NA;NA
40;62.9;22.55;NA;1;1;NA;NA
35;62.91667;22.61667;NA;1;1;NA;NA
15;63.055;22.12028;NA;1;1;NA;NA
35;63.26667;22.71667;NA;1;1;NA;NA
20;63.4;22.65;NA;1;1;NA;NA
102;62.55;22.95;NA;1;1;NA;NA
42;63.12028;23.04694;NA;1;1;NA;NA
34;62.96667;23.01667;NA;1;1;NA;NA
130;62.51667;23.7;NA;1;1;NA;NA
145;62.53306;23.76667;NA;1;1;NA;NA
115;62.55;23.65;NA;1;1;NA;NA
110;62.63306;23.41667;NA;1;1;NA;NA
86;62.98306;23.78306;NA;1;1;NA;NA
85;63.34667;23.1675;NA;1;1;NA;NA
62;63.43306;23.41417;NA;1;1;NA;NA
60;62.9;23.28306;NA;1;1;NA;NA
157;62.53444;24.22056;NA;1;1;NA;NA
202;63.05056;24.28167;NA;1;1;NA;NA
150;62.51667;24.7;NA;1;1;NA;NA
160;62.78556;24.0075;NA;1;1;NA;NA
155;62.86667;24.8;NA;1;1;NA;NA
185;63.33306;24.61667;NA;1;1;NA;NA
160;63.43306;24.5;NA;1;1;NA;NA
153;63.44528;24.44778;NA;1;1;NA;NA
160;63.03306;24.56667;NA;1;1;NA;NA
128;63.46667;24.16667;NA;1;1;NA;NA
132;63.08167;25.86167;NA;1;1;NA;NA
102;62.6;25.71667;NA;1;1;NA;NA
118;62.66667;25.26667;NA;1;1;NA;NA
107;62.875;25.86528;NA;1;1;NA;NA
150;62.96667;25.25;NA;1;1;NA;NA
103;63.05;25.53306;NA;1;1;NA;NA
110;63.08306;25.85;NA;1;1;NA;NA
115;63.16694;25.93917;NA;1;1;NA;NA
128;63.29833;25.64667;NA;1;1;NA;NA
114;63.36667;25.56667;NA;1;1;NA;NA
138;63.11667;25.08306;NA;1;1;NA;NA
120;62.92139;26.42806;NA;1;1;NA;NA
97;62.51667;26.01667;NA;1;1;NA;NA
181;62.51667;26;NA;1;1;NA;NA
118;62.53306;26.01667;NA;1;1;NA;NA
93;62.56667;26.28306;NA;1;1;NA;NA
104;62.91667;26.98306;NA;1;1;NA;NA
114;62.75;26.16667;NA;1;1;NA;NA
109;63.2;26.66667;NA;1;1;NA;NA
103;62.71;26.77806;NA;1;1;NA;NA
108;63.23306;26.75;NA;1;1;NA;NA
99;63.00806;27.8025;NA;1;1;NA;NA
119;62.9;27.68306;NA;1;1;NA;NA
90;63.14306;27.31583;NA;1;1;NA;NA
114;62.55;27.6;NA;1;1;NA;NA
179;63.38306;27.65;NA;1;1;NA;NA
89;63.37694;27.37306;NA;1;1;NA;NA
103;62.66417;27.05028;NA;1;1;NA;NA
100;62.57028;28.59556;NA;1;1;NA;NA
113;62.61667;28.94556;NA;1;1;NA;NA
114;62.7;28.91667;NA;1;1;NA;NA
124;62.7;28.9;NA;1;1;NA;NA
127;62.7;28.88306;NA;1;1;NA;NA
106;63.1;28.06667;NA;1;1;NA;NA
100;63.21667;28.06667;NA;1;1;NA;NA
115;63.27083;28.47306;NA;1;1;NA;NA
112;63.36667;28;NA;1;1;NA;NA
166;63.37778;28.665;NA;1;1;NA;NA
121;62.65944;29.61444;NA;1;1;NA;NA
116;63.23167;29.23778;NA;1;1;NA;NA
85;62.51667;29.81056;NA;1;1;NA;NA
119;62.53306;29.21667;NA;1;1;NA;NA
100;62.66667;29.03306;NA;1;1;NA;NA
100;62.78306;29.15;NA;1;1;NA;NA
95;62.79639;29.18833;NA;1;1;NA;NA
100;62.81667;29.08306;NA;1;1;NA;NA
165;63.10806;29.76167;NA;1;1;NA;NA
219;63.01167;29.01;NA;1;1;NA;NA
162;62.66667;30.93306;NA;1;1;NA;NA
98;63.32056;30.04917;NA;1;1;NA;NA
150;62.8;30.41667;NA;1;1;NA;NA
231;63.03194;31.06194;NA;1;1;NA;NA
151;63.43306;30.43306;NA;1;1;NA;NA
170;63.28306;30.53306;NA;1;1;NA;NA
194;62.86667;31.25;NA;1;1;NA;NA
11;63.73306;22.58306;NA;1;1;NA;NA
8;63.66667;22.65;NA;1;1;NA;NA
6;63.8;22.75;NA;1;1;NA;NA
5;63.53306;22.53306;NA;1;1;NA;NA
5;63.66667;22.73306;NA;1;1;NA;NA
26;63.71694;23.1425;NA;1;1;NA;NA
70;63.59306;23.72028;NA;1;1;NA;NA
8;63.71667;23.06667;NA;1;1;NA;NA
9;63.88306;23.23806;NA;1;1;NA;NA
10;63.86667;23.43306;NA;1;1;NA;NA
100;63.88306;23.43306;NA;1;1;NA;NA
5;63.91667;23.4;NA;1;1;NA;NA
5;63.95;23.46667;NA;1;1;NA;NA
3;64.21667;23.7;NA;1;1;NA;NA
79;63.91667;24.96667;NA;1;1;NA;NA
147;63.51667;24.66667;NA;1;1;NA;NA
90;63.76306;24.28417;NA;1;1;NA;NA
70;63.86667;24.05;NA;1;1;NA;NA
79;63.98306;24.28306;NA;1;1;NA;NA
33;64.2;24.15;NA;1;1;NA;NA
20;64.23056;24.01917;NA;1;1;NA;NA
40;64.27306;24.21083;NA;1;1;NA;NA
78;64.23056;24.88639;NA;1;1;NA;NA
88;63.75;25.33306;NA;1;1;NA;NA
112;64.14167;25.42806;NA;1;1;NA;NA
145;63.56667;25.75;NA;1;1;NA;NA
115;63.7;25.03306;NA;1;1;NA;NA
130;63.75;25.46667;NA;1;1;NA;NA
140;63.78306;25.36667;NA;1;1;NA;NA
120;63.89056;25.78806;NA;1;1;NA;NA
100;64.13306;25.38306;NA;1;1;NA;NA
80;64.28306;25.86667;NA;1;1;NA;NA
148;63.65;26.05;NA;1;1;NA;NA
110;63.72806;26.37306;NA;1;1;NA;NA
130;63.75;26.21667;NA;1;1;NA;NA
160;63.76667;26.08306;NA;1;1;NA;NA
190;64.05;26.53306;NA;1;1;NA;NA
91;64.35528;26.3025;NA;1;1;NA;NA
180;63.93306;26.61667;NA;1;1;NA;NA
216;64.05056;26.92889;NA;1;1;NA;NA
198;63.93306;26.41667;NA;1;1;NA;NA
150;63.7;26.21667;NA;1;1;NA;NA
120;64.11667;26.55;NA;1;1;NA;NA
147;64.28139;27.67833;NA;1;1;NA;NA
207;63.84056;27.22417;NA;1;1;NA;NA
101;63.58028;27.18;NA;1;1;NA;NA
115;63.65;27.53306;NA;1;1;NA;NA
100;63.7;27.4;NA;1;1;NA;NA
170;64.11667;27.05;NA;1;1;NA;NA
153;63.77833;27.80583;NA;1;1;NA;NA
100;63.88;27.43889;NA;1;1;NA;NA
125;64.4;27.13306;NA;1;1;NA;NA
307;64.08306;27.95;NA;1;1;NA;NA
115;63.66667;28.8325;NA;1;1;NA;NA
153;63.95444;28.42917;NA;1;1;NA;NA
152;64.13306;28.55;NA;1;1;NA;NA
170;64.2;28.33306;NA;1;1;NA;NA
196;64.36556;28.61083;NA;1;1;NA;NA
150;64.48306;28.16667;NA;1;1;NA;NA
268;64.46917;28.62167;NA;1;1;NA;NA
209;63.75;28.56667;NA;1;1;NA;NA
220;63.91667;28.7;NA;1;1;NA;NA
172;64.11889;29.47389;NA;1;1;NA;NA
258;63.82417;29.45806;NA;1;1;NA;NA
163;64.09972;29.31667;NA;1;1;NA;NA
181;64.26667;29.83306;NA;1;1;NA;NA
8;65.01917;24.73139;NA;1;1;NA;NA
15;64.66667;24.61667;NA;1;1;NA;NA
48;64.65;24.73306;NA;1;1;NA;NA
14;64.92833;25.35056;NA;1;1;NA;NA
48;64.68333;25.0925;NA;1;1;NA;NA
19;64.815;25.98306;NA;1;1;NA;NA
13;65.03306;25.48306;NA;1;1;NA;NA
47;64.65806;25.62056;NA;1;1;NA;NA
17;65.08306;25.38306;NA;1;1;NA;NA
45;65.36667;25.85;NA;1;1;NA;NA
114;64.50083;26.4275;NA;1;1;NA;NA
121;64.56667;26.78306;NA;1;1;NA;NA
57;64.8425;26.04444;NA;1;1;NA;NA
90;65.08306;26.46667;NA;1;1;NA;NA
116;65.36667;27.01667;NA;1;1;NA;NA
127;64.56667;27.16667;NA;1;1;NA;NA
132;64.92694;27.19194;NA;1;1;NA;NA
220;65.09972;27.53306;NA;1;1;NA;NA
122;65.31667;27.35;NA;1;1;NA;NA
135;65.16028;27.65028;NA;1;1;NA;NA
156;64.86667;27.7;NA;1;1;NA;NA
145;64.5;28.36667;NA;1;1;NA;NA
210;64.71667;28.66667;NA;1;1;NA;NA
251;65.23917;28.45167;NA;1;1;NA;NA
170;64.7;28.6;NA;1;1;NA;NA
191;64.88306;28.91667;NA;1;1;NA;NA
220;64.9025;29.01667;NA;1;1;NA;NA
200;64.71667;29.68306;NA;1;1;NA;NA
250;65.37167;29.22167;NA;1;1;NA;NA
220;64.59556;29.13;NA;1;1;NA;NA
205;65.21667;29.51667;NA;1;1;NA;NA
289;65.26528;29.01583;NA;1;1;NA;NA
79;66.36667;23.91667;NA;1;1;NA;NA
19;65.78306;24.58306;NA;1;1;NA;NA
5;65.65;24.9;NA;1;1;NA;NA
10;65.84972;24.58306;NA;1;1;NA;NA
100;66.38306;24.15;NA;1;1;NA;NA
43;65.96667;24.46667;NA;1;1;NA;NA
7;65.68306;24.78306;NA;1;1;NA;NA
77;65.91667;25.08306;NA;1;1;NA;NA
130;66.31667;25.16667;NA;1;1;NA;NA
80;66.36667;25.36667;NA;1;1;NA;NA
101;65.65;25.95;NA;1;1;NA;NA
40;65.53306;25.5;NA;1;1;NA;NA
154;65.9325;26.51639;NA;1;1;NA;NA
137;66.32278;26.93667;NA;1;1;NA;NA
130;66.33306;26.85;NA;1;1;NA;NA
150;66.3;26.86667;NA;1;1;NA;NA
195;66.20278;26.21556;NA;1;1;NA;NA
227;66.13306;26.11667;NA;1;1;NA;NA
155;66.18306;27.88306;NA;1;1;NA;NA
160;66.34972;27.15;NA;1;1;NA;NA
250;66.48306;27.75;NA;1;1;NA;NA
162;65.78917;27.33667;NA;1;1;NA;NA
209;65.58306;28.25;NA;1;1;NA;NA
310;65.935;28.97833;NA;1;1;NA;NA
262;65.97806;28.17444;NA;1;1;NA;NA
248;65.73417;28.56417;NA;1;1;NA;NA
243;66.11583;28.14889;NA;1;1;NA;NA
264;65.995;29.22583;NA;1;1;NA;NA
160;66.36806;29.31917;NA;1;1;NA;NA
360;65.9;29.06667;NA;1;1;NA;NA
270;65.91667;29.86667;NA;1;1;NA;NA
262;65.91667;29.23306;NA;1;1;NA;NA
270;65.95278;29.13306;NA;1;1;NA;NA
290;66.05306;29.15694;NA;1;1;NA;NA
235;65.58306;29.51667;NA;1;1;NA;NA
148;67.27889;23.77167;NA;1;1;NA;NA
70;66.58306;23.9;NA;1;1;NA;NA
125;67.23306;23.58306;NA;1;1;NA;NA
213;67.48306;23.9;NA;1;1;NA;NA
92;66.52889;24.65306;NA;1;1;NA;NA
135;66.84056;24.38417;NA;1;1;NA;NA
180;66.84972;24.66667;NA;1;1;NA;NA
170;67.28306;24.88306;NA;1;1;NA;NA
171;67.38389;24.01583;NA;1;1;NA;NA
84;66.77222;23.96694;NA;1;1;NA;NA
182;67.46667;24.91667;NA;1;1;NA;NA
195;66.55806;25.83528;NA;1;1;NA;NA
180;66.91667;25.25;NA;1;1;NA;NA
110;66.61083;25.37639;NA;1;1;NA;NA
150;66.51667;25.65;NA;1;1;NA;NA
106;66.57889;26.015;NA;1;1;NA;NA
210;67.25;26.58306;NA;1;1;NA;NA
170;66.62444;26.68556;NA;1;1;NA;NA
190;67.01667;26.43306;NA;1;1;NA;NA
210;67.25;26.55;NA;1;1;NA;NA
220;67.26667;26.53306;NA;1;1;NA;NA
180;66.51667;27.78306;NA;1;1;NA;NA
160;66.56667;27.7;NA;1;1;NA;NA
155;67.09944;27.51389;NA;1;1;NA;NA
171;66.66667;27.5;NA;1;1;NA;NA
221;66.82083;28.6775;NA;1;1;NA;NA
180;67.28528;28.18;NA;1;1;NA;NA
170;66.76667;28.15;NA;1;1;NA;NA
265;66.78306;28.26667;NA;1;1;NA;NA
260;66.81167;28.29556;NA;1;1;NA;NA
197;66.94528;28.97944;NA;1;1;NA;NA
220;67.46806;27.99556;NA;1;1;NA;NA
240;66.51667;29.03306;NA;1;1;NA;NA
222;67.215;29.24083;NA;1;1;NA;NA
261;67.36667;29.36667;NA;1;1;NA;NA
254;67.96806;23.68028;0.8;1;0;1.33;1.30501
178;67.53306;23.68306;NA;1;1;NA;NA
279;68.22944;24.84167;0.7;1;0;0.4;1.21653
207;67.86667;25.33306;NA;1;1;NA;NA
275;68.16917;25.78667;0.9;1;0;-1;NA
205;67.56056;25.69167;NA;1;1;NA;NA
262;68.36667;25.91667;2;1;0;2.43;2
240;67.82056;27.75028;NA;1;1;NA;NA
247;68.08389;27.18944;0.7;1;0;-1;NA
302;68.41417;27.4175;1.5;1;0;2.82;2
209;67.65556;28.71306;NA;1;1;NA;NA
185;68.47167;28.32417;1.3;1;0;0;0.5
230;67.96667;29;NA;1;1;NA;NA
370;67.7475;29.615;NA;1;1;NA;NA
415;68.75;21.41667;1.7;1;0;0;0.5
480;69.04833;20.79556;1.1;1;0;0.62;2
465;68.96667;22.13306;3.2;1;0;3.14;2
356;68.57083;23.33917;1.7;1;0;1.49;1.9383
122;69.58306;25.96667;0;1;0;3.3;2
203;68.90917;25.66639;0.9;1;0;0.16;0.88941
148;68.93306;26.81667;0;1;12;NA;NA
145;68.86667;26.83306;0.7;1;0;0.85;1.71013
147;68.60694;27.41806;0.9;1;0;3.46;2
152;69.06694;27.12278;1.2;1;0;0.07;0.65658
107;69.75556;27.01194;0.3;1;0;1.17;1.18859
22;70.08139;27.90056;0.4;1;0;0.76;0.73807
123;68.66944;27.57083;0;1;12;NA;NA
120;69.18306;27.91667;0.4;1;0;0.87;2
110;69.66306;27.07806;1.1;1;0;1.25;1.70547
120;68.84833;28.30306;1.2;1;0;0.22;0.5
85;69.66917;29.09667;0;1;0;0.28;1.95227
8;69.93;31.98;NA;1;1;NA;NA
32;69.2;33.47972;NA;1;1;NA;NA
33;69.2;35.1;NA;1;1;NA;NA
99;69;28.8;0.4;1;0;0.6;1.8638
246;67.56972;30.45;NA;1;1;NA;NA
39;66.67;34.33;NA;1;1;NA;NA
118;65.2;31.17;NA;1;1;NA;NA
9;65.9;34.81639;NA;1;1;NA;NA
130;63.27;33.42;NA;1;1;NA;NA
14;60.72;28.8;NA;1;1;NA;NA
6;60.08;26.97;NA;1;1;NA;NA
90;59.4;30.1;NA;1;1;NA;NA
40;58.7;27.8;NA;1;1;NA;NA
4;54.65;19.9;NA;1;1;NA;NA
535;66.10417;14.85028;0;1;0;0.02;0.54016
100;58.94583;11.44139;0;1;12;NA;NA
26;61.26917;17.09806;NA;1;1;NA;NA
145;58.97639;11.695;1.4;1;0;0.02;0.5
18;56.76667;8.31667;NA;1;1;NA;NA
4;58.86417;23.04333;NA;1;1;NA;NA
73;59.32889;27.39806;NA;1;1;NA;NA
70;58.74944;26.415;NA;1;1;NA;NA
3;58.99306;24.82167;NA;1;1;NA;NA
1;58.21806;22.50639;NA;1;1;NA;NA
3;59.52139;26.54139;NA;1;1;NA;NA
3;58.09833;23.97028;NA;1;1;NA;NA
53;58.97306;24.73389;NA;1;1;NA;NA
28;59.38917;28.11278;NA;1;1;NA;NA
24;58.95083;23.81556;NA;1;1;NA;NA
12;58.41944;24.46944;NA;1;1;NA;NA
23;59.38917;24.04;NA;1;1;NA;NA
2;57.78306;23.25889;NA;1;1;NA;NA
7;58.92056;22.06639;NA;1;1;NA;NA
33;59.39806;24.60278;NA;1;1;NA;NA
3;57.91333;22.05778;NA;1;1;NA;NA
32;58.86528;26.95194;NA;1;1;NA;NA
58;58.3;26.73306;NA;1;1;NA;NA
70;58.26389;26.46139;NA;1;1;NA;NA
89;58.87417;26.27194;NA;1;1;NA;NA
121;59.14139;26.23056;NA;1;1;NA;NA
60;58.80833;25.40917;NA;1;1;NA;NA
86;58.37778;25.60028;NA;1;1;NA;NA
65;57.79;26.03778;NA;1;1;NA;NA
2;58.57278;23.51333;NA;1;1;NA;NA
6;53.14194;13.03167;NA;1;1;NA;NA
2;53.28306;10.43306;NA;1;1;NA;NA
0;53.66694;14.18194;NA;1;1;NA;NA
0;54.56667;9.06667;NA;1;1;NA;NA
4;54.15;9.28306;NA;1;1;NA;NA
5;53.30917;11.31306;NA;1;1;NA;NA
4;52.94778;12.86167;NA;1;1;NA;NA
0;54.27556;12.75139;NA;1;1;NA;NA
6;53.14667;10.61917;NA;1;1;NA;NA
0;52.76417;14.16639;NA;1;1;NA;NA
0;53.71667;13.835;NA;1;1;NA;NA
3;53.8;9.9;NA;1;1;NA;NA
3;52.88;11.48389;NA;1;1;NA;NA
0;53.375;10.47917;NA;1;1;NA;NA
4;53.7275;10.25139;NA;1;1;NA;NA
4;53.59667;11.695;NA;1;1;NA;NA
2;54.08056;11.97917;NA;1;1;NA;NA
5;53.81444;11.88167;NA;1;1;NA;NA
7;54.42167;13.43806;NA;1;1;NA;NA
7;53.21556;12.58139;NA;1;1;NA;NA
1;54.05;9.35;NA;1;1;NA;NA
3;53.08306;10.56667;NA;1;1;NA;NA
3;53.11667;10.49028;NA;1;1;NA;NA
3;54.39389;13.60417;NA;1;1;NA;NA
2;54.17306;12.34139;NA;1;1;NA;NA
0;53.29;10.73167;NA;1;1;NA;NA
1;53.24;10.85167;NA;1;1;NA;NA
9;53.20194;12.33417;NA;1;1;NA;NA
6;53.09583;12.31333;NA;1;1;NA;NA
6;53.40528;12.78556;NA;1;1;NA;NA
1;53.98528;11.99806;NA;1;1;NA;NA
6;53.75;11.98056;NA;1;1;NA;NA
3;54.17056;10.04306;NA;1;1;NA;NA
4;54.06667;10.23306;NA;1;1;NA;NA
4;53.83056;10.18028;NA;1;1;NA;NA
4;54.08889;10.48417;NA;1;1;NA;NA
1;53.93583;9.95306;NA;1;1;NA;NA
2;54.63306;9.73306;NA;1;1;NA;NA
4;52.88278;12.17528;NA;1;1;NA;NA
5;53.13583;13.23917;NA;1;1;NA;NA
2;54.615;8.98806;NA;1;1;NA;NA
