lat;lon;elev;value;prid;dqc;sct;rep
59.92062;10.59124;80;5.2;3;0;2.96;2
59.16433;10.38884;11;8;3;0;0.54;1.00992
59.94133;10.63987;143;4.8;3;0;0.37;2
59.65762;10.79852;89;7.5;3;0;0.07;0.7888
59.24447;11.01888;25;8.1;3;0;0.05;0.93097
59.89535;10.62156;21;7;3;5;5.15;NA
58.7458;11.1798;12;9.3;3;0;0.23;1.33743
59.88072;10.79187;155;7.6;3;0;0.17;1.14126
59.92697;10.60732;108;5.6;3;5;4.01;NA
59.26331;10.45045;35;7.8;3;0;0.09;0.97826
59.9136;10.84023;226.9;8.1;3;5;4.33;NA
58.99653;10.01578;36;8.1;3;0;0.23;0.79841
58.42796;8.75776;20;6.2;3;0;0.34;0.94241
59.89035;10.52308;7;6.7;3;5;8;NA
59.94693;10.90222;157;7.6;3;0;0;0.5
60.41218;8.44565;930;-0.4;3;0;2.78;2
59.46845;10.7839;56;7.4;3;0;0.5;1.35039
58.7612;12.23852;147;7.3;3;0;0.02;0.56716
59.65807;11.15534;162;7.3;3;0;0.51;1.23171
59.74744;10.41286;167;6;3;0;2.34;2
60.38383;10.43295;157;6.4;3;0;1.02;1.66616
59.85264;10.66034;83;7.5;3;0;3.69;2
58.88515;8.94858;249;5.3;3;0;2.23;0.79849
60.13742;11.16637;194;6.5;3;0;0.72;1.65838
59.88672;11.10311;155;7;3;0;0.14;0.5
59.70406;10.50186;98;6.7;3;0;0.09;0.5
59.19383;9.97939;40;5.8;3;0;0.64;2
60.15799;11.17569;206;6.2;3;0;0.38;0.96049
59.66318;10.63752;74;7.8;3;0;0.06;0.93441
59.93047;10.60052;128;6.1;3;5;6.46;NA
59.94086;11.15224;224;6.7;3;0;0.56;1.07597
59.92233;10.7721;33;8.6;3;0;0.21;1.98467
60.26008;10.65195;444;3.8;3;0;0.34;0.87537
59.00412;9.70181;18;4.6;3;0;1.31;2
59.69915;10.27222;131;4.9;3;0;1.13;2
59.29214;10.75661;20;8.1;3;0;0;0.5
59.75021;10.00085;7;4;3;5;4.24;NA
59.76155;10.13336;86;4.5;3;0;1.31;2
59.92777;10.77464;100;24.5;3;5;62.54;NA
59.81081;10.45205;121;5.4;3;0;2.43;2
59.85106;10.23613;75;3.7;3;0;0.9;2
59.86798;10.7966;128;7.5;3;0;0.02;0.53146
59.76453;10.81114;91;7.8;3;0;0.21;1.43582
60.2116;9.60804;147;2.8;3;0;0.13;0.58729
59.5878;8.4788;338;2.1;3;0;0;0.5
60.06775;10.82829;383;4.6;3;0;0.6;0.51781
59.92541;10.66635;28;6.8;3;0;0.47;0.5
59.13821;9.65964;6;5.3;3;0;0.03;0.54634
59.12779;9.65366;79;5.6;3;0;0.46;0.63069
59.3586;10.46564;14;7.2;3;0;0;0.5
59.95062;10.74679;114;6.6;3;0;0.58;0.7194
59.95205;10.93897;191;6.6;3;0;1.99;0.5
59.75681;10.4597;117;5.6;3;0;0.12;1.35222
58.98524;9.97119;10;8.3;3;0;0.68;2
60.04343;9.55364;125;3;3;0;0.85;1.39173
59.73757;11.00701;153;7.2;3;0;0.13;0.69339
59.19709;9.5383;76;4.9;3;0;0.2;0.98955
59.7288;11.74664;235;7.2;3;0;0.6;1.96362
59.22668;10.93044;26;9;3;0;3.02;2
59.95449;10.75495;145;6.8;3;0;0;0.5
59.39294;9.26042;54;4.4;3;0;0.51;0.56334
59.13966;9.64774;23;5.4;3;0;0.14;0.96842
59.94043;11.15116;219;7.2;3;0;0.04;0.75913
59.11205;11.27242;78;8.6;3;0;0.29;2
59.75334;10.22877;76;4.9;3;0;0.29;2
59.16432;9.64314;5;5.6;3;0;0.72;1.82084
59.21299;9.57762;7;4.8;3;0;0.02;0.5
60.1639;9.71975;157;2.7;3;0;0.09;0.5
59.88171;11.24583;220;7;3;0;0.27;1.11776
60.24457;9.92743;143;0.7;3;0;0.23;2
59.88708;10.6147;5;7.6;3;5;5.46;NA
59.93575;10.90432;216;6.7;3;0;0.37;0.84349
59.91272;10.7377;5;25.9;3;5;64.41;NA
59.87664;10.6051;15;6.6;3;0;2.83;1.73572
59.09623;10.8583;19;8.3;3;0;0.64;0.5
59.00809;9.7263;51;6.3;3;0;2.1;2
59.91989;10.94939;177;8;3;0;1.73;2
59.92934;10.91789;177;7.1;3;0;0.42;0.94516
60.34452;9.52503;420;1.1;3;0;2.48;1.01663
58.8971;9.29899;85;7.9;3;5;11.45;NA
59.73257;10.30226;11;8.1;3;5;8.43;NA
59.92485;10.64136;64;6.6;3;5;4.04;NA
59.87554;10.7722;0;9.1;3;0;1.15;2
60.26285;8.82125;486;0;3;0;0.34;1.4677
59.91059;10.94431;215;5.8;3;0;5.99;2
59.70282;10.63036;13;7.2;3;0;2.46;1.1167
59.45546;9.02989;389;1.6;3;0;0.96;1.60117
59.92944;10.26959;383;4.5;3;0;0.04;0.5
59.85733;10.82066;99;7.6;3;0;0.04;0.71787
59.89408;10.55832;8;4.4;3;0;0.38;2
59.79334;10.26246;55;4.7;3;0;0.32;2
59.83767;10.42062;130;3.1;3;0;3.53;2
60.04623;9.01482;936;2.6;3;0;1.2;2
59.43203;10.68402;41;8;3;0;0.06;0.96263
59.93757;10.91192;186;6.9;3;0;0.79;0.89009
59.16557;10.3559;12;8.4;3;0;0.62;0.5
59.12844;11.1818;18;9.1;3;0;0.14;1.06437
59.90529;10.76757;14;9.3;3;0;2.29;2
59.946;11.03573;174;8.3;3;0;2.95;2
59.93281;11.02383;193;7.2;3;0;0.02;0.5
59.90569;10.52406;109;5.2;3;5;4.88;NA
59.97672;10.64612;350;5.1;3;0;0.01;0.5
58.46008;8.74622;67;5.5;3;0;0.02;0.68042
59.71816;10.7993;151;7.1;3;0;0.92;1.0061
59.75254;10.17719;51;5.3;3;5;4.08;NA
59.94283;10.67437;104;3.9;3;5;11.69;NA
60.02551;12.1268;191.2;14.1;3;5;21.86;NA
60.36687;11.19714;236;5.4;3;0;1.57;0.86767
59.71857;10.16368;244;3.8;3;0;0;0.5
59.59159;9.78646;70;2.1;3;0;0.29;1.89787
59.56104;9.27373;107;4.9;3;0;1.37;2
58.90606;11.14281;22;9.1;3;0;0.04;0.78407
59.10043;10.25576;18;8;3;0;2.04;1.36488
59.93333;10.61892;114;3.9;3;0;3.11;2
59.50093;10.68692;32;6.4;3;5;8.4;NA
60.18279;10.19458;159;6.7;3;5;9.19;NA
59.83769;10.7989;117;7.6;3;0;0;0.5
59.73044;10.73204;16;7.7;3;0;0.28;1.24468
59.93101;11.02865;207;6.8;3;0;0.47;0.89291
59.25465;10.46904;34;8.1;3;0;0.26;1.75707
59.75605;10.39912;160;4.8;3;0;0.51;2
59.67354;9.66379;252;3.2;3;0;0.16;0.5
59.70963;10.83332;121;8;3;0;0.7;2
59.44711;10.67648;50;8.4;3;0;0.37;2
59.90772;10.80547;83;8.5;3;0;0.94;2
59.41527;10.47479;57;7.7;3;0;1.78;2
59.95127;10.73273;100;7;3;0;0.1;0.5
59.88307;10.51192;45;3.1;3;0;1.94;2
59.96151;11.04753;112;6.9;3;0;4.19;0.8081
59.75769;10.16179;121;5.4;3;5;4.12;NA
59.92552;10.7789;69;8.3;3;0;0.44;2
59.92812;10.77882;67;7.4;3;0;1.52;1.93448
59.09364;10.20484;17;4.7;3;5;16.29;NA
59.6636;12.607;77;9;3;0;0.47;2
59.81954;10.43732;105;6.3;3;5;4.95;NA
59.99219;8.7051;319;4;3;0;0.16;0.99466
59.93667;10.51138;225;4.8;3;0;2.64;2
59.99962;9.97605;156;4.6;3;0;0.16;1.99611
59.90962;10.72441;2;8.2;3;0;0;0.5
59.93941;10.6459;175;4.9;3;0;0.51;2
59.68017;9.63716;213.9;2.9;3;0;0;0.5
59.93871;10.61038;120;3.9;3;0;1.77;2
59.93101;10.63725;90;5.7;3;0;1.12;2
59.08346;9.67266;64;6;3;0;1.45;1.57417
59.35386;10.46039;56;7;3;0;0.05;0.5
59.92756;10.95227;163;7.6;3;0;0.04;0.73213
59.97952;10.63702;216;5.3;3;0;0.62;2
59.68926;10.5187;24;5.1;3;5;8.38;NA
59.94591;10.66342;133;6.7;3;5;4.11;NA
59.88143;10.83977;70;7.5;3;0;1.3;2
59.96811;10.64842;282;5.8;3;0;1.74;0.91755
58.45279;8.81897;8;5;3;0;2.52;2
59.73894;11.80055;149;8;3;0;0.32;1.2996
59.80933;10.44601;143;6.2;3;5;5.8;NA
59.88061;8.75022;964;1.9;3;0;0.64;1.50736
58.6745;8.82718;101;5.3;3;0;0.21;0.5
59.90628;10.54744;65;3.3;3;0;1.07;2
59.00886;9.74345;21;4.9;3;0;1.55;2
58.55536;8.98271;19;5.9;3;0;0.22;0.5
59.80475;10.82288;158;7.4;3;0;0.01;0.5
59.61463;10.45036;138;7.4;3;0;1.21;1.75372
58.43437;8.74153;24;6;3;0;0.2;0.99405
59.85899;10.78959;90;7.8;3;0;0.03;0.7708
60.41262;8.44682;861;3.2;3;5;10.82;NA
59.25829;11.69823;128;8.4;3;0;1.86;2
59.40279;10.47814;13;7.5;3;0;0.39;1.06742
59.31872;9.65225;135;6.1;3;0;0.61;2
59.9329;11.00123;166;7.8;3;0;0.46;1.87438
59.18283;9.58476;95;19.3;3;5;46.21;NA
59.12963;10.18261;48;4.9;3;0;6.01;2
59.83226;10.68137;95;6;3;0;4.46;2
59.9294;10.46599;110;4.3;3;5;4.12;NA
59.17556;10.38441;14;8.3;3;0;0.7;2
59.92108;10.93182;243;6.8;3;0;0.01;0.50515
59.92806;10.75986;36;9.4;3;5;4.53;NA
59.74404;10.41887;167;5.2;3;0;0.09;1.45778
59.82643;11.14703;201;6.7;3;0;0.27;0.51827
59.53097;10.37326;10;7.4;3;0;0.28;0.82671
59.90187;10.75354;2;8.8;3;0;0.2;1.94699
59.96789;10.77019;171;6.5;3;0;0.16;0.51255
59.9126;10.61851;15;5.6;3;0;0.01;0.58989
60.34217;10.45694;264;3.4;3;0;7.46;2
60.13819;11.22319;201;6.8;3;0;2.12;2
59.17978;10.43505;48;7.7;3;0;0.71;1.89635
59.67136;10.80926;130;7.9;3;0;0.55;1.99001
59.14153;10.17908;74;6.7;3;0;3.06;0.84463
59.75851;10.29487;141;5.6;3;0;2.1;2
59.90962;10.86121;249;6.5;3;0;0.14;0.80085
59.68668;10.34901;28;6.5;3;0;0.02;0.5
59.98072;10.94332;288;6.4;3;0;0.06;0.82473
60.21872;9.55956;133;1;3;6;5;2
60.08886;8.84146;904;-0.4;3;0;0.08;0.88086
59.59216;11.61428;124;8.1;3;0;0.1;0.70643
59.73943;10.18826;13;4.2;3;0;0.01;0.87453
59.91858;10.73976;20;7.7;3;0;0.78;1.82419
59.60588;10.23622;65;6.3;3;0;1.22;1.56639
59.92206;10.78068;79;8;3;0;0.05;0.96675
59.03828;9.67382;41;4.4;3;0;1.38;2
59.93851;10.5844;139;5.2;3;5;4;NA
59.56852;10.43885;104;7.1;3;0;0;0.5
58.76224;9.20726;83;4.8;3;0;0.55;1.05934
59.76683;10.81848;125;7.7;3;0;0.08;0.92098
59.14263;11.41616;123;8.3;3;0;0.1;0.61948
59.27347;10.73212;3;8.6;3;0;0.11;1.51255
60.29857;11.15349;185;6.1;3;0;0.28;0.80124
59.90693;10.62287;21;6.7;3;5;4.01;NA
59.91234;10.94391;217;6.8;3;0;0.12;0.71322
59.61115;10.65288;42;7.5;3;0;0.63;1.57997
59.92757;10.65571;58;6.2;3;0;0.54;1.38304
59.97528;10.64582;351;4.8;3;0;0.53;0.5
59.93504;10.80298;107;7;3;0;2.56;1.07307
60.09031;11.48199;186;7.2;3;0;1.85;1.25582
60.09783;10.11558;131;4.2;3;0;0.01;0.54695
59.74559;10.21047;25;5;3;0;1.39;2
59.91617;10.70692;41;7.3;3;0;0.01;0.5
59.96409;12.11428;179;6.4;3;0;0.58;2
60.06228;8.92151;830;-0.5;3;0;0.58;1.83091
59.41753;10.48077;19;21.8;3;5;48.55;NA
59.89577;10.79074;130;7.2;3;0;0.53;0.98147
59.24204;10.39983;30;6.3;3;0;5.65;2
59.93788;10.90315;243.9;7;3;0;0.35;1.6419
59.75185;10.16392;11;4.6;3;0;2.16;2
59.70348;10.5022;98;6.6;3;0;0.28;0.54641
59.19702;10.87084;51;8;3;0;0.3;1.77263
59.8998;10.69578;0;7.5;3;0;0.17;0.7348
59.90947;10.80069;87;22.2;3;5;43.73;NA
59.55691;11.33195;112;7.5;3;0;0;0.5
60.18827;11.97212;240;6.9;3;0;0.02;0.88201
59.89442;10.80721;168;10;3;5;10.28;NA
59.60312;11.07165;115;8.1;3;0;0.25;1.75341
59.89543;10.62164;21;7.8;3;5;8.02;NA
59.82411;10.43455;121;4.5;3;0;0.19;2
59.90027;10.56523;41;5.9;3;5;4.75;NA
59.91907;11.07487;197;7.1;3;0;0.03;0.54679
59.92543;10.77688;50;8.8;3;0;1.58;2
59.13509;10.20253;43;5.8;3;0;0.77;2
59.86237;9.27161;654;1.8;3;0;1.8;1.95767
59.94107;10.77327;132.5;8.7;3;5;5.31;NA
59.81184;10.47749;43;7.3;3;5;8.19;NA
59.9209;10.70442;29;8.2;3;0;3.22;2
59.87911;10.50373;11;4;3;0;0.02;1.39707
59.64759;10.82862;118;3.9;3;5;20.05;NA
59.92343;10.76025;32;8.9;3;0;1.85;2
59.90458;10.82536;110;7.7;3;0;0.11;1.02608
59.88952;10.6227;8;6.4;3;0;0.4;1.27839
58.46151;8.75435;73;5.2;3;0;0.24;1.73724
59.62639;9.62902;247;1.8;3;0;1.7;2
59.03596;8.64362;470;4.3;3;0;3.41;2
59.93277;10.58425;113;4.2;3;0;0.03;1.46205
59.88926;10.84257;156;7.7;3;0;0.17;1.23843
59.13498;9.62321;9;5.7;3;0;0.23;0.5
59.89427;10.8089;132;9.3;3;5;8.01;NA
59.75896;9.95974;6;2.3;3;0;2.21;2
59.72673;11.04414;80;7.9;3;0;1.06;2
59.99809;12.37756;161;7.4;3;0;1.46;0.55358
59.89488;10.54152;34;5.1;3;5;4;NA
59.43871;10.61581;50;8.2;3;0;0.12;1.49699
60.22009;9.5675;800;0.8;3;0;0.33;0.5
59.95779;11.05024;111;9.1;3;5;4;NA
59.92952;10.73171;53;7.6;3;0;0.06;0.80337
59.44031;10.69201;70;8.1;3;0;0.01;0.51995
59.82483;9.31352;651;0;3;5;12.41;NA
59.93704;10.78166;100;8.6;3;0;3.96;2
59.12456;9.69545;38;4.6;3;0;2.02;2
59.93016;10.72173;56;12.6;3;5;30.62;NA
59.89415;10.62096;40;7;3;5;4.23;NA
59.19057;10.89776;11;8.6;3;0;0.03;0.96133
59.47715;11.68832;132;8.2;3;0;0.5;1.61597
59.22121;10.91104;17;8.6;3;0;0.44;2
59.63189;9.64624;188;2.4;3;0;0.04;0.64084
59.00063;9.80617;5;5.8;3;0;0.58;0.5
59.26503;11.15574;63;7.8;3;0;0.18;1.36183
59.95213;10.82213;196;6.8;3;0;0.13;0.5
59.49661;10.2927;132;5.7;3;0;0.22;1.55221
59.88819;10.84268;161;7.6;3;0;0.08;0.89444
59.14223;10.29717;18;7.4;3;0;0;0.5
59.26287;11.06449;34;9;3;5;4.19;NA
59.93032;10.78854;104;7.7;3;0;0;0.5
59.88187;10.78779;138;7.4;3;0;0.03;0.56998
59.9526;10.77654;144;7.1;3;0;0;0.5
59.42605;10.44916;73;6.8;3;0;0.02;0.5
60.07584;11.03439;182;6.7;3;0;0.15;0.5
59.76705;10.06749;65;5.8;3;5;5.67;NA
58.46851;8.79434;3;4.8;3;0;2.19;2
59.26624;10.41482;16;7.4;3;0;0.01;0.5
59.06943;10.41851;25;8.4;3;0;0;0.5
59.15732;10.11237;86;6.3;3;0;0.62;1.14904
60.11347;10.83196;202;6.1;3;5;4.58;NA
59.26507;11.00486;43;8.2;3;0;1.1;2
59.26886;10.42367;9;7.2;3;0;0.49;0.6358
59.25885;10.46955;61;7.4;3;0;0.49;1.35619
59.60028;10.22048;30;7.5;3;5;8.02;NA
59.92509;10.66486;30;6;3;0;0.71;1.90901
59.92482;10.55476;102;7.9;3;5;15.49;NA
59.89623;10.62284;200;7.6;3;5;5.6;NA
59.13131;10.21659;9;7.2;3;0;0.84;2
59.92935;10.87488;170;7.4;3;0;0.02;0.52277
59.22606;10.97934;4;7.9;3;0;0.7;1.85516
59.71581;10.16018;210;1.8;3;5;13.92;NA
59.83711;10.78376;106.4;7.7;3;0;0.05;0.83457
60.1905;10.19885;270;4.3;3;0;0;0.5
59.72887;10.13695;288;4;3;0;2.24;2
59.42057;11.42271;129;7.4;3;0;1.27;1.69224
59.94858;10.89889;144;8.7;3;5;4;NA
59.86146;10.81059;135;7.2;3;0;0.51;0.97483
60.06099;9.03085;861;3.5;3;5;6.85;NA
59.91889;10.59996;76;18.5;3;5;40.14;NA
59.56021;10.26981;13;8.1;3;5;6.94;NA
59.44955;11.84751;106;7.9;3;0;2.76;0.89017
59.97405;11.24234;168;7.6;3;0;0.03;0.66593
59.06117;10.14138;38;7.3;3;0;0.09;0.55259
59.42538;10.44742;49;6.9;3;0;0.01;0.5
60.24411;10.52625;640;3.8;3;0;2.53;1.84753
59.03693;9.99088;134;8.3;3;0;2.56;2
60.06399;10.86503;288;5.8;3;0;0.27;0.64007
59.76712;10.00202;144;6.2;3;5;5.93;NA
59.76707;10.01089;153;4.2;3;0;0.12;2
59.89723;10.79738;144;7.3;3;0;0.15;0.80345
59.94618;10.99542;152;7.3;3;0;0.46;1.16185
59.93915;10.75327;75;8;3;0;0.99;2
60.47518;11.02852;239;5.3;3;0;0;0.5
59.93669;10.64245;163;6.4;3;5;4.31;NA
59.98424;10.97548;123;8;3;0;0.19;1.54839
60.18078;11.99304;253;7.1;3;0;1.75;2
59.15325;11.1992;35;9.3;3;0;0.45;2
59.71239;10.81905;154;7.5;3;0;0;0.5
59.22054;10.9347;31;15.6;3;5;11.61;NA
59.92658;10.79141;98;7.6;3;0;0.15;1.07048
59.95896;10.77695;171;6.9;3;0;0.02;0.5
59.95795;11.04806;109;10;3;5;8.01;NA
59.95027;10.90111;162;7.3;3;0;0.27;0.97468
60.07006;8.89145;850;-0.1;3;0;0;0.5
59.72302;10.81957;154;7.4;3;0;0.08;0.76157
59.74075;11.00213;194.3;7.8;3;0;1.68;2
58.44149;8.72266;5.5;6.3;3;0;1.39;1.44344
60.32563;10.41655;337;5.1;3;0;1.17;0.75814
59.21395;9.49972;35;4.3;3;0;0;0.5
59.65751;10.82284;18;7.6;3;0;0.4;1.28251
59.73583;10.42643;113;3.7;3;5;11.3;NA
59.86928;10.79556;123;7.5;3;0;0.04;0.64511
59.7466;10.12487;13;19.6;3;5;53.92;NA
59.8869;10.70562;0;7.9;3;0;0;0.5
59.17323;10.85856;4;8.5;3;0;0.53;0.5
59.56157;10.26873;9;7.6;3;5;4.16;NA
58.43451;8.77282;47;6.1;3;0;0.35;0.91
59.90834;10.79077;54;7.3;3;0;3.85;2
59.78227;10.80265;147;7.6;3;0;0.01;0.52643
59.199;10.8699;37;7.9;3;0;0.78;2
60.00978;11.14533;186;8.1;3;0;1.88;2
60.14367;10.80625;196;4.5;3;0;0.11;0.97857
59.67662;10.24585;86;3.7;3;5;8.47;NA
59.65589;10.65798;118;7.5;3;0;0;0.5
59.86847;10.79275;119;7.5;3;0;0.05;0.69392
60.23714;9.93029;144;0.4;3;0;0.78;2
59.77776;10.4299;182;5.3;3;0;1.17;2
59.72763;10.24025;34;5.1;3;0;0.15;1.8367
59.20261;10.91357;5;8.2;3;0;0.4;1.88491
59.28575;10.34317;157;6;3;0;5.19;2
59.93397;11.13029;116;7.9;3;0;0.29;1.67699
59.28147;9.23837;37;3;3;0;0;0.5
59.10876;9.67754;119;6.3;3;0;0.44;0.86286
59.93157;10.76507;67;7.6;3;0;0.2;1.21753
59.73979;10.20299;10;5.1;3;0;2.07;2
59.24125;10.46301;16;8.3;3;0;0.33;1.93708
60.06791;8.93905;817;0.3;3;0;0.15;0.68484
59.87577;10.49166;42;6.1;3;5;7.7;NA
59.80634;10.49096;7;6;3;0;0.64;2
59.95574;10.66076;220;7.3;3;5;7.35;NA
59.32382;10.79439;16;8.1;3;0;0.41;1.87819
58.41314;8.70551;29;5.7;3;0;0.08;0.94852
59.88295;8.7611;1010;0.4;3;0;1.84;1.07368
59.11628;10.87481;9;9.1;3;0;0.77;1.70658
59.38412;10.40256;57;6.3;3;0;0.36;0.99703
59.87657;10.47766;58;4.3;3;0;2.79;2
59.8965;10.56837;23;4.8;3;0;0.1;1.80253
59.98334;12.15002;168;6.7;3;0;0.05;0.80985
59.6217;10.41154;45;7.3;3;0;0.03;0.5
59.89736;10.48791;63;2.3;3;0;3.55;2
59.8965;10.53898;45;4.4;3;0;1;2
58.99422;9.74817;39;5.9;3;0;0.07;0.5
59.99642;10.91002;226;6.3;3;0;0.42;0.5
59.22377;10.94573;48;8.4;3;0;0.42;2
59.91909;10.9738;171;7.5;3;0;0.06;0.78468
60.23709;11.67819;150;7.3;3;0;0.07;0.84585
59.19649;10.86912;66;8.1;3;0;0.05;0.97666
60.03753;9.14006;328;1.1;3;0;0.01;0.54565
59.94604;10.90605;164;7.3;3;0;0.25;0.96339
58.7436;9.27928;25;6;3;0;0.11;0.5
59.96853;10.89247;287;8.2;3;5;7.33;NA
59.12226;10.41357;10;7.5;3;0;3.99;2
60.43113;9.36292;159;1.6;3;0;2.07;1.63916
59.59364;11.3355;170;7.4;3;0;1.19;1.02288
59.90843;10.78589;45;7.8;3;0;1.16;2
59.76834;9.92368;12;4;3;0;2.87;2
59.12867;10.24267;25;6.5;3;0;0.73;2
59.43277;11.35106;128;7.4;3;0;0.33;1.05492
59.20483;10.8244;46;8.5;3;0;0.22;1.94775
59.95048;10.99005;212;7;3;0;0.03;0.57501
59.84656;10.79685;81;7.4;3;0;0.43;1.30997
59.4905;10.8341;62;6.8;3;0;2.33;0.5
59.72292;10.22128;91;4.8;3;0;0.02;0.91801
59.48917;10.00261;72;4.6;3;0;0.06;1.53772
60.02414;10.8906;248.9;6.2;3;0;0.02;0.5
60.17525;11.51947;151;6.6;3;0;0.1;0.5
59.77497;10.93702;146;7.4;3;0;0.15;0.88224
59.34866;10.89043;59;7;3;0;0.05;0.5
59.85601;10.79713;123;6.1;3;5;8.44;NA
59.22254;9.56203;102;4.8;3;0;0.01;0.5
59.20762;10.14011;72;5.1;3;0;1.06;2
59.60087;10.70503;114;7.7;3;0;0.07;0.90367
60.39651;11.54351;160;7.2;3;0;0.59;1.69834
59.96791;10.92232;175;7.6;3;0;0.2;1.29868
59.02769;9.72695;36;5.4;3;0;0;0.5
59.84453;10.84493;165;7.4;3;0;0.01;0.5
59.05136;10.05261;41;7;3;0;0.18;0.87919
59.59723;10.72434;182;7.4;3;0;0.34;1.30188
59.82599;10.80888;128;7.2;3;0;0.46;0.94608
59.95425;10.66112;174;6.9;3;5;4.32;NA
60.08731;10.87383;147;6.3;3;0;0.09;0.68607
59.71972;10.81768;156;8.2;3;0;1.96;2
58.89934;9.36135;90.7;6;3;0;3.01;1.97857
59.60087;11.2309;177;8.3;3;5;4.05;NA
59.9192;10.66505;12;5.1;3;5;8.63;NA
59.67486;9.66864;252;2.3;3;0;1.09;1.58699
59.9093;10.51682;71;2.9;3;0;0.74;2
59.15177;9.67598;16;4.9;3;0;0.23;0.72351
59.63563;11.32848;221;6.8;3;0;0.05;0.5
59.92732;10.75474;25;8.8;3;0;1.22;2
59.69903;10.1502;148;2;3;5;9.42;NA
60.03829;11.12344;141;7.2;3;0;0.25;0.8065
59.60272;9.75529;77;3.1;3;0;1.43;1.97277
60.25984;10.57208;544;3.7;3;0;1.03;0.85531
59.94171;10.79703;185.1;7.7;3;0;2.11;2
59.95022;10.80053;244;6.8;3;0;0.62;1.69773
59.94964;11.034;97;7.6;3;0;0.49;1.6387
59.97578;11.0286;122;8.1;3;0;0.29;1.84906
59.6857;9.63026;181;4;3;0;2.85;2
59.96641;10.64625;0;5.9;3;0;0.18;1.50751
59.93127;10.60475;109;4.6;3;0;0.05;1.48265
58.45917;8.77183;25;6.9;3;0;2.97;2
59.97703;10.64622;349;5.6;3;0;0.92;1.86477
59.23036;9.59442;46;4.6;3;0;0.27;0.65899
59.66305;10.64169;43;6.9;3;0;3.83;0.67928
59.23034;10.45675;21;7.9;3;0;0.08;0.95424
58.79087;8.83803;198;4.8;3;0;0.06;0.50721
60.0692;11.01727;189;5.3;3;0;6.19;2
59.04554;9.74194;19;5.6;3;0;0.04;0.5
59.50135;8.63397;159;3;3;0;0.02;0.5
58.6014;11.88894;172;15;3;5;8.56;NA
59.87741;10.827;160.1;7.8;3;0;0.55;1.94425
60.16677;10.27337;98;6.4;3;5;4.24;NA
59.93979;11.15187;216;7;3;0;0.08;0.76714
60.08766;10.99317;201;6.3;3;0;0.09;0.5
60.40459;10.46912;241;6.1;3;0;0.49;0.89429
59.64073;9.66559;198;5.7;3;5;8.7;NA
59.23522;10.46831;20;7.9;3;0;0.15;1.21036
59.9305;10.64264;119;7.9;3;5;8.1;NA
59.7622;10.22053;143;5.4;3;0;2.5;2
60.27249;11.18225;194;5.8;3;0;0.08;0.5
58.64205;11.33886;16.7;8.3;3;0;1.45;0.5
60.35309;9.19885;64;0.6;3;6;2.08;2
59.03512;10.05801;16;7.7;3;0;0.01;0.5
59.72814;11.03885;162;7.3;3;0;0.07;0.68019
59.95069;10.76756;107;8.2;3;0;3.36;2
60.08046;11.41562;139;7.1;3;0;0.15;1.10373
59.46319;10.96454;63;8;3;0;3.34;2
59.95043;10.68988;142;6.7;3;0;2.75;0.75563
59.76271;10.11696;49;4.5;3;0;3.89;2
59.9352;11.02057;204;6.9;3;0;0.31;0.88025
60.00072;10.92547;207.8;6.7;3;0;0.05;0.5
59.92595;10.7334;50;7.8;3;0;0.23;1.47121
59.92697;10.76791;37;8.2;3;0;0.02;0.78308
59.8784;10.80272;164;7.1;3;0;0.32;0.81397
59.21658;10.44427;18;8;3;0;0.02;0.68828
59.9427;10.49517;173;4.9;3;5;4.1;NA
59.83742;11.14194;203;7.7;3;0;2.81;2
59.77161;10.48863;83;7;3;5;4.03;NA
59.20254;10.16044;40;4.4;3;0;7.1;2
59.19498;11.18827;22;9.2;3;0;1.61;2
59.7863;10.47854;88;6.7;3;5;4.38;NA
60.17778;12.03748;213;7.1;3;0;0.01;0.75204
59.70711;10.22776;164;4.6;3;0;0.43;2
59.91073;10.49252;46;5.1;3;5;6.75;NA
59.78631;10.96026;202;7.5;3;0;1.17;2
59.27235;10.44099;12;7.1;3;0;1.21;0.60567
59.92809;10.66333;49;5;3;0;5.25;2
59.00999;9.1977;110;4.1;3;0;0;0.5
59.90875;10.47138;40;5.5;3;5;8.18;NA
59.91567;10.58161;61;3.2;3;0;5.27;2
59.96122;10.69439;220;5.9;3;0;0.29;0.85935
59.17154;10.12054;78;3.8;3;5;9.15;NA
60.06482;8.93613;902;-1;3;0;5.61;2
59.91435;10.60432;45;4.7;3;0;0.22;2
60.13565;11.17195;199;5.6;3;0;0.42;0.5
59.96139;10.86244;249;6.5;3;0;0;0.5
59.92076;10.83788;112;18.6;3;5;24.38;NA
59.95697;10.66251;209;5.8;3;0;0.95;1.73358
59.11843;11.38342;8;9.4;3;0;1.84;2
59.92774;10.50006;100;5.1;3;5;7.59;NA
59.92563;10.73602;58;7.7;3;0;0.14;1.14858
59.90301;10.51405;71;3.5;3;0;0.07;2
59.26521;10.40971;5;7.9;3;0;0.78;1.9174
60.23788;11.57335;150;6.9;3;0;0.14;0.5
59.13395;11.38358;67;8.9;3;0;1.54;2
59.93746;10.50791;188;4.5;3;0;2.25;2
60.02092;11.04817;248;7;3;0;0.95;2
59.05268;10.01346;44;6.7;3;0;0.17;1.01205
59.259;11.15714;63;7.8;3;0;0.31;1.62314
