sourceId;lat;lon;elev;value;prid;dqc
METSN18160:0;59.873;10.7912;118;8.4;4;999
METSN29350:0;60.255;8.7057;648;8;4;0
METSN24210:0;60.238;9.9267;140;4.8;4;0
METSN49420:0;60.128;6.6293;470;3.9;4;999
METSN80610:0;66.7628;12.486;17;NA;4;901
METSN78800:0;65.8255;14.1942;406;0;4;999
METSN60640:0;62.297;7.2525;2;0;4;0
METSN71780:0;63.9678;10.2237;30;0;4;0
METSN58900:0;61.9157;6.5585;208;0.1;4;0
METSN4740:0;60.1742;11.051;187;14.8;4;0
METSN27435:0;59.2417;10.4023;25;4.3;4;0
METSN44190:0;58.7345;5.7262;92;13.4;4;999
METSN29600:0;60.4629;8.7511;870;2.2;4;999
METSN59450:0;62.1467;5.2115;75;1.8;4;0
METSN82110:0;67.2763;15.1018;20;0;4;0
METSN47890:0;59.85778;6.01692;38;9.3;4;0
METSN52400:0;60.6268;5.3742;72;15.6;4;0
METSN17850:0;59.6605;10.7818;92;13.7;4;999
METSN69100:0;63.4597;10.9305;12;0;4;999
METSN92910:0;70.0518;22.3243;8;0.2;4;0
METSN80200:0;66.3892;13.1848;115;0;4;0
METSN16400:0;62.0172;9.2143;560;0.5;4;0
METSN50480:0;60.2913;5.2777;37;18.7;4;999
METSN52310:0;60.8562;5.9733;125;9.2;4;999
METSN53530:0;60.6563;7.2755;1162;0.1;4;999
METSN70510:0;63.7853;12.3815;377;0;4;0
METSN86520:0;68.648;15.2832;14;0;4;0
METSN30255:0;59.08723;9.66036;100;10.3;4;999
METSN27160:0;59.4198;10.4647;95;8.7;4;999
METSN52750:0;60.8462;5.2108;13;10.9;4;0
METSN180:0;61.2943;12.2718;360;34.6;4;999
METSN68230:0;63.3987;10.4228;84;0;4;999
METSN53160:0;60.9004;6.7243;614;1.2;4;0
METSN68270:0;63.2315;10.4369;173;0;4;0
METSN84880:0;68.3995;17.966;365;0;4;0
METSN91251:0;69.4722;20.5268;72;0.6;4;999
METSN26900:0;59.7538;10.1207;6;5;4;999
METSN17150:0;59.3742;10.798;40;6.1;4;0
METSN88450:0;69.2805;17.0715;4;0;4;0
METSN27214:0;59.41945;10.2739;110;1.2;4;999
METSN10300:0;62.4698;11.7752;650;0.9;4;0
METSN67560:0;62.9763;10.5608;127;0;4;0
METSN84900:0;68.4323;18.0767;512;0;4;0
METSN31400:0;59.8655;8.6978;1008;15.8;4;0
METSN38730:0;58.6007;8.4167;162;7.7;4;0
METSN27406:0;59.169;10.4238;2;3.5;4;0
METSN19825:0;59.5513;10.5813;9;11.9;4;0
METSN78360:0;66.1317;13.5867;126;0;4;0
METSN27301:0;59.3562;10.2501;30;17;4;999
METSN35090:0;58.8037;9.098;42;9.2;4;999
METSN46150:0;59.4791;6.276;25;4.1;4;0
METSN56960:0;61.4202;6.3758;311;2.7;4;0
METSN32780:0;59.1444;9.2668;113;4.3;4;0
METSN17050:0;59.3188;10.8145;12;7.8;4;999
METSN17251:0;59.4425;10.6835;32;13.2;4;0
METSN27780:0;59.0467;10.125;19;7.4;4;999
METSN27161:0;59.3845;10.3985;40;6.9;4;0
METSN58320:0;61.708;6.6092;315;0;4;0
METSN68290:0;63.2248;11.0075;160;0;4;999
METSN24710:0;60.383;9.605;142;10.1;4;0
METSN56010:0;61.22;6.0702;15;2.9;4;999
METSN85440:0;68.3266;14.6522;3;0;4;0
METSN52990:0;61.1095;6.134;4;2.7;4;0
METSN98550:0;70.3707;31.0962;10;8.4;4;0
METSN73466:0;64.4595;13.5978;420;2.7;4;0
FMI101690:fmi;64.05029;24.72468;76;NA;13;901
FMI101805:fmi;65.40014;26.96311;120;NA;13;901
FMI151048:fmi;60.11584;20.29765;10;NA;13;901
SMHI188790;68.3538;18.8164;392.3;0;22;0
SMHI97280;59.3579;17.5213;5.6;NA;22;901
SMHI167710;66.0513;17.8396;430.8;NA;22;901
SMHI159880;65.5941;19.2642;382.4;NA;22;901
SMHI92410;59.6743;12.6354;65.8;2.3;22;0
SMHI98040;59.068;18.115;4.3;NA;22;901
SMHI151280;64.4799;21.5754;35.4;NA;22;901
SMHI92130;59.2213;12.0754;169.6;1.1;22;0
SMHI161940;65.814;21.635;25.2;NA;22;901
SMHI127130;62.2198;17.739;18.1;NA;22;901
SMHI157870;65.558;17.8554;394;NA;22;901
SMHI123460;62.7548;13.8427;467.2;0.3;22;0
SMHI94390;59.6612;14.1803;133.1;NA;22;901
SMHI116490;61.8264;16.5385;70.7;NA;22;901
SMHI123060;62.0936;13.6086;566.6;2.8;22;0
SMHI115220;61.3607;15.7144;183.6;NA;22;901
SMHI97370;59.65;17.12;24.6;NA;22;901
SMHI96190;59.3821;16.4526;12.6;NA;22;901
SMHI52240;55.3837;12.8166;1.6;NA;22;901
SMHI107140;60.2358;17.9043;33.4;NA;22;901
SMHI96040;59.0558;16.3944;31.3;NA;22;901
SMHI148040;64.0744;18.3619;327.7;NA;22;901
SMHI78550;57.9165;18.9533;12.8;NA;22;901
SMHI134410;63.6761;14.6048;361.8;1.3;22;0
SMHI155790;65.3269;15.0645;578.3;1;22;0
SMHI76420;57.7068;16.4526;35.3;NA;22;901
SMHI89230;58.3939;19.194;15.9;NA;22;901
SMHI145130;64.2172;15.5529;310.2;7.6;22;0
SMHI103100;60.1533;13.799;187.2;6.8;22;0
SMHI144310;64.5044;14.2207;553;2.5;22;0
SMHI180760;67.1407;20.6413;359;NA;22;901
SMHI107420;60.7161;17.1607;16.1;NA;22;901
SMHI84520;58.8768;14.3875;210.7;NA;22;901
SMHI71420;57.7156;11.9924;3;NA;22;901
SMHI74180;57.292;14.137;169.6;NA;22;901
SMHI62260;56.4496;12.5453;9.2;NA;22;901
SMHI135460;63.7685;15.3279;375.4;2.8;22;0
SMHI114410;61.6599;14.9918;453.6;NA;22;901
SMHI64020;56.0135;14.8463;58.6;NA;22;901
SMHI163960;65.8237;24.1112;13.2;NA;22;901
SMHI87140;58.2506;17.0074;5;NA;22;901
SMHI62040;56.0304;12.7628;43.1;NA;22;901
SMHI138390;63.6503;18.5466;182.2;NA;22;901
SMHI68560;56.9209;18.1506;34.1;NA;22;901
SMHI140460;63.807;20.8645;6.5;NA;22;901
SMHI75520;57.8861;15.8623;89.8;NA;22;901
SMHI146050;64.0875;16.2356;241.6;9.7;22;0
SMHI125440;62.7504;15.0845;343.2;0.2;22;0
SMHI83190;58.3218;13.0379;70.1;NA;22;901
SMHI63160;56.28;13.9431;102.5;NA;22;901
SMHI53530;55.8624;13.6673;112.8;NA;22;901
SMHI170860;66.491;20.142;275.4;NA;22;901
SMHI136410;63.6839;16.95;218.8;NA;22;901
SMHI192840;68.4418;22.4435;329.7;6.8;22;0
SMHI84310;58.514;14.507;94.5;NA;22;901
SMHI65090;56.15;15.589;2.4;NA;22;901
SMHI188850;68.4202;18.168;514.2;0;22;0
SMHI106160;60.2683;16.9738;55.7;NA;22;901
SMHI85460;58.7162;15.0271;224.9;NA;22;901
SMHI94190;59.2996;14.8956;218.4;NA;22;901
SMHI95540;59.8703;15.2522;283.2;NA;22;901
SMHI124300;62.4952;14.1542;802.5;5.5;22;0
SMHI86420;58.6892;16.3069;153.6;NA;22;901
SMHI133500;63.8385;13.5009;716.6;2.6;22;0
SMHI65510;56.841;15.471;230;NA;22;901
SMHI82360;58.6065;12.1973;173.8;3.5;22;0
SMHI136090;63.1512;16.1699;183.1;NA;22;901
SMHI117430;61.7027;17.5216;8.6;NA;22;901
SMHI85390;58.645;15.434;71.9;NA;22;901
SMHI167990;66.8874;18.0198;314.7;16.2;22;0
SMHI171790;66.2789;21.1285;185;NA;22;901
SMHI87440;58.7429;17.8684;17.5;NA;22;901
SMHI180770;67.2551;20.2704;453.2;NA;22;901
SMHI85240;58.398;15.523;94;NA;22;901
SMHI63510;56.8525;13.8794;148.5;NA;22;901
SMHI162860;65.543;22.124;19.9;NA;22;901
SMHI128390;62.6417;18.0899;14.3;NA;22;901
SMHI148330;64.5481;18.713;210.1;NA;22;901
SMHI85050;58.0716;15.233;197.3;NA;22;901
SMHI103420;60.6765;13.7072;302.6;4.3;22;0
SMHI158740;65.1512;18.5935;363.1;NA;22;901
SMHI166910;66.6802;16.1053;614;4.5;22;0
SMHI104580;60.9601;14.5041;195.4;NA;22;901
SMHI75250;57.3845;15.8009;95.7;NA;22;901
SMHI81050;58.0937;11.3312;15;NA;22;901
SMHI191910;68.6762;21.5229;402.2;4.8;22;0
SMHI170930;66.7516;20.9238;327.6;NA;22;901
SMHI83420;58.6994;13.1084;53.3;NA;22;901
SMHI179960;67.8527;19.0212;466.8;13;22;0
SMHI81540;58.892;11.0038;33.4;3.8;22;0
SMHI86340;58.5828;16.147;40.3;NA;22;901
SMHI149560;64.9253;19.3744;309.6;NA;22;901
SMHI172940;66.8094;22.3315;227.6;NA;22;901
SMHI183750;67.2036;23.3899;163.8;NA;22;901
SMHI182910;67.7301;22.8219;312.2;NA;22;901
SMHI149340;64.5659;19.6943;258;NA;22;901
SMHI161710;65.034;21.5609;4.9;NA;22;901
SMHI189720;68.073;19.8351;493.7;6.4;22;0
SMHI177930;67.7255;17.4668;541.2;0;22;0
SMHI65160;56.267;15.265;58.2;NA;22;901
SMHI73480;57.7846;13.1642;297.5;NA;22;901
SMHI162790;65.3121;22.3709;1.9;NA;22;901
SMHI182810;67.3363;22.2288;240.7;NA;22;901
SMHI96560;59.9093;16.6843;56.6;NA;22;901
SMHI139120;63.1872;19.0199;9.3;NA;22;901
SMHI54290;55.489;14.3144;4;NA;22;901
SMHI105220;60.3817;15.1374;492.3;NA;22;901
SMHI132170;63.2826;12.1218;583.1;0;22;0
SMHI163900;65.6972;23.0959;2.4;NA;22;901
SMHI93520;59.8639;13.1166;108.9;7.1;22;0
SMHI98490;59.8317;18.6313;14.8;NA;22;901
SMHI124030;62.0462;14.4069;357.2;0.1;22;0
SMHI99280;59.4423;19.5022;11.8;NA;22;901
SMHI82260;58.428;12.711;55.1;NA;22;901
SMHI169790;66.309;19.21;580.4;NA;22;901
SMHI74300;57.4981;14.4645;355.9;NA;22;901
SMHI126290;62.4935;16.2742;99.1;NA;22;901
SMHI63590;56.9494;13.0601;132.5;NA;22;901
SMHI97100;59.1785;17.9093;44.9;NA;22;901
SMHI122260;62.4494;12.6676;723;0.8;22;0
SMHI72090;57.1134;12.7732;122.4;NA;22;901
SMHI97510;59.8471;17.632;23.5;NA;22;901
SMHI97530;59.9;17.593;20.6;NA;22;901
SMHI160970;65.875;20.15;182.6;NA;22;901
SMHI146350;64.5798;16.8386;348.2;NA;22;901
SMHI71380;57.6322;11.6048;18.2;NA;22;901
SMHI78400;57.6678;18.3516;41;NA;22;901
SMHI84050;58.0948;14.4058;93.6;NA;22;901
SMHI138070;63.1243;18.2518;141.4;NA;22;901
SMHI64510;56.8463;14.8296;198.9;NA;22;901
SMHI173900;66.6223;23.4635;133.7;NA;22;901
SMHI114140;61.2536;14.0355;251.6;5;22;0
SMHI161910;65.6691;21.062;43.4;NA;22;901
SMHI106570;60.9614;16.4279;161.7;NA;22;901
SMHI147090;64.165;17.3153;307.7;NA;22;901
SMHI77210;57.3671;17.0954;2.8;NA;22;901
SMHI66110;56.1977;16.4005;1.5;NA;22;901
SMHI108320;60.5256;18.3729;6.5;NA;22;901
SMHI172770;66.2618;22.8427;61;NA;22;901
METSN30244:0;59.0727;9.923;70;0;5;999
METSN79253:0;66.1657;14.5837;533;2.9;5;999
METSN55970:0;61.1645;6.2087;20;0.5;5;999
METSN17550:0;59.5177;10.7252;25;12.5;5;999
METSN64590:0;63.097;9.4367;295;0;5;999
METSN2480:0;59.8438;11.7178;171;5.3;5;999
METSN11340:0;60.4548;10.643;620;5.6;5;999
METSN97470:0;69.3772;24.2018;324;35.2;5;999
METSN90630:0;69.903;19.4737;8;0;5;999
METSN60670:0;62.3285;7.0663;318;0;5;999
METSN91010:0;69.656;19.5678;20;2.4;5;999
METSN18240:0;59.9378;10.8905;160;10.7;5;999
METSN34370:0;58.9397;9.3323;60;9.6;5;999
METSN58770:0;61.9032;6.026;71;1.7;5;999
METSN54645:0;61.1677;8.0413;934;2.9;5;999
METSN68238:0;63.3478;10.3695;140;0;5;999
METSN69280:0;63.4652;11.4957;90;0;5;999
METSN52940:0;60.941;5.4988;220;0.1;5;999
METSN40005:0;59.0283;7.548;235;16.8;5;999
METSN71230:0;63.7905;10.7303;225;1.1;5;999
METSN58990:0;61.9347;5.395;23;1.8;5;999
METSN4825:0;59.942;11.3015;145;0;5;999
METSN70980:0;64.1492;11.7635;100;0;5;999
METSN84380:0;68.371;17.2438;30;0.3;5;999
METSN87763:0;68.6269;16.5921;20;0;5;999
METSN18265:0;59.962;10.975;188;0.3;5;999
METSN51210:0;60.6123;5.8335;5;7.2;5;999
METSN23670:0;61.1375;8.8175;406;3.8;5;999
METSN60890:0;62.4654;6.4013;33;0;5;999
METSN82970:0;67.7463;15.9142;326;2.2;5;999
METSN82210:0;67.2878;14.5932;30;0;5;999
METSN21700:0;61.0102;10.1453;796;0;5;999
METSN65275:0;63.228;9.3853;350;0;5;999
METSN84910:0;68.516;17.8725;400;4.7;5;999
METSN20470:0;60.2822;10.5295;385;16.9;5;999
METSN67340:0;62.8613;10.0213;425;0;5;999
METSN60247:0;62.028;6.7288;391;1.2;5;999
METSN82020:0;67.223;15.4125;90;0;5;999
METSN51940:0;60.7855;6.4997;215;2.2;5;999
METSN57380:0;61.5158;6.657;346;5.6;5;999
METSN18280:0;59.9865;10.9287;225;7.9;5;999
METSN62950:0;62.9712;7.7793;43;0;5;999
METSN98265:0;70.5292;29.0918;225;174;5;999
METSN52360:0;60.7915;5.6238;325;17.6;5;999
METSN30247:0;59.1005;9.771;130;16.5;5;999
METSN78170:0;66.053;13.5822;155;0;5;999
METSN94235:0;70.5458;23.7303;25;3.1;5;999
METSN60980:0;62.5082;6.0762;17;0;5;999
METSN71385:0;63.6965;10.2425;232;0;5;999
METSN4590:0;60.2755;10.7475;415;8.4;5;999
METSN33555:0;59.6203;7.8332;490;23.4;5;999
METSN63595:0;62.5818;9.2136;212;0;5;999
METSN53280:0;60.861;7.1048;15;0;5;999
METSN15050:0;61.8412;8.5845;379;0.4;5;999
METSN61580:0;62.2943;8.1255;450;0;5;999
METSN80050:0;66.2862;13.2882;320;9.2;5;999
METSN88010:0;68.6753;17.9052;344;0;5;999
METSN16845:0;62.147;8.6903;620;1.1;5;999
METSN17650:0;59.6002;10.7395;75;14.7;5;999
METSN26862:0;59.744;10.2118;15;35.7;5;1
METSN24350:0;60.0518;10.049;135;3.5;5;999
METSN57830:0;61.8325;5.4587;374;6.4;5;999
METSN50507:0;60.331;5.2992;90;16.3;5;999
METSN51597:0;60.6147;6.5332;237;4.6;5;999
METSN54815:0;61.2747;8.1385;1080;2;5;999
METSN98630:0;70.2453;30.5303;25;1.4;5;999
METSN92895:0;70.0398;22.2573;40;0.9;5;999
METSN69625:0;63.622;11.0718;30;0;5;999
METSN87315:0;68.6178;15.7593;30;0;5;999
METSN54731:0;61.1783;8.1527;1010;3.6;5;999
METSN44985:0;58.8933;6.6665;660;23.1;5;999
METSN67210:0;63.1385;10.255;40;0;5;999
METSN90305:0;69.4338;19.2608;69;1.2;5;999
METSN48069:0;59.7372;5.3795;20;2.6;5;999
METSN89233:0;69.0917;18.2972;170;0;5;999
METSN61070:0;62.5325;6.949;305;0;5;999
METSN52452:0;60.5225;5.267;17;7.7;5;999
METSN17895:0;59.794;10.76;110;15.6;5;999
METSN69520:0;63.3407;12.0385;465;0;5;999
METSN69661:0;62.0385;6.4187;80;1.3;5;999
METSN64242:0;63.0857;7.7978;40;0.1;5;999
METSN52390:0;60.626;5.4722;100;12;5;999
METSN26450:0;60.3667;9.186;890;18.6;5;999
METSN19830:0;59.548;10.4922;165;4.5;5;999
METSN82130:0;67.3312;15.162;5;0;5;999
METSN62200:0;62.8275;7.6048;210;0;5;999
METSN2560:0;59.8388;11.3625;204;12.1;5;999
METSN54330:0;61.0795;7.8478;410;0.3;5;999
METSN76245:0;65.2702;12.1457;18;0.2;5;999
METSN6170:0;60.624;11.9425;189;1.4;5;999
METSN63000:0;62.7997;8.166;37;0;5;999
METSN91420:0;69.2852;20.4657;148;45.7;5;999
METSN86810:0;68.781;14.4898;8;0.7;5;999
METSN61790:0;62.571;7.783;27;0;5;999
METSN16265:0;61.8783;9.4153;380;3.2;5;999
METSN85645:0;67.9627;13.1543;54;0.9;5;0
METSN63940:0;62.2767;9.5877;940;17.1;5;999
METSN99420:0;69.6873;30.005;60;11.1;5;999
METSN91715:0;70.0033;20.8985;25;0;5;999
METSN30410:0;59.213;9.5572;79;14.6;5;0
METSN19430:0;59.8923;10.5403;3;12.2;5;999
METSN16620:0;62.1807;9.4752;930;10.8;5;999
METSN77403:0;65.2168;13.3683;355;2.1;5;999
METSN59860:0;62.27;5.9918;20;0;5;999
METSN90360:0;69.5463;19.0087;80;0;5;999
METSN83960:0;68.2565;16.3953;252;0;5;999
METSN67153:0;63.3237;10.2438;13;0;5;999
METSN81760:0;66.7525;15.8227;601;12.1;5;999
METSN48061:0;59.7973;5.1872;13;2.6;5;999
METSN78910:0;64.6933;12.3295;67;0;5;999
METSN57150:0;61.4413;5.8222;247;0;5;999
METSN9250:0;62.1838;9.7182;808;3.6;5;999
METSN18410:0;59.941;10.798;140;11.4;5;999
METSN61408:0;62.4888;7.7612;55;0;5;999
METSN4827:0;59.9542;11.203;128;3.3;5;999
METSN54740:0;61.1883;7.6218;35;0;5;999
METSN50506:0;60.353;5.3383;15;21.2;5;999
METSN47730:0;59.8735;6.3815;4;2;5;999
METSN25040:0;60.786;8.7443;570;1.1;5;999
METSN91490:0;69.1185;20.7455;545;46.4;5;999
METSN53230:0;60.8935;7.0557;490;2.2;5;999
METSN87970:0;68.6207;17.6513;280;0;5;999
METSN79791:0;66.5548;15.3235;676;34;5;999
METSN4960:0;60.2688;11.4792;130;2.9;5;999
METSN48070:0;59.7465;5.4025;20;1.6;5;999
METSN58060:0;61.7392;6.3913;82;1.4;5;999
METSN91675:0;69.7537;20.506;55;13.4;5;999
METSN60880:0;62.4837;6.4723;70;0;5;999
METSN60850:0;62.4317;6.4325;1;0;5;999
METSN56895:0;61.3457;6.3215;451;2.8;5;999
METSN24240:0;60.2588;9.8453;212;1.5;5;999
METSN52555:0;60.7928;5.0218;25;0;5;999
METSN22690:0;60.632;9.8953;170;5.6;5;999
METSN22990:0;60.9532;9.3343;425;1.6;5;999
METSN58165:0;61.6093;6.5288;224;0.2;5;999
METSN54770:0;61.2722;7.766;50;0;5;999
METSN50360:0;60.3982;5.6502;250;9.9;5;999
METSN13125:0;61.2865;10.2868;200;6;5;999
METSN88628:0;69.4988;17.511;20;0;5;999
METSN94195:0;70.2784;24.1009;238;30.7;5;999
METSN53010:0;60.9692;6.5055;910;3.6;5;999
METSN99540:0;69.147;29.244;56;0;5;0
METSN91480:0;69.1467;20.7468;510;109.7;5;999
METSN94430:0;70.9352;24.6713;127;7.3;5;999
METSN80730:0;66.8815;13.6675;10;0;5;999
METSN73210:0;64.491;13.1005;467;0.4;5;999
METSN13110:0;61.1697;10.4107;205;3.3;5;999
METSN12666:0;61.108;10.442;130;3.5;5;999
METSN91728:0;70.0662;20.5647;30;0;5;999
METSN13390:0;61.5298;10.0747;185;1.2;5;999
METSN23300:0;60.8175;9.1185;830;1.5;5;999
METSN26894:0;59.7413;10.1672;30;34.1;5;999
METSN67005:0;63.3297;9.9983;71;0;5;999
METSN59586:0;62.3468;5.9143;132;0.6;5;999
METSN97120:0;69.7563;26.1457;120;18.9;5;999
METSN87117:0;69.271;16.0402;45;0.1;5;999
METSN11690:0;60.6125;10.6308;410;4.7;5;999
