sourceId;lon;lat;elev;value;prid;dqc;sct;rep
SN66620:0;9.8354;62.864;223;NA;2;1;NA;NA
SN66850:0;10.271;62.5962;549;NA;2;1;NA;NA
SN67150:0;10.2733;63.3281;13;NA;2;1;NA;NA
SN67780:0;11.2058;62.8523;397;NA;2;1;NA;NA
SN68270:0;10.4369;63.2315;173;NA;2;1;NA;NA
SN68420:0;11.5669;63.0556;302;NA;2;1;NA;NA
SN68840:0;11.8626;62.89515;730;NA;2;1;NA;NA
SN69420:0;11.9045;63.2855;521;NA;2;1;NA;NA
SN69960:0;11.5436;63.7199;182;NA;2;1;NA;NA
SN70510:0;12.3815;63.7853;377;NA;2;1;NA;NA
SN70820:0;11.729;64.1163;50;NA;2;1;NA;NA
SN70930:0;12.4393;64.249;107;NA;2;1;NA;NA
SN71200:0;10.998;63.8128;39;NA;2;1;NA;NA
SN71280:0;10.6075;63.6856;138;NA;2;1;NA;NA
SN71810:0;10.523;64.1003;280;NA;2;1;NA;NA
SN71900:0;10.3257;64.2448;12;NA;2;1;NA;NA
SN72650:0;11.8397;64.4815;26;NA;2;1;NA;NA
SN730:0;12.1722;62.0758;794;NA;2;1;NA;NA
SN73250:0;13.765;64.2432;370;NA;2;1;NA;NA
SN73800:0;13.6506;64.6837;376;NA;2;1;NA;NA
SN74320:0;12.81555;64.7289;143;NA;2;1;NA;NA
SN75020:0;11.28055;64.5228;36;NA;2;1;NA;NA
SN75100:0;11.9547;64.8382;44;NA;2;1;NA;NA
SN76100:0;12.3745;65.1245;24;NA;2;1;NA;NA
SN76250:0;12.1643;65.2965;19;NA;2;1;NA;NA
SN76470:0;12.3754;65.6413;8;NA;2;1;NA;NA
SN7660:0;11.2042;61.696;260;NA;2;1;NA;NA
SN770:0;11.4525;62.204;713;NA;2;1;NA;NA
SN77270:0;13.2662;65.6689;70;NA;2;1;NA;NA
SN77490:0;13.4483;65.3143;940;2.9;2;7;4.69;2
SN77850:0;14.2457;65.3675;498;NA;2;1;NA;NA
SN78250:0;12.9097;66.0668;53;NA;2;1;NA;NA
SN78350:0;13.3917;66.2178;39;NA;2;1;NA;NA
SN78370:0;13.8067;66.1415;20;NA;2;1;NA;NA
SN7920:0;11.0355;62.1083;525;NA;2;1;NA;NA
SN79480:0;14.1541;66.307;41;NA;2;1;NA;NA
SN79762:0;14.9455;66.5077;200;NA;2;1;NA;NA
SN80200:0;13.1848;66.3892;115;9.5;2;7;0.09;0.5
SN80340:0;12.0917;66.4997;15;NA;2;1;NA;NA
SN80700:0;13.9793;66.8102;39;9.9;2;7;5.55;2
SN80705:0;13.948;66.8275;520;6.3;2;7;0;0.5
SN80707:0;13.9067;66.8303;930;3.3;2;7;3.14;0.82123
SN80880:0;14.1663;67.093;600;5.3;2;7;0.17;0.6648
SN810:0;11.732;62.2776;687;NA;2;1;NA;NA
SN82530:0;14.8402;67.5385;15;NA;2;1;NA;NA
SN82840:0;15.4953;67.5258;27;NA;2;1;NA;NA
SN83300:0;15.1123;67.923;31;NA;2;1;NA;NA
SN83520:0;15.8673;67.8977;70;NA;2;1;NA;NA
SN84190:0;17.5145;68.2075;29;NA;2;1;NA;NA
SN8450:0;10.5008;61.791;535;NA;2;1;NA;NA
SN84630:0;17.4802;68.421;1000;2.7;2;7;0.1;0.88827
SN85080:0;15.8768;68.5172;6;8.8;2;7;2.56;2
SN86950:0;15.2107;68.9147;18;NA;2;1;NA;NA
SN87000:0;15.3112;68.7183;500;5.6;2;7;5.67;2
SN8720:0;10.1398;61.8902;749;NA;2;1;NA;NA
SN87772:0;16.3608;68.5863;1095;2.9;2;7;3.78;2
SN88100:0;18.2442;68.6457;230;NA;2;1;NA;NA
SN88200:0;17.9008;69.2342;9;NA;2;1;NA;NA
SN88460:0;16.9693;69.3012;3;NA;2;1;NA;NA
SN88660:0;17.9175;69.5212;6;NA;2;1;NA;NA
SN89980:0;19.6278;69.0935;230;11;2;7;1.27;1.78771
SN89985:0;19.5442;69.1025;1020;4.8;2;7;1.25;0.89385
SN90100:0;18.6773;69.414;124;11.5;2;7;2.49;1.9162
SN90110:0;18.6208;69.4229;740;7.2;2;7;0.59;1.15642
SN90650:0;19.573;70.0083;7;NA;2;1;NA;NA
SN90720:0;18.6938;69.9903;26;10.4;2;7;0.07;0.83799
SN90721:0;18.7053;69.9997;174;9.1;2;7;0.86;2
SN90760:0;20.11451;70.10426;57;9.5;2;7;3.32;2
SN91080:0;19.713;69.5;25;NA;2;1;NA;NA
SN91120:0;20.1518;69.5598;670;9.1;2;7;0;0.5
SN91150:0;20.0895;69.5885;60;NA;2;1;NA;NA
SN91180:0;20.1387;69.8915;45;10.4;2;7;0.95;2
SN91430:0;20.5795;69.2235;502;10.3;2;7;4.47;2
SN91725:0;20.9625;70.0332;48;NA;2;1;NA;NA
SN91729:0;20.431;70.075;850;10.6;2;5;8.24;NA
SN92650:0;22.0705;70.2368;27;14.2;2;7;0.02;0.50838
SN92860:0;22.3413;70.1728;560;11.1;2;7;1.16;2
SN92910:0;22.3243;70.0518;8;NA;2;1;NA;NA
SN9380:0;9.352;62.2958;1475;1.8;2;7;0;0.5
SN94170:0;24.4662;70.4415;90;NA;2;1;NA;NA
SN94870:0;25.0767;70.4718;50;NA;2;1;NA;NA
SN95590:0;25.5642;70.3128;23;NA;2;1;NA;NA
SN95900:0;26.5845;70.6605;6;NA;2;1;NA;NA
SN96220:0;26.9938;70.5815;18;NA;2;1;NA;NA
SN96600:0;28.0995;70.8;15;NA;2;1;NA;NA
SN96931:0;28.0012;70.0733;18;NA;2;1;NA;NA
SN96970:0;27.4018;70.0185;51;NA;2;1;NA;NA
SN9870:0;10.428;62.4342;700;NA;2;1;NA;NA
SN99340:0;29.1483;69.682;85;NA;2;1;NA;NA
100683:fmi;25.54916;60.30373;2;15.6;3;0;0.92;1
100907:fmi;19.90362;60.12467;2;14.9;3;0;0;0.25
100908:fmi;21.37479;59.77909;6;13.9;3;0;1.43;0.70112
100909:fmi;19.95374;59.95911;8;13.5;3;0;0.15;0.28911
100917:fmi;19.98686;60.17824;11;15.4;3;0;1.15;0.93575
100921:fmi;20.34748;59.50454;4;13.2;3;0;1.38;0.68994
100924:fmi;21.69828;60.11163;3;14.5;3;0;0.25;0.42318
100928:fmi;20.74698;60.25823;23;15.2;3;0;0.07;0.25
100932:fmi;22.94868;59.77363;7;14.2;3;0;0.12;0.35056
100934:fmi;22.55183;60.3869;6;16;3;0;0.17;0.30168
100945:fmi;22.19343;59.86949;10;14.3;3;0;1.43;0.69832
100946:fmi;22.91248;59.80861;10;13.9;3;0;0.27;0.25
100947:fmi;22.0964;60.37788;3;15.3;3;0;1.61;0.36592
100949:fmi;22.1787;60.45439;8;16.5;3;0;2.45;1
100951:fmi;22.75768;60.17123;12;15.7;3;0;0.09;0.25
100953:fmi;23.24845;59.844;3;14.8;3;0;2.05;1
100955:fmi;23.11292;60.37392;2;16.2;3;0;0.05;0.30447
100965:fmi;23.57309;59.82076;17;12.4;3;0;3.03;1
100967:fmi;23.64976;60.46415;117;15.5;3;0;3.33;1
100968:fmi;24.95675;60.3267;51;16.7;3;0;0.31;0.60056
100969:fmi;24.01408;59.93114;12;13.7;3;0;0.04;0.28492
100971:fmi;24.94459;60.17523;3;15.7;3;0;0.75;0.38827
100974:fmi;24.04951;60.24446;36;15.9;3;0;0.15;0.25
100976:fmi;24.39862;60.41875;42;16.1;3;0;0.51;0.46648
100996:fmi;24.97539;60.10512;6;11.1;3;0;10.8;1
100997:fmi;24.35023;59.91982;2;12.8;3;0;0.31;0.57542
101004:fmi;24.96131;60.20307;24;16.2;3;0;0.66;0.67039
101009:fmi;25.04549;60.25299;15;16.7;3;0;0.31;0.6648
101022:fmi;25.59855;59.98518;0;12.7;3;0;0.01;0.25
101023:fmi;25.62546;60.20382;19;12.9;3;0;2.18;0.98045
101028:fmi;25.6073;60.39172;22;16.1;3;0;0.33;0.92737
101030:fmi;26.95893;60.37538;11;12.1;3;0;0.02;0.25
101039:fmi;26.44759;60.27476;1;12.2;3;0;0.69;0.61732
101042:fmi;27.18532;60.28673;4;12.1;3;0;0.02;0.25
101059:fmi;21.02681;60.7222;5;14.1;3;0;1.28;0.97486
101061:fmi;21.30273;61.14475;4;13.5;3;0;0.57;0.43017
101064:fmi;21.7832;61.47893;9;14.6;3;0;1.89;0.95531
101068:fmi;22.22752;61.26002;38;NA;3;1;NA;NA
101103:fmi;22.34613;61.25294;38;14.8;3;0;0.05;0.35475
101104:fmi;23.49761;60.81401;104;14.9;3;0;0.63;0.38268
101118:fmi;23.61811;61.41838;112;14.4;3;0;0.01;0.25
101124:fmi;23.74678;61.46561;84;14.7;3;0;1.06;0.29609
101128:fmi;23.80559;60.64668;142;14;3;0;5.03;1
101130:fmi;24.803;60.59589;86;15.5;3;0;0.11;0.28631
101149:fmi;24.65373;60.50878;111;15;3;0;0.12;0.25
101150:fmi;24.49163;60.9992;87;15.2;3;0;0.05;0.30028
101151:fmi;24.32449;61.11454;87;15.4;3;0;0.61;0.68715
101152:fmi;25.6309;60.96211;78;14.1;3;0;1.55;0.80168
101154:fmi;25.03844;61.05408;125;14.5;3;0;1.09;0.25
101185:fmi;25.52021;61.26521;79;14.9;3;0;1.46;0.25
101189:fmi;25.13283;61.2166;134;13.5;3;0;4.27;1
101191:fmi;26.94882;60.89839;102;15.6;3;0;0.03;0.25
101194:fmi;26.81116;60.69648;33;15.9;3;0;0;0.25
101196:fmi;26.0495;61.20005;92;15.7;3;0;1.55;0.80447
101219:fmi;26.92915;60.89077;99;15.7;3;0;0.15;0.4148
101231:fmi;27.67274;60.5272;5;14.9;3;0;3.46;1
101237:fmi;28.15092;61.04416;105;15.6;3;0;1.35;0.64525
101246:fmi;28.56395;61.03879;46;15.4;3;0;1.55;0.81285
101247:fmi;28.20873;61.05754;103;16;3;0;2.13;1
101252:fmi;28.47308;61.1982;77;15.9;3;0;1.55;0.7933
101254:fmi;29.46108;61.44467;74;15.6;3;0;0.03;0.25
101256:fmi;21.19081;62.33382;5;13.7;3;0;1.55;0.85196
101267:fmi;21.37592;61.6304;3;13;3;0;2.59;1
101268:fmi;21.16983;62.20324;0;12.2;3;0;1.55;0.75419
101272:fmi;22.79972;62.18325;161;13.5;3;0;0.6;0.45391
101289:fmi;22.18372;62.41345;93;13.8;3;0;0.26;0.4595
101291:fmi;22.46368;61.83864;123;14.4;3;0;2.48;1
101310:fmi;23.54228;62.32783;138;13.7;3;0;0.15;0.25
101311:fmi;23.75388;61.51757;96;14.4;3;0;3.1;0.87989
101315:fmi;24.80458;61.85539;143;14.7;3;0;0.69;0.46229
101317:fmi;24.28696;61.84591;153;14.3;3;0;0.49;0.38408
101338:fmi;24.81483;61.85959;144;15;3;0;1.72;1
101339:fmi;25.67087;62.39758;139;14.8;3;0;0.83;0.39246
101362:fmi;25.50529;61.70448;80;15.4;3;0;0.05;0.29469
101367:fmi;26.09478;61.87942;146;14.3;3;0;-1;NA
101398:fmi;27.20219;61.6886;99;15.2;3;0;0.31;0.33659
101418:fmi;27.88528;61.8923;110;15.1;3;0;0.4;0.42598
101421:fmi;27.90785;62.32221;83;15.5;3;0;0.95;0.25
101430:fmi;28.93131;61.9464;93;15.2;3;0;0.51;0.47207
101436:fmi;28.56618;62.06302;79;15.1;3;0;1.07;0.88547
101441:fmi;29.31512;61.80183;78;15.5;3;0;0.22;0.25
101459:fmi;30.34662;62.23539;90;14.4;3;0;0.07;0.25
101464:fmi;21.06856;63.43508;4;13.1;3;0;0.06;0.25
101479:fmi;21.18525;62.93433;1;13.1;3;0;2.35;0.45251
101481:fmi;20.74006;62.97839;2;12.5;3;0;3.61;1
101485:fmi;21.63952;63.09875;7;14.6;3;0;0.27;0.42877
101486:fmi;22.48878;62.93808;26;14.3;3;0;0.22;0.25
101503:fmi;23.04366;63.12045;42;13.9;3;0;1.02;0.88827
101520:fmi;24.21735;62.53496;159;13.7;3;0;0.15;0.25
101528:fmi;24.44422;63.44564;153;12.6;3;0;0.79;0.47765
101533:fmi;24.26084;63.08898;171;12.8;3;0;0.79;0.47626
101536:fmi;24.80764;62.51044;227;13;3;0;3.61;1
101537:fmi;25.85862;63.08225;130;14.3;3;0;-1;NA
101555:fmi;26.4247;62.92178;120;13.7;3;0;0.69;0.61173
101570:fmi;27.79935;63.00825;96;14.6;3;0;0.21;0.26536
101572:fmi;27.31317;63.14343;90;14.1;3;0;0.62;0.31145
101580:fmi;27.90495;62.79892;86;14.5;3;0;0.21;0.26676
101586:fmi;27.63331;62.89256;87;14.5;3;0;2.17;1
101603:fmi;28.66166;63.37806;166;12.5;3;0;3.44;1
101608:fmi;29.61158;62.65986;118;14.7;3;0;1.37;0.58939
101609:fmi;29.23397;63.23236;115;13.2;3;0;0.82;0.31704
101628:fmi;29.66818;62.54601;78;15;3;0;2.11;0.91061
101632:fmi;29.7238;62.60155;81;14.3;3;0;3.75;1
101636:fmi;30.04578;63.32108;98;14.1;3;0;-1;NA
101649:fmi;31.04438;63.14167;233;12.2;3;0;-1;NA
101651:fmi;30.97533;62.76966;155;14.5;3;0;-1;NA
101660:fmi;22.52282;63.75144;2;11.6;3;0;1.06;0.34777
101661:fmi;22.84537;63.95114;5;12.2;3;0;0.03;0.25
101662:fmi;23.13922;63.72068;25;14.1;3;0;2.19;1
101673:fmi;23.44627;64.33073;3;9.6;3;0;1.54;1
101689:fmi;24.16325;63.82136;83;13.2;3;0;1.55;0.79888
101690:fmi;24.72468;64.05029;76;13.8;3;0;1.55;0.80726
101695:fmi;25.42335;64.14263;112;13.4;3;0;0.01;0.25
101705:fmi;25.70573;63.73589;152;13.1;3;0;0.01;0.25
101725:fmi;27.67114;64.2829;132;12.9;3;0;1.55;0.76816
101726:fmi;27.22061;63.8409;206;12.4;3;0;0.32;0.32542
101743:fmi;28.82927;63.6673;115;13.4;3;0;2.73;1
101756:fmi;28.33639;64.11197;161;12.8;3;0;0.36;0.25
101773:fmi;30.17061;64.2976;196;12.3;3;0;-1;NA
101775:fmi;23.89674;64.61178;0;9.7;3;0;2.8;1
101776:fmi;24.72758;65.01967;7;12.5;3;0;0.11;0.47067
101783:fmi;24.0961;65.38536;25;9.8;3;0;1.34;0.99441
101784:fmi;24.56118;65.03975;7;12;3;0;0.01;0.25
101785:fmi;24.40695;64.66589;2;12;3;0;0.62;0.42039
101787:fmi;25.08919;64.68421;48;13;3;0;0.26;0.63966
101794:fmi;25.39328;65.00639;3;13.2;3;0;2.72;0.93017
101799:fmi;25.37299;64.937;10;13.7;3;0;2.87;1
101800:fmi;26.42386;64.50144;114;12.6;3;0;0.07;0.25
101805:fmi;26.96311;65.40014;120;12.6;3;0;1.55;0.8324
101826:fmi;28.74672;64.93125;222;11.8;3;0;-1;NA
101831:fmi;28.05673;64.66404;341;10.8;3;0;1.55;0.83799
101840:fmi;24.57942;65.77961;10;12.9;3;0;0.06;0.25
101846:fmi;24.5152;65.67319;2;11.7;3;0;0.19;0.29888
101851:fmi;24.17369;65.84733;8;13.7;3;0;3.45;1
101873:fmi;26.36754;65.97684;161;11.6;3;0;1.55;0.77374
101885:fmi;28.21766;65.57489;197;11.4;3;0;-1;NA
101886:fmi;29.22716;65.99334;264;10.7;3;0;-1;NA
101887:fmi;29.31193;66.36999;165;11.9;3;0;0.57;0.26257
101897:fmi;29.15172;66.16616;500;9.5;3;0;3.44;1
101899:fmi;29.39967;66.32027;298;10.8;3;0;0.85;0.60335
101908:fmi;24.6496;66.52952;93;12.9;3;0;0.15;0.32682
101914:fmi;23.96303;66.77278;85;12.7;3;0;2.34;0.97207
101920:fmi;25.83814;66.56236;189;11.3;3;0;2.72;1
101928:fmi;25.7088;66.49832;85;12.7;3;0;2.14;0.5
101932:fmi;26.62901;67.36663;179;11.3;3;0;0.81;0.67318
101933:fmi;26.01098;66.57941;106;11.7;3;0;0.87;0.44274
101950:fmi;27.15912;66.71556;208;11.6;3;0;2.74;1
101952:fmi;28.17691;67.28611;180;11.9;3;0;0.01;0.25
101958:fmi;27.2184;67.02204;491;9.2;3;0;1.71;0.58101
101959:fmi;28.67427;66.83403;214;11.6;3;0;0.01;0.25
101966:fmi;29.17766;67.16226;213;11.4;3;0;1.24;0.92179
101982:fmi;24.03335;68.06284;760;6.4;3;0;0.33;0.40363
101983:fmi;24.11559;67.97328;555;7.5;3;0;4.59;1
101985:fmi;24.24001;67.99997;340;9.6;3;0;0.48;0.59497
101986:fmi;24.85455;67.69298;193;10.9;3;0;0.01;0.27654
101987:fmi;24.24301;67.98721;347;9.6;3;0;0.03;0.3338
101990:fmi;24.90162;67.6521;181;10.9;3;0;0.24;0.69274
101994:fmi;25.78316;68.16961;276;11.4;3;0;2.31;1
102000:fmi;27.74635;67.82151;240;11.6;3;0;0.64;0.25
102001:fmi;27.18501;68.08422;248;12.5;3;0;2.14;1
102005:fmi;27.41326;68.41506;302;12.6;3;0;0;0.25698
102006:fmi;27.4441;68.43394;437;11.7;3;0;0.26;0.90223
102009:fmi;28.30123;68.478;253;14.1;3;0;3.92;1
102012:fmi;29.61132;67.74858;360;11.8;3;0;2.42;1
102016:fmi;20.79115;69.04948;480;7.1;3;0;0.33;0.89665
102017:fmi;20.85133;69.04274;1002;3.8;3;0;0;0.25
102019:fmi;23.57595;68.60301;374;10.5;3;0;1.55;0.78771
102026:fmi;25.73646;68.90296;285;13.1;3;0;-1;NA
102033:fmi;27.41897;68.61335;140;13.8;3;0;0.01;0.25
102035:fmi;27.00678;69.75637;107;15;3;0;0.49;0.64804
102036:fmi;27.8965;70.08203;22;13.8;3;0;0;0.25
102042:fmi;27.4925;69.07219;123;15.7;3;0;3.06;1
102047:fmi;27.26567;69.14089;156;14.4;3;0;0.36;0.37709
102052:fmi;28.2991;68.84919;121;14.4;3;0;0.04;0.25
102055:fmi;28.89409;69.5825;106;12.5;3;0;0.13;0.27235
103794:fmi;25.19309;60.62785;83;15.3;3;0;0;0.25
106435:fmi;23.68449;67.95829;236;10.1;3;0;0.01;0.25
126736:fmi;27.75194;64.21678;160;12.9;3;0;0.32;0.32402
126737:fmi;27.012;69.757;76;15;3;0;1.02;1
129963:fmi;27.75679;69.04851;120;12.2;3;0;3.33;1
150168:fmi;28.18491;61.52242;98;16.1;3;0;4.14;1
151028:fmi;25.1959;60.20867;2;14.4;3;0;0.29;0.4162
151029:fmi;19.9291;60.09136;2;14.6;3;0;2.04;1
151048:fmi;20.29765;60.11584;10;15.8;3;0;1.37;1
151049:fmi;23.76478;61.50124;91;15.6;3;0;3.86;1
778135:fmi;24.20955;67.99746;270;10.2;3;0;2.48;1
806428:fmi;29.1364;66.1715;305;11.2;3;0;4.16;1
852678:fmi;24.56788;60.29128;90;15.4;3;0;1.47;0.48045
874863:fmi;24.78732;60.17802;6;16.5;3;0;1.58;0.97765
97280;17.5244;59.3582;6;15.9;4;0;0.05;0.25
167710;17.8434;66.0526;431;8.2;4;0;-1;NA
159880;19.2682;65.5953;382;9.2;4;0;0.97;0.53911
92410;12.6381;59.6747;66;15.6;4;0;5.03;1
84340;14.5722;58.5719;91;14;4;0;0.08;0.27933
62180;12.8441;56.2979;18;16.2;4;0;1.55;0.73184
98040;18.1184;59.0688;4;15.9;4;0;1.55;0.86313
151280;21.5791;64.4812;40;10.7;4;0;2.5;1
92130;12.078;59.2217;170;13.9;4;0;0.56;0.2933
132110;12.1761;63.1864;1090;3.9;4;0;5.62;1
105260;15.5079;60.4294;152;15.4;4;0;1;0.55307
127130;17.7426;62.2207;17;14.2;4;0;2.51;1
157870;17.86;65.5592;393;8.6;4;0;0.14;0.25
123460;13.8456;62.7557;467;10;4;0;2.63;1
94390;14.1831;59.6616;133;14.5;4;0;0.32;0.30587
116490;16.5418;61.8271;70;13.9;4;0;1.55;0.81564
123060;13.6115;62.0943;566;11;4;0;0.68;0.53073
115220;15.7175;61.3613;184;15.3;4;0;1.55;0.7905
107440;17.5612;60.7304;5;15.9;4;0;3.55;1
97370;17.1121;59.6557;26;15.8;4;0;0.24;0.31983
96190;16.4549;59.3832;15;15.7;4;0;1.17;0.63128
52240;12.819;55.3838;5;17.3;4;0;-1;NA
107140;17.9078;60.2363;33;16.5;4;0;0.47;0.26816
96040;16.3975;59.0561;19;15.7;4;0;1.62;1
148040;18.3656;64.0753;327;10.4;4;0;1.55;0.75978
134110;14.4863;63.1974;376;10.4;4;0;1.39;0.94972
78550;18.9568;57.9167;13;17;4;0;0.15;0.25
134410;14.6079;63.677;362;10.1;4;0;0.26;0.37151
155790;15.0686;65.328;577;7;4;0;1.55;0.81006
76420;16.4585;57.7071;35;16;4;0;1.55;0.84358
89230;19.1975;58.3943;16;16.3;4;0;1.55;0.74302
145130;15.5561;64.2182;310;9.8;4;0;1.22;0.40782
147560;17.7034;65.0106;251;9.6;4;0;0;0.25
103100;13.8019;60.1538;187;14.8;4;0;2.31;1
144310;14.2238;64.5057;550;6.9;4;0;-1;NA
180760;20.6455;67.1421;359;8.8;4;0;0.02;0.25
107420;17.1641;60.7166;16;16.9;4;0;3.42;1
84520;14.3903;58.8772;211;12.8;4;0;1.88;1
71420;11.9925;57.71567;5;14.8;4;0;2.16;0.96927
74180;14.1399;57.2926;169;13.6;4;0;1.55;0.86592
135460;15.331;63.7695;375;9.9;4;0;0.07;0.31564
114410;14.9948;61.6606;454;13;4;0;0.33;0.32961
64020;14.8488;56.0131;55;16.1;4;0;-1;NA
163960;24.1162;65.8249;16;11.4;4;0;3.38;1
87140;17.0106;58.2505;14;15.9;4;0;-1;NA
62040;12.7653;56.0304;43;16.8;4;0;1.55;0.8743
155970;15.0854;65.8077;458;7.3;4;0;6.27;1
155960;15.0645;65.7832;793;4.4;4;0;5.58;1
138390;18.5502;63.6513;182;12;4;0;0.11;0.25
68560;18.1541;56.9213;39;16.8;4;0;-1;NA
140460;20.8692;63.8082;6;12.5;4;0;0.91;0.5838
75520;15.8652;57.8863;90;14.8;4;0;1.55;0.76257
146050;16.2388;64.0885;241;10.8;4;0;2.61;1
125440;15.0876;62.7512;343;10.9;4;0;1.85;1
83190;13.0406;58.3221;70;13.6;4;0;1.55;0.8352
63160;13.9432;56.2799;103;14.7;4;0;1.71;1
53530;13.6689;55.8633;114;15.9;4;0;0.14;0.25
112540;12.8542;61.8892;869;8.5;4;0;1.55;0.78212
170860;20.131;66.499;275;9;4;0;0.05;0.25
136410;16.9531;63.6849;214;11.3;4;0;0;0.25
139260;19.6768;63.4359;6;13.6;4;0;0;0.25
74460;14.0733;57.7514;226;13.1;4;0;1.55;0.7486
66420;16.2922;56.6784;6;17.1;4;0;2.44;1
192840;22.4488;68.4432;330;12.8;4;0;0.01;0.25
84310;14.5102;58.514;95;14;4;0;0;0.25
65090;15.5921;56.1498;2;17.1;4;0;0.03;0.25
93220;13.3374;59.4446;107;14.6;4;0;0.32;0.50559
188850;18.1719;68.4217;516;6.5;4;0;0.49;0.25
106160;16.977;60.2688;56;16.1;4;0;0.42;0.25
85460;15.03;58.7165;225;13.1;4;0;0.09;0.25
94190;14.8986;59.3;219;13;4;0;2.49;1
180940;20.3387;67.827;459;9.2;4;0;1.55;0.87151
95540;15.2553;59.8709;289;13.9;4;0;1.18;0.70391
124300;14.1571;62.4961;802;9.3;4;0;0.06;0.25
86420;16.3103;58.6894;153;14.5;4;0;0;0.25
133500;13.5037;63.8395;717;6.4;4;0;-1;NA
65510;15.47;56.8403;230;14.1;4;0;2.13;0.99721
82360;12.1999;58.6068;174;12.8;4;0;-1;NA
136090;16.1733;63.1521;183;11.5;4;0;0;0.25
117430;17.525;61.7033;8;14.9;4;0;-1;NA
85390;15.4372;58.6277;72;14.6;4;0;0;0.25
171790;21.133;66.2801;185;9.8;4;0;0.01;0.25
87440;17.8716;58.7433;18;15;4;0;1.55;0.74581
72420;12.2919;57.6764;154;12.5;4;0;2.65;1
180770;20.2747;67.2564;453;8.2;4;0;0.02;0.25
63510;13.8822;56.8526;148;14.2;4;0;0.31;0.32263
162860;22.1193;65.5434;17;10.3;4;0;0.19;0.25
128390;18.0929;62.6431;17;13.1;4;0;0.5;0.52235
85050;15.2359;58.0718;195;14;4;0;2.66;1
85240;15.5327;58.4004;93;14.2;4;0;1.45;1
52350;13.0734;55.5714;20;17.4;4;0;0.57;0.72905
103420;13.71;60.6773;306;13.9;4;0;-1;NA
158740;18.5974;65.1522;363;8.9;4;0;0.11;0.25
166910;16.1088;66.6815;614;6;4;0;0.56;0.43296
104580;14.507;60.9607;196;15.1;4;0;1.55;0.84078
75250;15.8037;57.3848;95;15.5;4;0;0.04;0.25
81050;11.3333;58.094;16;13.9;4;0;-1;NA
191910;21.5274;68.6777;402;11.9;4;0;1.08;0.89944
170930;20.9281;66.7529;327;9.3;4;0;0.28;0.43436
83420;13.1109;58.6998;53;14.4;4;0;1.55;0.77095
71190;11.9064;57.304;2;15.1;4;0;1.55;0.77654
179960;19.0253;67.8542;466;7.9;4;0;0.11;0.4581
81540;11.0062;58.8925;33;14.9;4;0;0.02;0.25
86340;16.147;58.58283;40;15.1;4;0;0.1;0.25
149560;19.3782;64.9263;309;9.3;4;0;0.97;0.5419
172940;22.336;66.8107;228;10.1;4;0;0.78;0.48184
183750;23.3952;67.2049;171;11.6;4;0;0.01;0.25
182910;22.8266;67.7315;312;11.6;4;0;-1;NA
149340;19.6983;64.5669;258;10.7;4;0;-1;NA
161710;21.5655;65.035;4;10.3;4;0;0.19;0.25
189720;19.8392;68.0745;493;8.3;4;0;1.55;0.73464
73480;13.1668;57.7848;297;11.8;4;0;1.55;0.85754
162790;22.3753;65.3131;1;9.6;4;0;-1;NA
182810;22.2334;67.3376;240;11.1;4;0;2.6;1
96560;16.6875;59.9098;57;15.8;4;0;1.16;0.62849
139120;19.0202;63.1886;11;13;4;0;2.61;1
98160;18.74058;59.3455;20;16.6;4;0;1.54;0.96369
151380;21.0717;64.6244;48;11.6;4;0;1.44;0.34497
54290;14.3172;55.4889;4;16.3;4;0;-1;NA
154730;14.5085;65.0942;1036;2.3;4;0;1.55;0.79609
97400;17.9545;59.6269;42;15.4;4;0;3.17;1
97200;17.9513;59.3537;14;16.2;4;0;0.32;0.3743
105220;15.1404;60.3822;492;12.2;4;0;1.55;0.76536
132170;12.1246;63.2831;583;8;4;0;2.21;0.4986
163900;23.1005;65.6982;4;10;4;0;1.55;0.7514
53300;13.3787;55.5231;72;16.6;4;0;-1;NA
127310;17.441;62.5246;4;13.4;4;0;0.46;0.39804
93520;13.1193;59.8644;110;14.7;4;0;0.44;0.38687
98490;18.6348;59.8321;15;16.2;4;0;0.12;0.25
124030;14.41;62.0471;362;13.1;4;0;0.92;0.91341
99280;19.5058;59.4428;12;15.4;4;0;2.66;1
132030;12.2775;63.0447;1030;5.1;4;0;2.95;0.47346
99450;19.4089;59.7538;15;15.6;4;0;2.06;1
178970;18.6068;67.9113;1150;3.8;4;0;1;1
169790;19.2;66.3002;581;6.9;4;0;0.78;0.54749
74300;14.4672;57.4983;356;12.2;4;0;0.05;0.25
126290;16.2774;62.4943;99;12;4;0;-1;NA
63590;13.0625;56.9496;130;14.1;4;0;0.31;0.32123
97100;17.9125;59.1789;45;15.8;4;0;1.55;0.86034
122260;12.6702;62.4502;723;9.8;4;0;0.43;0.41201
72090;12.7758;57.1136;122;13.7;4;0;1.55;0.82961
140480;20.2918;63.7947;14;13.2;4;0;0.34;0.42737
97510;17.6253;59.8586;13;16.4;4;0;2.33;0.93855
55570;15.7077;55.9557;3;17.4;4;0;1;0.95251
160970;20.1543;65.8769;182;9.8;4;0;0.78;0.51397
146350;16.8421;64.5809;348;9.4;4;0;1.02;0.56983
71380;11.6077;57.6324;12;14.5;4;0;0.17;0.25
78400;18.3428;57.6614;42;16.4;4;0;2.41;1
84050;14.4086;58.0951;94;13.7;4;0;1.73;0.89106
