sourceId;lon;lat;elev;value;prid;dqc;sct;rep
SN64760:0;8.6895;62.9853;5;11;5;7;1.9;2
SN65060:0;8.5602;63.1442;19;NA;5;1;NA;NA
SN65275:0;9.3853;63.228;350;NA;5;1;NA;NA
SN65530:0;9.0533;63.554;74;NA;5;1;NA;NA
SN6580:0;11.7625;60.7525;160;NA;5;1;NA;NA
SN66120:0;9.5685;63.3093;310;NA;5;1;NA;NA
SN66175:0;9.7628;63.2307;15;NA;5;1;NA;NA
SN66630:0;9.8413;62.8763;220;NA;5;1;NA;NA
SN66740:0;9.9845;62.7512;425;NA;5;1;NA;NA
SN66810:0;10.1523;62.6692;525;NA;5;1;NA;NA
SN6690:0;11.4172;60.8632;270;NA;5;1;NA;NA
SN66900:0;10.3925;62.4763;695;NA;5;1;NA;NA
SN670:0;11.9928;61.8405;754;NA;5;1;NA;NA
SN6700:0;11.4902;60.9573;200;NA;5;1;NA;NA
SN67005:0;9.9983;63.3297;70;NA;5;1;NA;NA
SN67140:0;10.2973;63.3403;44;11.3;5;0;0.09;0.74581
SN67210:0;10.255;63.1385;40;NA;5;1;NA;NA
SN67340:0;10.0213;62.8613;425;NA;5;1;NA;NA
SN67890:0;11.3245;62.7403;700;NA;5;1;NA;NA
SN68050:0;10.4428;63.4429;13;11.9;5;0;3.91;2
SN68120:0;10.3597;63.3628;135;10.6;5;0;0.01;0.5
SN68125:0;10.3498;63.4223;156;10.3;5;0;0.17;0.5
SN68175:0;10.4388;63.4078;120;NA;5;1;NA;NA
SN68230:0;10.4228;63.3987;84;NA;5;1;NA;NA
SN6840:0;11.3633;61.1215;230;NA;5;1;NA;NA
SN68863:0;10.4535;63.4107;127;10.7;5;0;0.01;0.5
SN69035:0;10.664;63.4262;133;NA;5;1;NA;NA
SN69190:0;11.0887;63.338;330;NA;5;1;NA;NA
SN69280:0;11.4957;63.4652;90;NA;5;1;NA;NA
SN69520:0;12.0385;63.3407;465;NA;5;1;NA;NA
SN69625:0;11.0718;63.622;30;NA;5;1;NA;NA
SN69661:0;6.4187;62.0385;80;NA;5;1;NA;NA
SN70390:0;12.2143;63.656;430;NA;5;1;NA;NA
SN70680:0;11.4255;63.9425;59;9.8;5;7;0.03;0.5
SN70960:0;12.341;64.3333;215;NA;5;1;NA;NA
SN70980:0;11.7635;64.1492;100;NA;5;1;NA;NA
SN71230:0;10.7303;63.7905;225;NA;5;1;NA;NA
SN71320:0;9.9705;63.5858;23;9.9;5;7;1.89;2
SN71385:0;10.2425;63.6965;232;NA;5;1;NA;NA
SN71805:0;10.5248;64.0972;265;NA;5;1;NA;NA
SN72200:0;11.2813;64.3398;38;NA;5;1;NA;NA
SN725:0;12.132;62.0818;826;NA;5;1;NA;NA
SN72710:0;12.0197;64.5103;32;9.6;5;7;4.89;2
SN73210:0;13.1005;64.491;467;NA;5;1;NA;NA
SN73630:0;12.6053;64.6237;117;NA;5;1;NA;NA
SN74670:0;13.3025;65.0627;280;NA;5;1;NA;NA
SN75190:0;11.2322;64.8487;35;NA;5;1;NA;NA
SN76245:0;12.1457;65.2702;18;NA;5;1;NA;NA
SN76956:0;22.25;71.3112;46;NA;5;1;NA;NA
SN76958:0;6.7912;65.1103;114;NA;5;1;NA;NA
SN77350:0;13.1427;65.3125;402;NA;5;1;NA;NA
SN78170:0;13.5822;66.053;155;NA;5;1;NA;NA
SN78910:0;12.3295;64.6933;67;NA;5;1;NA;NA
SN79791:0;15.3235;66.5548;676;NA;5;1;NA;NA
SN80050:0;13.2882;66.2862;320;NA;5;1;NA;NA
SN80730:0;13.6675;66.8815;10;NA;5;1;NA;NA
SN80870:0;14.2075;67.0837;62;NA;5;1;NA;NA
SN81340:0;14.8186;67.2037;93;NA;5;1;NA;NA
SN81365:0;14.8848;67.075;404;NA;5;1;NA;NA
SN81420:0;14.8982;67.0042;600;NA;5;1;NA;NA
SN81775:0;15.4628;66.7435;520;6.5;5;7;2.8;2
SN82020:0;15.4125;67.223;90;NA;5;1;NA;NA
SN82110:0;15.1018;67.2763;20;9;5;7;0.17;0.80168
SN82130:0;15.162;67.3312;5;NA;5;1;NA;NA
SN82210:0;14.5932;67.2878;30;NA;5;1;NA;NA
SN8230:0;11.0045;61.5747;283;NA;5;1;NA;NA
SN82310:0;14.4309;67.3084;5;NA;5;1;NA;NA
SN82650:0;15.5892;67.3605;3;NA;5;1;NA;NA
SN82720:0;15.8282;67.3335;665;4.5;5;7;2.49;2
SN82970:0;15.9142;67.7463;326;NA;5;1;NA;NA
SN83280:0;15.1827;67.9028;20;NA;5;1;NA;NA
SN83960:0;16.3953;68.2565;252;NA;5;1;NA;NA
SN84070:0;16.7883;68.3302;53;NA;5;1;NA;NA
SN84380:0;17.2438;68.371;30;NA;5;1;NA;NA
SN84880:0;17.966;68.3995;365;6.4;5;7;3.92;2
SN84900:0;18.0767;68.4323;512;6.3;5;7;0.06;0.5
SN84905:0;18.1035;68.436;499;NA;5;1;NA;NA
SN84910:0;17.8725;68.516;400;NA;5;1;NA;NA
SN84920:0;17.4255;68.53;170;NA;5;1;NA;NA
SN85480:0;14.2498;68.2628;20;NA;5;1;NA;NA
SN85645:0;13.1543;67.9627;54;NA;5;1;NA;NA
SN86520:0;15.2832;68.648;14;9;5;7;0.84;0.72626
SN86810:0;14.4898;68.781;8;NA;5;1;NA;NA
SN87117:0;16.0402;69.271;45;NA;5;1;NA;NA
SN87763:0;16.583;68.6278;20;NA;5;1;NA;NA
SN8780:0;10.0003;62.0103;780;9.6;5;7;3.01;2
SN87970:0;17.6513;68.6207;280;NA;5;1;NA;NA
SN8800:0;10.9097;61.8645;387;NA;5;1;NA;NA
SN88010:0;17.9052;68.6753;344;NA;5;1;NA;NA
SN88023:0;17.479;68.8698;8;NA;5;1;NA;NA
SN88628:0;17.511;69.4988;20;NA;5;1;NA;NA
SN8880:0;10.6268;62.1093;478;11.4;5;7;0.09;0.81285
SN89213:0;17.9633;69.072;175;NA;5;1;NA;NA
SN89233:0;18.2972;69.0917;170;NA;5;1;NA;NA
SN90:0;12.0647;61.1185;575;NA;5;1;NA;NA
SN90250:0;19.0503;69.1448;230;NA;5;1;NA;NA
SN90305:0;19.2608;69.4338;69;NA;5;1;NA;NA
SN90360:0;19.0087;69.5463;80;NA;5;1;NA;NA
SN90495:0;18.982;69.6942;80;11.6;5;0;0.72;2
SN90510:0;19.0065;69.6508;3;11.8;5;0;0.28;1.17318
SN90560:0;18.8772;69.6988;63;11.6;5;0;0.71;2
SN91251:0;20.5268;69.4722;72;12.4;5;0;0.83;0.93855
SN91420:0;20.4657;69.2852;148;NA;5;1;NA;NA
SN91480:0;20.7468;69.1467;510;NA;5;1;NA;NA
SN91505:0;20.3988;69.585;18;NA;5;1;NA;NA
SN91530:0;20.6188;69.458;1237;5.9;5;0;2.47;2
SN91551:0;20.8693;69.4802;20;12.9;5;7;0.13;0.7067
SN91675:0;20.506;69.7537;55;NA;5;1;NA;NA
SN91695:0;20.914;69.9367;5;NA;5;1;NA;NA
SN91715:0;20.8985;70.0033;25;NA;5;1;NA;NA
SN91728:0;20.5647;70.0662;30;NA;5;1;NA;NA
SN91890:0;21.6073;69.8978;390;NA;5;1;NA;NA
SN9250:0;9.7182;62.1838;808;NA;5;1;NA;NA
SN92500:0;21.7223;70.1227;915;7.4;5;7;0.51;1.28492
SN92895:0;22.2573;70.0398;40;NA;5;1;NA;NA
SN9303:0;9.5317;62.2318;1025;NA;5;1;NA;NA
SN9400:0;10.6165;62.179;480;NA;5;1;NA;NA
SN94130:0;23.6257;70.3992;38;NA;5;1;NA;NA
SN94195:0;23.9415;70.1805;339;NA;5;1;NA;NA
SN94235:0;23.7303;70.5458;25;NA;5;1;NA;NA
SN94430:0;24.6713;70.9352;127;NA;5;1;NA;NA
SN94640:0;25.7742;71.1575;296;NA;5;1;NA;NA
SN94805:0;25.6297;70.7765;10;NA;5;1;NA;NA
SN96650:0;27.5915;70.4275;357;NA;5;1;NA;NA
SN97120:0;26.1457;69.7563;120;NA;5;1;NA;NA
SN97470:0;24.2018;69.3772;324;NA;5;1;NA;NA
SN98265:0;29.0918;70.5292;225;NA;5;1;NA;NA
SN98630:0;30.5303;70.2453;25;NA;5;1;NA;NA
SN99420:0;30.005;69.6873;60;NA;5;1;NA;NA
SN99500:0;29.6885;69.3698;55;NA;5;1;NA;NA
100919:fmi;19.13142;60.30098;3;14.3;6;7;2.49;2
100963:fmi;23.76629;60.49137;96;NA;6;1;NA;NA
101049:fmi;21.42478;60.80183;5;NA;6;1;NA;NA
101050:fmi;21.7569;60.83316;21;NA;6;1;NA;NA
101075:fmi;22.69863;61.02353;73;NA;6;1;NA;NA
101077:fmi;22.37411;61.11013;46;NA;6;1;NA;NA
101081:fmi;22.71165;60.9043;82;NA;6;1;NA;NA
101093:fmi;22.388;60.87141;53;NA;6;1;NA;NA
101116:fmi;23.33637;61.39648;99;NA;6;1;NA;NA
101135:fmi;24.52403;60.51583;100;NA;6;1;NA;NA
101139:fmi;24.84366;60.80547;102;NA;6;1;NA;NA
101143:fmi;23.92006;61.00665;128;NA;6;1;NA;NA
101166:fmi;25.22437;60.62491;78;NA;6;1;NA;NA
101211:fmi;26.77904;61.25137;90;NA;6;1;NA;NA
101248:fmi;28.67649;61.36751;97;NA;6;1;NA;NA
101257:fmi;21.65092;61.84847;39;NA;6;1;NA;NA
101258:fmi;21.67362;62.13288;54;NA;6;1;NA;NA
101262:fmi;21.75918;62.49184;60;NA;6;1;NA;NA
101277:fmi;22.8228;61.73895;124;NA;6;1;NA;NA
101285:fmi;22.90956;62.47294;100;NA;6;1;NA;NA
101305:fmi;23.55334;62.44881;124;NA;6;1;NA;NA
101342:fmi;25.81138;61.51096;91;NA;6;1;NA;NA
101348:fmi;25.85707;61.83509;80;NA;6;1;NA;NA
101352:fmi;25.42166;62.15685;123;NA;6;1;NA;NA
101363:fmi;25.04996;62.41051;180;NA;6;1;NA;NA
101385:fmi;26.64228;61.98111;105;NA;6;1;NA;NA
101390:fmi;26.39161;61.76519;116;NA;6;1;NA;NA
101410:fmi;27.19297;62.01333;109;NA;6;1;NA;NA
101423:fmi;28.84608;61.79607;94;NA;6;1;NA;NA
101425:fmi;28.31944;61.92365;110;NA;6;1;NA;NA
101446:fmi;29.04407;62.05563;95;NA;6;1;NA;NA
101448:fmi;29.27713;62.16897;90;NA;6;1;NA;NA
101450:fmi;29.62954;62.31142;97;NA;6;1;NA;NA
101460:fmi;30.40736;62.42668;140;NA;6;1;NA;NA
101468:fmi;21.49353;62.62984;35;NA;6;1;NA;NA
101474:fmi;21.77633;62.97047;15;NA;6;1;NA;NA
101478:fmi;21.95944;62.73379;73;NA;6;1;NA;NA
101541:fmi;25.86171;62.87574;107;NA;6;1;NA;NA
101545:fmi;25.93597;63.16753;115;NA;6;1;NA;NA
101569:fmi;26.97915;63.31518;189;NA;6;1;NA;NA
101577:fmi;27.37003;63.37776;87;NA;6;1;NA;NA
101578:fmi;27.04741;62.66467;103;NA;6;1;NA;NA
101579:fmi;27.27107;62.85198;131;NA;6;1;NA;NA
101589:fmi;28.59248;62.57053;100;NA;6;1;NA;NA
101590:fmi;28.94241;62.61751;113;NA;6;1;NA;NA
101599:fmi;28.46988;63.27192;112;NA;6;1;NA;NA
101610:fmi;29.81092;62.51678;79;NA;6;1;NA;NA
101616:fmi;29.76161;63.10836;165;NA;6;1;NA;NA
101641:fmi;31.06215;63.03208;245;NA;6;1;NA;NA
101665:fmi;23.71761;63.59353;74;NA;6;1;NA;NA
101679:fmi;24.28492;63.76627;85;NA;6;1;NA;NA
101683:fmi;24.01571;64.23113;20;NA;6;1;NA;NA
101685:fmi;24.20738;64.27364;40;NA;6;1;NA;NA
101691:fmi;24.67356;64.06671;75;NA;6;1;NA;NA
101706:fmi;25.46905;63.60882;140;NA;6;1;NA;NA
101712:fmi;26.36981;63.72868;110;NA;6;1;NA;NA
101717:fmi;26.29889;64.35565;91;NA;6;1;NA;NA
101721:fmi;26.92553;64.05136;216;NA;6;1;NA;NA
101742:fmi;27.63681;64.29154;128;NA;6;1;NA;NA
101753:fmi;28.6186;64.46947;268;NA;6;1;NA;NA
101763:fmi;29.4548;63.82481;252;NA;6;1;NA;NA
101771:fmi;29.22012;64.06877;190;NA;6;1;NA;NA
101809:fmi;27.18867;64.92775;132;NA;6;1;NA;NA
101812:fmi;27.64664;65.16072;135;NA;6;1;NA;NA
101822:fmi;28.44834;65.23964;251;NA;6;1;NA;NA
101830:fmi;28.02947;64.66593;280;NA;6;1;NA;NA
101877:fmi;27.33292;65.7899;162;NA;6;1;NA;NA
101881:fmi;28.17124;65.97886;260;NA;6;1;NA;NA
101882:fmi;28.56439;65.73409;247;NA;6;1;NA;NA
101898:fmi;29.52435;65.51958;225;NA;6;1;NA;NA
101913:fmi;24.01188;67.38423;173;NA;6;1;NA;NA
101918:fmi;24.96899;67.26215;190;NA;6;1;NA;NA
101947:fmi;27.50995;67.10025;155;NA;6;1;NA;NA
101956:fmi;28.97693;66.94435;200;NA;6;1;NA;NA
101968:fmi;22.50613;68.44298;320;NA;6;1;NA;NA
101980:fmi;24.83291;68.23014;277;NA;6;1;NA;NA
102008:fmi;28.31619;68.47067;185;NA;6;1;NA;NA
102046:fmi;27.01822;68.90523;127;NA;6;1;NA;NA
105302:fmi;24.26238;60.14333;26;NA;6;1;NA;NA
