souid;lat;lon;value;elev;prid;dqc;sct;rep
7705;61.91916;5.15768;0;0;2;1;NA;NA
7707;59.22153;9.6024;0.3;0;2;0;0.09;NA
7708;61.12155;11.29473;0;0;2;1;NA;NA
7711;63.36377;10.38293;0;0;2;1;NA;NA
7713;59.32056;10.70264;0.1;0;2;0;0.58;NA
7727;60.57009;9.12073;0.9;0;2;1;NA;NA
7728;59.06117;8.72384;0;0;2;1;NA;NA
7729;60.65328;10.92537;0.1;0;2;1;NA;NA
7733;58.7801;5.67566;0;0;2;1;NA;NA
7735;59.11083;9.65277;0.5;0;2;0;1.13;NA
7743;60.30665;5.31398;0;0;2;1;NA;NA
7745;58.74542;9.20115;0.5;0;2;1;NA;NA
7747;60.00181;5.69623;0;0;2;1;NA;NA
7748;60.40815;5.47311;0;0;2;1;NA;NA
7754;59.07876;9.68803;0.7;0;2;5;4.1;NA
7764;60.39977;5.76319;0;0;2;1;NA;NA
7765;59.94948;10.76362;0.2;0;2;0;0.41;NA
7766;59.0611;8.72214;0.6;0;2;1;NA;NA
7781;60.47661;5.26046;0;0;2;1;NA;NA
7782;62.57426;11.37363;0;0;2;1;NA;NA
7785;60.27144;10.18981;0.3;0;2;0;3.2;NA
7787;59.93676;10.51125;0;0;2;5;8.35;NA
7789;60.37304;5.19998;0;0;2;1;NA;NA
7794;61.9086;8.06687;0;0;2;1;NA;NA
7797;63.47525;10.94432;0;0;2;1;NA;NA
7801;61.2477;8.90481;0.1;0;2;1;NA;NA
7804;58.15693;8.06877;0;0;2;1;NA;NA
7805;59.0508;10.03488;0.1;0;2;0;0.46;NA
7806;59.63251;6.25725;0;0;2;1;NA;NA
7807;64.03438;11.47599;0;0;2;1;NA;NA
7808;59.66292;10.37905;0.7;0;2;0;3.5;NA
7813;59.90474;10.78786;0.1;0;2;0;0.22;NA
7816;60.37118;6.16275;0;0;2;1;NA;NA
7819;60.12893;10.27771;0.5;0;2;0;0.41;NA
7821;59.94239;10.69622;0.3;0;2;0;1.14;NA
7822;59.29961;8.41924;0.5;0;2;1;NA;NA
7824;70.07555;29.76084;0;0;2;1;NA;NA
7827;59.94418;10.7746;0;0;2;13;NA;NA
7828;63.84022;11.38651;0;0;2;1;NA;NA
7830;59.73987;10.98879;0.1;0;2;0;0.54;NA
7832;59.55363;11.32484;0.4;0;2;0;0.37;NA
7834;67.0895;14.24634;0;0;2;1;NA;NA
7835;68.35079;16.80466;0;0;2;1;NA;NA
7839;59.00871;9.74183;0.2;0;2;0;0.02;NA
7846;63.3737;10.36877;0;0;2;1;NA;NA
7850;60.29809;5.32427;0;0;2;1;NA;NA
7853;62.33009;5.70222;0;0;2;1;NA;NA
7854;61.28655;10.09797;0;0;2;1;NA;NA
7863;58.96722;9.49903;0.4;0;2;0;0.19;NA
7865;63.52528;10.76763;0;0;2;1;NA;NA
7870;60.89791;10.93945;0;0;2;1;NA;NA
7874;61.35057;5.07306;0;0;2;1;NA;NA
7876;59.1247;11.3687;0.1;0;2;0;1;NA
7878;59.49043;11.65571;0.4;0;2;0;1.12;NA
7887;63.41848;10.42235;0;0;2;1;NA;NA
7892;59.22063;10.89012;0.2;0;2;0;0.42;NA
7900;66.03694;12.95712;0;0;2;1;NA;NA
7914;58.29835;8.53487;0;0;2;1;NA;NA
7916;60.73987;9.40915;0.3;0;2;1;NA;NA
7918;61.10634;9.91915;0;0;2;1;NA;NA
7921;59.88429;10.61598;0.1;0;2;0;0;NA
7927;59.71885;11.46055;0.1;0;2;0;0.41;NA
7932;63.01277;8.4682;0;0;2;1;NA;NA
7934;60.81281;11.05048;0;0;2;1;NA;NA
7937;60.33747;5.13632;0;0;2;1;NA;NA
7941;60.43409;5.23621;0;0;2;1;NA;NA
7945;58.84313;5.70561;0;0;2;1;NA;NA
7946;62.9077;6.96528;0;0;2;1;NA;NA
7949;59.52117;10.69856;0.3;0;2;0;0.02;NA
7950;63.42745;7.85033;0;0;2;1;NA;NA
7951;66.75463;15.46757;0;0;2;1;NA;NA
7958;60.32072;5.27833;0;0;2;1;NA;NA
7969;59.95449;10.75495;0.3;0;2;0;1.44;NA
7970;58.76881;5.84063;0;0;2;1;NA;NA
7976;60.22545;11.83517;0.2;0;2;7;0.23;NA
7982;60.93685;4.80963;0;0;2;1;NA;NA
7985;59.66318;10.63752;0.1;0;2;0;0.04;NA
7990;59.52464;10.47266;0.3;0;2;0;0.16;NA
7995;61.24622;12.04731;0;0;2;1;NA;NA
8002;62.73379;6.44282;0;0;2;1;NA;NA
8003;58.19726;8.0292;0.1;0;2;1;NA;NA
8006;59.57686;5.80852;0;0;2;1;NA;NA
8010;59.90947;10.78952;0.1;0;2;0;0.17;NA
8011;61.26594;10.43903;0;0;2;1;NA;NA
8013;59.28581;10.34296;0.4;0;2;0;0;NA
8014;59.89911;10.5052;0.1;0;2;0;0.25;NA
8024;59.7821;5.38906;0.1;0;2;1;NA;NA
8025;59.75896;9.95974;0.1;0;2;8;NA;NA
8026;66.99459;14.7218;0;0;2;1;NA;NA
8031;60.58918;4.79972;0;0;2;1;NA;NA
8038;60.45786;6.54462;0;0;2;1;NA;NA
8039;59.91564;10.95408;0;0;2;0;0.86;NA
8041;59.7402;10.33522;0.1;0;2;0;0;NA
8043;60.94993;10.61979;0;0;2;1;NA;NA
8044;59.81401;5.52183;0;0;2;1;NA;NA
8055;59.68112;9.65476;0.5;0;2;0;1.41;NA
8061;59.22906;11.08766;0.1;0;2;0;0.13;NA
8066;58.99088;9.65562;0.3;0;2;0;0.19;NA
8069;59.26164;10.74727;0.3;0;2;0;1.29;NA
8070;58.34704;6.2807;0;0;2;1;NA;NA
8071;59.92113;10.69426;0.3;0;2;0;1.95;NA
8075;59.22259;10.91146;0.2;0;2;0;0.36;NA
8077;63.7933;11.4817;0;0;2;1;NA;NA
8079;59.88149;10.77834;0;0;2;0;2.57;NA
8084;68.24078;14.59107;0;0;2;1;NA;NA
8085;61.75133;11.18153;0;0;2;1;NA;NA
8090;60.26498;5.10866;0.1;0;2;1;NA;NA
8092;68.69249;15.18323;0;0;2;1;NA;NA
8094;58.971;5.7306;0;0;2;1;NA;NA
8095;59.12043;9.9194;0.6;0;2;0;2.08;NA
8097;62.8005;8.75828;0;0;2;1;NA;NA
8103;60.16557;6.29336;0;0;2;1;NA;NA
8116;60.91053;9.55088;0.3;0;2;1;NA;NA
8119;63.09754;9.2886;0;0;2;1;NA;NA
8123;59.96149;10.9323;0.1;0;2;0;0.51;NA
8124;59.4138;5.268;0.2;0;2;1;NA;NA
8125;59.60342;9.75709;0.8;0;2;0;0;NA
8126;60.94787;7.10293;0;0;2;1;NA;NA
8128;60.56722;10.33672;0.3;0;2;1;NA;NA
8130;63.09522;7.84477;0;0;2;1;NA;NA
8137;59.90509;10.82335;0.1;0;2;0;0.45;NA
8141;58.89594;9.36755;0.5;0;2;0;0.84;NA
8146;59.15594;10.21707;0.2;0;2;0;0.01;NA
8148;59.6479;9.65768;1.4;0;2;5;4.31;NA
8166;59.71971;10.81465;0.1;0;2;0;0.04;NA
8169;60.7049;12.34538;0;0;2;1;NA;NA
8176;63.36291;10.39488;0;0;2;1;NA;NA
8178;61.93266;5.22168;0;0;2;1;NA;NA
8181;58.66424;5.64505;0;0;2;1;NA;NA
8188;60.05049;10.8571;0.4;0;2;0;0.69;NA
8194;61.14729;8.72389;0.4;0;2;1;NA;NA
8198;62.69673;7.66496;0;0;2;1;NA;NA
8203;59.41175;10.69652;0.2;0;2;0;0.04;NA
8206;60.93951;10.72561;0;0;2;1;NA;NA
8209;69.42123;18.99191;0;0;2;1;NA;NA
8217;59.47158;9.0099;0.8;0;2;7;3.14;NA
8219;63.41234;10.37819;0;0;2;1;NA;NA
8221;59.73099;10.30794;0.1;0;2;0;0.12;NA
8224;64.5937;10.95786;0;0;2;1;NA;NA
8226;60.64516;5.04503;0;0;2;1;NA;NA
8227;58.70635;5.65739;0;0;2;1;NA;NA
8228;58.92805;5.85049;0;0;2;1;NA;NA
8231;59.9327;10.91504;0;0;2;0;1.64;NA
8234;62.30036;5.74027;0;0;2;1;NA;NA
8235;60.46558;5.2891;0;0;2;1;NA;NA
8241;59.24356;10.47318;0.2;0;2;0;0.05;NA
8244;59.24147;11.68669;0.4;0;2;0;0;NA
8245;59.95;10.75;0;0;2;13;NA;NA
8248;60.39115;5.42892;0;0;2;1;NA;NA
8249;59.17696;10.90518;0;0;2;5;4.51;NA
8252;58.14509;8.01608;0;0;2;1;NA;NA
8260;60.45686;5.08534;0;0;2;1;NA;NA
8262;60.36382;5.18107;0;0;2;1;NA;NA
8265;59.01474;10.15903;0.1;0;2;0;0.04;NA
8282;58.59441;6.17988;0.1;0;2;1;NA;NA
8285;60.9412;10.69443;0;0;2;1;NA;NA
8289;59.96409;12.11428;0.1;0;2;7;2;NA
8294;60.52214;6.08035;0;0;2;1;NA;NA
8296;59.04966;10.01547;0.1;0;2;0;0.58;NA
8297;59.94271;10.72061;0.2;0;2;0;0.18;NA
8307;62.54324;6.56645;0;0;2;1;NA;NA
8311;58.1901;8.03268;0.1;0;2;1;NA;NA
8317;59.79788;10.80749;0;0;2;0;1.97;NA
8322;60.62225;10.60007;0.3;0;2;1;NA;NA
8326;60.3493;5.36405;0;0;2;1;NA;NA
8328;58.89798;9.29034;0.7;0;2;0;2.66;NA
8332;63.49764;9.11943;0;0;2;1;NA;NA
8337;59.14868;11.385;0.2;0;2;0;0;NA
8338;58.8221;5.70548;0;0;2;1;NA;NA
8340;61.66461;9.69284;0;0;2;1;NA;NA
8347;59.12935;9.64129;0.4;0;2;0;0.38;NA
8351;60.57014;5.46479;0;0;2;1;NA;NA
8352;59.59159;9.78646;0.8;0;2;0;0.14;NA
8354;60.31218;5.26572;0;0;2;1;NA;NA
8355;59.73059;11.06246;0;0;2;0;2.41;NA
8358;60.04343;9.55364;0.7;0;2;7;0.15;NA
8360;59.49681;5.87831;0;0;2;1;NA;NA
8363;60.18675;10.19847;0.6;0;2;0;0.73;NA
8368;58.03126;7.43691;0;0;2;1;NA;NA
8373;63.47695;10.92028;0;0;2;1;NA;NA
8374;59.95;10.75;0.1;0;2;0;0.16;NA
8375;58.46846;5.91976;0.2;0;2;1;NA;NA
8392;60.56637;9.10691;0.8;0;2;1;NA;NA
8393;64.24516;12.37372;0;0;2;1;NA;NA
8406;59.17687;5.84606;0.1;0;2;1;NA;NA
8413;58.7914;5.71709;0;0;2;1;NA;NA
8419;58.95649;5.63002;0;0;2;1;NA;NA
8421;58.25308;8.1684;0;0;2;1;NA;NA
8422;63.12701;7.81026;0;0;2;1;NA;NA
8425;59.10283;10.91513;0.1;0;2;0;0.08;NA
8432;58.27459;6.81554;0;0;2;1;NA;NA
8433;63.67847;10.65663;0;0;2;1;NA;NA
8461;59.7709;10.25011;0;0;2;8;NA;NA
8463;61.30827;12.25296;0;0;2;1;NA;NA
8468;60.08926;11.48196;0;0;2;5;4.01;NA
8477;59.93442;5.4521;0.2;0;2;1;NA;NA
8483;59.94765;11.00084;0;0;2;0;0.99;NA
8486;58.90061;9.55365;0;0;2;5;8.23;NA
8488;59.64202;9.67074;1.2;0;2;0;2.24;NA
8490;61.19217;7.62201;0;0;2;1;NA;NA
8493;60.38644;5.21118;0;0;2;1;NA;NA
8496;68.2362;14.56783;0;0;2;1;NA;NA
8497;59.87598;10.51751;0.1;0;2;0;0.03;NA
8500;60.87645;10.95949;0;0;2;1;NA;NA
8505;63.0079;7.57808;0;0;2;1;NA;NA
8506;60.47027;5.30343;0;0;2;1;NA;NA
8512;61.10657;10.44461;0;0;2;1;NA;NA
8514;63.51893;7.9607;0;0;2;1;NA;NA
8518;58.66608;5.63424;0;0;2;1;NA;NA
8521;59.05926;11.00404;0;0;2;5;4.36;NA
8527;60.16048;10.23152;0.4;0;2;0;0.03;NA
8529;60.718;11.1942;0;0;2;1;NA;NA
8530;63.10714;11.30122;0;0;2;1;NA;NA
8531;60.30033;5.34416;0;0;2;1;NA;NA
8533;59.60768;11.4392;0.4;0;2;0;0.89;NA
8534;58.85856;5.75882;0;0;2;1;NA;NA
8535;59.75866;10.84996;0;0;2;0;2.39;NA
8539;67.284;14.42078;0;0;2;1;NA;NA
8543;60.73475;8.70062;0.2;0;2;1;NA;NA
8544;60.37843;5.3278;0;0;2;1;NA;NA
8549;59.60328;6.36528;0;0;2;1;NA;NA
8552;60.73833;11.49497;0.2;0;2;1;NA;NA
8555;63.43245;10.5885;0;0;2;1;NA;NA
8560;59.2023;9.59656;0.4;0;2;0;0.03;NA
8563;59.95673;10.87293;0;0;2;0;3.96;NA
8566;60.52984;12.0003;0.1;0;2;1;NA;NA
8567;58.85073;5.7275;0;0;2;1;NA;NA
8568;59.89085;10.84491;0;0;2;0;1.69;NA
8572;59.39328;5.28723;0;0;2;1;NA;NA
8573;59.83503;11.12782;0;0;2;0;0.04;NA
8576;62.61928;6.21244;0;0;2;1;NA;NA
8577;69.01461;15.79218;0;0;2;1;NA;NA
8579;63.40439;10.35519;0;0;2;1;NA;NA
8581;59.70179;10.2734;0.4;0;2;0;0.71;NA
8584;59.81635;5.2602;0.2;0;2;1;NA;NA
8585;58.94566;9.13697;0.5;0;2;0;0;NA
8587;59.91203;10.94538;0.1;0;2;0;1.68;NA
8592;62.40927;6.55702;0;0;2;1;NA;NA
8608;58.17628;8.02817;0.1;0;2;1;NA;NA
8609;60.47107;12.0356;0.2;0;2;7;NA;NA
8613;59.92756;10.59435;0.1;0;2;0;0.48;NA
8614;63.22446;9.63036;0;0;2;1;NA;NA
8618;59.22777;10.10678;0.6;0;2;0;0.45;NA
8621;59.82791;10.69237;0.1;0;2;0;0.25;NA
8624;59.3956;5.37088;0;0;2;1;NA;NA
8627;60.88838;11.57861;0;0;2;1;NA;NA
8631;59.64143;11.13682;0;0;2;5;5.61;NA
8632;59.65524;10.72576;0.1;0;2;0;0.2;NA
8635;58.17573;8.02386;0.1;0;2;1;NA;NA
8639;58.72563;9.05937;0.1;0;2;1;NA;NA
8640;58.32926;6.98679;0.1;0;2;1;NA;NA
8653;59.49607;9.9919;0.7;0;2;0;0.05;NA
8655;58.44367;6.00509;0.5;0;2;1;NA;NA
8658;62.06257;6.21291;0;0;2;1;NA;NA
8661;60.86092;8.55396;3.9;0;2;1;NA;NA
8665;59.57667;10.25924;0.5;0;2;0;0.54;NA
8667;59.2135;10.94768;0.2;0;2;0;0.43;NA
8668;60.67263;11.3607;0.2;0;2;1;NA;NA
8669;62.66658;8.54091;0;0;2;1;NA;NA
8674;60.08215;11.4143;0.2;0;2;0;1.1;NA
8675;59.20685;10.36791;0.1;0;2;0;0.35;NA
8680;61.27963;10.36717;0;0;2;1;NA;NA
8682;63.20039;8.56409;0;0;2;1;NA;NA
8683;59.33017;10.48936;0.3;0;2;0;0.08;NA
8690;59.96733;10.8724;0.1;0;2;0;0.01;NA
8694;59.97468;9.99366;1;0;2;5;4.47;NA
8699;62.73783;11.06359;0;0;2;1;NA;NA
8702;58.38311;6.06801;0;0;2;1;NA;NA
8704;63.40135;10.3288;0;0;2;1;NA;NA
8710;68.78888;16.59566;0;0;2;1;NA;NA
8713;58.41512;6.01091;0;0;2;1;NA;NA
8721;60.53322;5.02621;0;0;2;1;NA;NA
8726;60.80752;11.07613;0;0;2;1;NA;NA
8728;62.60867;6.446;0;0;2;1;NA;NA
8729;58.46031;5.9841;0;0;2;1;NA;NA
8735;60.71412;11.83252;0.1;0;2;1;NA;NA
8739;60.84525;11.21483;0;0;2;1;NA;NA
8746;62.75334;8.62317;0;0;2;1;NA;NA
8753;63.09668;7.63778;0;0;2;1;NA;NA
8757;58.77151;5.64453;0;0;2;1;NA;NA
8759;58.34054;6.29704;0;0;2;1;NA;NA
8760;65.00107;11.69718;0;0;2;1;NA;NA
8768;60.2108;11.43568;0.3;0;2;0;0.74;NA
8771;59.94054;10.9937;0;0;2;0;0.97;NA
8772;59.76727;5.74977;0;0;2;1;NA;NA
8790;59.03877;10.06583;0.2;0;2;0;0.19;NA
8792;60.37986;5.64722;0;0;2;1;NA;NA
8800;59.80907;10.25582;0;0;2;5;4.14;NA
8812;60.03108;10.63967;0.4;0;2;0;0.79;NA
8815;69.0118;15.763;0;0;2;1;NA;NA
8822;69.97167;23.26389;0;0;2;1;NA;NA
8824;59.8346;10.26034;0;0;2;5;4.28;NA
8828;59.15028;5.25333;0.1;0;2;1;NA;NA
8829;59.53001;5.71971;0.1;0;2;1;NA;NA
8836;60.13424;10.31361;0.3;0;2;0;0.59;NA
8837;61.96528;5.50211;0;0;2;1;NA;NA
8839;60.4996;5.42863;0;0;2;1;NA;NA
8840;66.18949;13.48068;0;0;2;1;NA;NA
8841;59.19743;9.56986;0.3;0;2;0;0.04;NA
8847;60.38905;11.20064;0.1;0;2;0;0.77;NA
8849;59.90628;10.54744;0.2;0;2;0;0.26;NA
8850;60.44723;5.17117;0;0;2;1;NA;NA
8851;61.08489;11.28698;0;0;2;1;NA;NA
8855;59.24197;9.5736;0.4;0;2;0;0;NA
8863;62.25546;5.47556;0;0;2;1;NA;NA
8867;59.74592;10.76508;0.2;0;2;0;1.36;NA
8872;60.44026;5.22396;0;0;2;1;NA;NA
8874;59.06477;5.93831;0.1;0;2;1;NA;NA
8879;59.46336;11.65257;0.7;0;2;0;0.24;NA
8880;59.26607;11.14421;0.1;0;2;0;0.05;NA
8883;60.3911;5.3247;0.5;0;2;1;NA;NA
8888;58.87975;5.67565;0;0;2;1;NA;NA
8892;62.01472;7.7739;0.5;0;2;1;NA;NA
8893;58.27648;8.50517;0;0;2;1;NA;NA
8899;59.38807;5.26866;0;0;2;1;NA;NA
8911;62.0667;6.3333;0;0;2;1;NA;NA
8912;67.29202;14.45644;0;0;2;1;NA;NA
8913;59.29065;5.46832;0.1;0;2;1;NA;NA
8914;60.5566;5.74636;0;0;2;1;NA;NA
8918;60.68163;10.81541;0.2;0;2;1;NA;NA
8922;62.62494;9.49363;0;0;2;1;NA;NA
8923;63.77082;9.80445;0;0;2;1;NA;NA
8929;60.3158;5.2558;0;0;2;1;NA;NA
8931;59.17717;11.66956;0.1;0;2;5;4.29;NA
8937;60.8;11.1;0.1;0;2;1;NA;NA
8938;60.15157;11.15342;0.1;0;2;0;0.43;NA
8940;60.3911;5.3247;0.1;0;2;1;NA;NA
8941;58.84342;5.77495;0;0;2;1;NA;NA
8950;59.95649;5.99489;0;0;2;1;NA;NA
8959;65.89598;13.1261;0;0;2;1;NA;NA
8962;59.80524;5.5048;0.1;0;2;1;NA;NA
8964;59.92026;10.64875;0.3;0;2;0;1.61;NA
8967;59.59367;9.15392;0.3;0;2;7;0.81;NA
8968;59.905;10.7487;0;0;2;0;3.89;NA
8969;60.92249;9.30967;0.3;0;2;1;NA;NA
8970;59.94633;10.75522;0.2;0;2;0;0.37;NA
8972;58.9967;5.68307;0;0;2;1;NA;NA
8976;59.5833;11.1629;0.2;0;2;0;0.16;NA
8983;59.90688;10.76211;0;0;2;0;3.69;NA
8984;59.09866;10.93797;0.2;0;2;0;0.43;NA
8987;59.69386;10.6127;0.1;0;2;0;0.04;NA
8988;60.69702;8.57021;0.9;0;2;1;NA;NA
8992;61.55849;9.95261;0;0;2;1;NA;NA
8994;64.43852;10.5517;0;0;2;1;NA;NA
9001;59.05585;10.93038;0;0;2;5;4.47;NA
9003;59.27349;10.79519;0.2;0;2;0;0.07;NA
9006;59.83651;10.4411;0.1;0;2;4;NA;NA
9007;60.36704;5.18006;0;0;2;1;NA;NA
9008;59.42871;10.28939;0.4;0;2;0;0.13;NA
9010;59.80637;5.46603;0.2;0;2;1;NA;NA
9014;59.92072;5.34091;0.2;0;2;1;NA;NA
9015;70.98251;25.9736;0;0;2;1;NA;NA
9016;62.75516;7.21561;0;0;2;1;NA;NA
9018;70.26402;22.10874;0;0;2;1;NA;NA
9019;60.42664;5.15227;0;0;2;1;NA;NA
9020;63.59846;10.05441;0;0;2;1;NA;NA
9027;68.62612;14.83022;0;0;2;1;NA;NA
9028;59.93476;5.86632;0;0;2;1;NA;NA
9032;60.63141;6.41559;0;0;2;1;NA;NA
9034;59.94051;10.83063;0.1;0;2;4;NA;NA
9035;59.92158;10.74698;0.1;0;2;0;0;NA
9036;60.4409;5.16821;0;0;2;1;NA;NA
9037;63.4167;10.4167;0;0;2;1;NA;NA
9040;58.84645;5.71004;0;0;2;1;NA;NA
9044;62.40631;6.58855;0;0;2;1;NA;NA
9047;61.04547;9.19281;0.2;0;2;1;NA;NA
9050;60.76713;11.1255;0;0;2;1;NA;NA
9054;59.10887;9.67752;0;0;2;8;NA;NA
9058;60.33036;10.54378;0.8;0;2;0;1.19;NA
9068;59.04735;10.22419;0.1;0;2;0;0.01;NA
9072;67.30944;14.56927;0;0;2;1;NA;NA
9074;69.2617;17.62313;0;0;2;1;NA;NA
9076;59.29551;10.42233;0.3;0;2;0;0;NA
9085;59.94035;10.77623;0.1;0;2;4;NA;NA
9091;60.1257;10.20709;0.4;0;2;0;0.01;NA
9093;59.55239;10.29178;0.3;0;2;0;0;NA
9098;58.96106;5.75371;0.1;0;2;1;NA;NA
9099;58.44856;6.0472;0;0;2;1;NA;NA
9101;60.52687;12.0951;0.2;0;2;1;NA;NA
9103;58.93233;5.70105;0;0;2;1;NA;NA
9104;59.52308;10.45385;0.2;0;2;0;0.25;NA
9105;59.2597;10.40064;0.5;0;2;0;2;NA
9107;60.80434;4.99473;0;0;2;1;NA;NA
9120;58.92388;5.83876;0.1;0;2;1;NA;NA
9123;60.4731;5.27043;0;0;2;1;NA;NA
9126;58.27508;6.66656;0;0;2;1;NA;NA
9127;59.05954;5.9304;0;0;2;1;NA;NA
9130;58.16996;7.39852;0;0;2;1;NA;NA
9135;61.22348;7.12673;0;0;2;1;NA;NA
9136;59.74832;10.00424;0.2;0;2;8;NA;NA
9138;58.99755;5.65327;0.1;0;2;1;NA;NA
9147;60.67571;11.84198;0.2;0;2;1;NA;NA
9148;59.36544;5.66462;0.3;0;2;1;NA;NA
9162;58.99811;5.62148;0.1;0;2;1;NA;NA
9163;59.7425;10.2117;0.5;0;2;0;2.9;NA
9164;59.1424;11.41651;0.1;0;2;0;0.87;NA
9166;58.07403;7.01021;0;0;2;1;NA;NA
9170;59.2761;10.40865;0.1;0;2;0;2.35;NA
9172;60.20178;5.47353;0;0;2;1;NA;NA
9173;62.50409;6.39878;0;0;2;1;NA;NA
9176;59.77645;10.79791;0.1;0;2;0;0.46;NA
9179;68.24518;14.55312;0;0;2;1;NA;NA
9191;70.65507;23.70189;0;0;2;1;NA;NA
9192;59.20988;11.01098;0.2;0;2;0;0.35;NA
9198;62.94002;7.85111;0;0;2;1;NA;NA
9199;62.46192;6.37552;0;0;2;1;NA;NA
9204;62.69571;6.37476;0;0;2;1;NA;NA
9206;58.88551;5.73369;0;0;2;1;NA;NA
9220;63.76794;11.40117;0;0;2;1;NA;NA
9225;58.4575;8.74839;0;0;2;1;NA;NA
9227;64.24975;12.35669;0;0;2;1;NA;NA
9229;59.33008;10.0915;0.7;0;2;0;0;NA
9231;59.23351;6.1772;0;0;2;1;NA;NA
9236;60.44371;5.29267;0;0;2;1;NA;NA
9238;67.38551;15.35121;0;0;2;1;NA;NA
9242;59.93505;10.81755;0.1;0;2;4;NA;NA
9243;60.89068;10.9878;0;0;2;1;NA;NA
9244;63.88242;9.85342;0;0;2;1;NA;NA
9245;58.85347;5.72993;0;0;2;1;NA;NA
9251;60.81132;11.35108;0;0;2;1;NA;NA
9252;59.13364;9.66161;0.2;0;2;0;0.58;NA
9257;60.3368;5.13748;0;0;2;1;NA;NA
9258;62.54882;6.03888;0;0;2;1;NA;NA
9260;59.17666;11.01266;0.1;0;2;0;0.01;NA
9263;58.97182;5.7109;0;0;2;1;NA;NA
9264;60.36994;6.73299;0;0;2;1;NA;NA
9265;59.94889;10.74462;0;0;2;13;NA;NA
9266;58.54084;5.7399;0;0;2;1;NA;NA
9271;62.74108;7.13637;0;0;2;1;NA;NA
9274;64.51228;11.22063;0;0;2;1;NA;NA
9277;68.43899;17.45344;0;0;2;1;NA;NA
9280;59.02086;10.1404;0.1;0;2;0;0.06;NA
9281;58.98924;5.63463;0;0;2;1;NA;NA
9282;67.29513;14.59258;0;0;2;1;NA;NA
9285;59.2224;10.92264;0.1;0;2;0;0.13;NA
9287;59.81302;10.48444;0.1;0;2;0;0.09;NA
9290;60.46859;5.74542;0;0;2;1;NA;NA
9295;59.02642;6.05642;0;0;2;1;NA;NA
9306;62.46901;6.33208;0;0;2;1;NA;NA
9309;58.7957;5.67838;0;0;2;1;NA;NA
9310;59.53219;10.68404;0.3;0;2;0;0;NA
9311;59.88671;9.92866;0.3;0;2;0;0.01;NA
9312;60.33815;5.30143;0;0;2;1;NA;NA
9313;59.42106;10.46532;0.1;0;2;0;2.24;NA
9317;62.81453;7.2057;0;0;2;1;NA;NA
9322;59.37537;10.14373;0.4;0;2;0;1.11;NA
9325;58.77395;5.6425;0;0;2;1;NA;NA
9330;60.37749;5.9747;0;0;2;1;NA;NA
9336;58.96222;5.72643;0;0;2;1;NA;NA
9340;59.87657;10.47766;0.2;0;2;0;0.27;NA
9344;59.76812;10.26266;0.1;0;2;0;0.14;NA
9347;62.31276;5.69031;0;0;2;1;NA;NA
9348;59.03647;9.99503;0.2;0;2;0;0;NA
9350;59.21017;9.58893;0.3;0;2;0;0.13;NA
9352;66.83732;13.77899;0;0;2;1;NA;NA
9354;62.54465;6.57433;0;0;2;1;NA;NA
9356;59.18915;10.21263;0;0;2;5;10.74;NA
9358;59.92284;10.70915;0.2;0;2;0;0.47;NA
9359;60.35945;5.37429;0;0;2;1;NA;NA
9361;58.27949;6.94469;0;0;2;1;NA;NA
9362;59.07634;10.40808;0.1;0;2;0;0.44;NA
9364;63.31012;10.16399;0;0;2;1;NA;NA
9367;59.4167;9.05563;0.3;0;2;7;0.77;NA
9372;59.13732;11.36195;0.2;0;2;0;0;NA
9376;58.79927;5.55355;0;0;2;1;NA;NA
9378;63.40021;10.45113;0;0;2;1;NA;NA
9379;60.77316;10.69106;0.1;0;2;1;NA;NA
9391;58.20522;8.04292;0;0;2;1;NA;NA
9394;59.6945;10.61138;0.2;0;2;0;0.53;NA
9399;62.31869;6.39729;0;0;2;1;NA;NA
9405;59.3292;8.99769;1.1;0;2;1;NA;NA
9410;59.9524;10.81913;0;0;2;13;NA;NA
9415;66.3167;14.1667;0;0;2;1;NA;NA
9420;62.71975;7.42075;0;0;2;1;NA;NA
9423;59.99605;11.01914;0.1;0;2;0;0.57;NA
9433;59.49838;5.91264;0;0;2;1;NA;NA
9434;59.65049;6.81132;0.1;0;2;1;NA;NA
9437;68.78091;16.52304;0;0;2;1;NA;NA
9440;58.9558;5.60419;0;0;2;1;NA;NA
9444;64.17253;12.77122;0;0;2;1;NA;NA
9449;62.84164;7.0545;0;0;2;1;NA;NA
9456;58.96906;5.71833;0;0;2;1;NA;NA
9459;58.78567;5.72457;0;0;2;1;NA;NA
9462;62.67319;6.67532;0;0;2;1;NA;NA
9464;63.03422;7.78395;0;0;2;1;NA;NA
9470;59.27434;10.75033;0.2;0;2;0;0.13;NA
9471;59.84475;11.18575;0;0;2;0;0.04;NA
9474;68.09707;16.38108;0;0;2;1;NA;NA
9475;61.35289;5.40486;0;0;2;1;NA;NA
9477;61.07579;8.73386;0.5;0;2;1;NA;NA
9484;59.8989;10.51016;0;0;2;13;NA;NA
9485;59.6636;5.98857;0;0;2;1;NA;NA
9486;59.47022;10.69238;0.2;0;2;0;0.01;NA
9489;60.66075;4.80252;0;0;2;1;NA;NA
9491;59.50923;10.28921;0.3;0;2;0;0.17;NA
9492;59.84942;8.94255;0.5;0;2;1;NA;NA
9496;58.85177;5.74747;0;0;2;1;NA;NA
9499;59.07353;10.19593;0.1;0;2;0;0.03;NA
