lat;lon;elev;value;prid;dqc;sct;rep
59.11797;9.68997;62;3.3;3;0;0.27;NA
60.22772;11.02135;203;1.5;3;0;1.28;NA
59.78509;10.69594;100;0.6;3;12;0.4;NA
59.79839;8.75146;918;6;3;0;0.82;NA
59.78736;10.48267;35;1.7;3;0;1.41;NA
59.95;10.75;118;0;3;13;NA;NA
59.28363;10.49793;21;0.8;3;8;NA;NA
59.19435;9.54519;81;0;3;13;NA;NA
59.40442;9.07098;99;2.4;3;8;NA;NA
59.82638;10.32445;256;3.9;3;0;1.98;NA
59.9027;10.77777;108;0;3;13;NA;NA
60.425;9.19117;762;4.3;3;0;0.07;NA
59.92254;10.64695;52;1.5;3;0;0.24;NA
59.83651;10.4411;110;1.4;3;0;0.62;NA
59.27349;10.79519;28;1.2;3;0;0.1;NA
59.05585;10.93038;7;1.7;3;12;1.02;NA
59.42871;10.28939;104;2.7;3;0;0.2;NA
59.84199;9.58286;290;5.7;3;0;0.01;NA
59.26157;10.41243;20;1.8;3;0;1.17;NA
59.74783;10.14752;10;3.6;3;0;0.26;NA
59.46319;10.96454;87;0.8;3;8;NA;NA
58.62247;9.06083;13;1.2;3;0;2.3;NA
59.17666;11.01266;6;1.1;3;0;0.01;NA
59.13131;10.21659;28;4.3;3;0;0.49;NA
59.94889;10.74462;115;0;3;13;NA;NA
60.08173;10.2659;92;1.4;3;8;NA;NA
59.57976;11.14482;107;0.6;3;8;NA;NA
59.41195;10.47985;43;1.2;3;0;0.07;NA
59.41455;10.45236;51;1.2;3;8;NA;NA
59.2581;10.40861;50;2;3;0;0.61;NA
59.90731;10.63709;23;1.4;3;0;0.16;NA
59.56333;11.09003;111;0.2;3;8;NA;NA
59.90856;10.78794;36;2.6;3;0;1.45;NA
59.53187;10.6856;32;0.8;3;0;1.63;NA
60.05049;10.8571;229;2.2;3;0;0.25;NA
60.13667;11.18898;210;0.9;3;8;NA;NA
59.0005;10.02418;36;0;3;13;NA;NA
59.87288;11.56108;135;0.4;3;0;2.57;NA
60.41161;11.06166;190;0.8;3;8;NA;NA
59.07264;11.0874;17;0;3;8;NA;NA
59.66318;10.63752;43;0.2;3;0;0.1;NA
59.21395;9.49972;40;3.5;3;0;0.23;NA
59.279;10.45827;28;1.7;3;0;0.05;NA
60.16747;10.25523;86;0;3;13;NA;NA
59.905;10.7487;9;0;3;13;NA;NA
58.89798;9.29034;72;5.2;3;0;2.79;NA
59.65682;10.64295;43;0.2;3;0;0.09;NA
59.93784;10.60066;133;1.3;3;0;0.66;NA
59.92321;10.62321;68;1.2;3;0;1.08;NA
59.92986;11.13457;131;0.6;3;8;NA;NA
58.85791;9.38229;24;2.6;3;0;0.08;NA
60.17563;10.34133;316;3.5;3;0;0.09;NA
59.91758;10.58045;69;1.8;3;0;0.79;NA
60.24742;11.08344;196;1.3;3;8;NA;NA
58.45334;8.75121;28;0.9;3;8;NA;NA
59.85746;10.79148;61;0;3;13;NA;NA
59.2135;10.94768;13;1.5;3;12;1.21;NA
59.57667;10.25924;28;1.2;3;8;NA;NA
60.2;12;201;1.4;3;7;1.16;NA
59.38225;10.45566;26;0;3;13;NA;NA
59.04735;10.22419;23;2.6;3;0;0.47;NA
59.2224;10.92264;7;1.2;3;12;0.12;NA
59.81302;10.48444;9;1.2;3;0;0.13;NA
59.02086;10.1404;25;3.4;3;0;0.01;NA
60.11156;11.2967;153;1;3;0;0.22;NA
59.53274;9.84322;76;3.6;3;0;0.27;NA
60.17351;10.3364;238;3.5;3;0;0.09;NA
59.13774;9.59784;110;4.3;3;0;0.27;NA
59.42317;10.38453;82;0.8;3;8;NA;NA
59.73112;9.88599;102;3.8;3;0;1.12;NA
60.30656;10.44496;350;3.3;3;0;0.75;NA
59.97405;11.24234;150;0.7;3;0;0.05;NA
59.19904;10.88089;17;0.8;3;12;1.33;NA
59.9881;11.22939;128;0.2;3;8;NA;NA
59.28416;10.75018;15;1.3;3;0;0.3;NA
59.9116;10.7484;28;1.9;3;0;0;NA
59.94272;11.01609;170;0;3;13;NA;NA
59.87299;10.51292;21;1.4;3;0;0.06;NA
59.97966;10.637;290;4.1;3;4;NA;NA
59.72158;10.80188;154;0.2;3;8;NA;NA
59.75615;9.82901;171;6.2;3;0;0.73;NA
59.14146;8.64763;698;5.5;3;0;0;NA
59.84746;10.66178;87;1.2;3;0;0;NA
59.2134;11.01392;39;0.4;3;8;NA;NA
59.99845;10.2805;150;1.6;3;8;NA;NA
60.03196;11.06932;262;0.3;3;8;NA;NA
58.47608;8.79462;51;1.1;3;0;0.02;NA
59.81381;10.35863;193;2.7;3;0;0.18;NA
60.3815;10.43222;157;1.3;3;8;NA;NA
59.4402;8.84194;133;4.8;3;0;0.13;NA
58.94503;9.13815;141;2.9;3;0;1.19;NA
59.60275;9.73271;89;4.9;3;0;0.02;NA
58.89924;9.4453;18;0.8;3;8;NA;NA
58.62194;11.29329;15;0.1;3;8;NA;NA
59.60342;9.75709;82;5.6;3;0;0.13;NA
59.91548;10.61801;68;1.3;3;0;0.3;NA
59.95697;10.66251;220;3;3;0;2.06;NA
59.55363;11.32484;109;1.2;3;8;NA;NA
59.73987;10.98879;163;0.5;3;8;NA;NA
59.8789;10.78644;108;2.4;3;12;2.31;NA
59.57391;9.19433;24;3.9;3;0;0.14;NA
59.98157;11.23797;128;0.8;3;0;0.01;NA
60.24287;11.18725;178;1.2;3;8;NA;NA
59.99497;11.02327;182;1.3;3;0;0;NA
59.38258;10.40395;61;1.7;3;0;0.1;NA
59.90203;10.53641;45;1.1;3;0;0.36;NA
59.66662;10.78234;98;0;3;8;NA;NA
59.76343;10.81157;108;0.5;3;8;NA;NA
59.80147;10.49368;39;1.3;3;0;0;NA
59.95275;10.47817;158;1.2;3;0;0.4;NA
59.04628;10.0712;11;4.6;3;0;0.18;NA
60.20882;10.10484;130;0.6;3;8;NA;NA
59.6479;9.65768;176;7.6;3;0;1.97;NA
59.15594;10.21707;82;4.1;3;0;0.31;NA
58.89594;9.36755;40;3.8;3;0;0.33;NA
60.18675;10.19847;179;2.8;3;0;0.88;NA
59.87598;10.51751;23;1.3;3;0;0;NA
59.93964;10.63545;123;1.9;3;0;0.01;NA
60.27144;10.18981;168;3.1;3;0;1.26;NA
59.93676;10.51125;197;1.4;3;0;0.01;NA
59.17286;11.38108;151;1.5;3;0;0.44;NA
59.90438;10.81567;102;1.5;3;0;0.84;NA
59.92026;10.64875;52;1.6;3;0;0.05;NA
59.59367;9.15392;32;3.6;3;0;0.11;NA
59.905;10.7487;9;0;3;13;NA;NA
59.47892;10.86585;47;1;3;12;0.08;NA
59.94435;10.64434;149;2.3;3;0;0.65;NA
59.70919;10.82692;148;0.3;3;0;0.25;NA
59.95;10.75;118;0;3;13;NA;NA
59.94054;10.9937;167;0.5;3;8;NA;NA
59.95057;10.92486;164;1.1;3;0;0.56;NA
59.10697;10.90709;21;0.9;3;12;0.26;NA
59.56511;10.58408;125;0.8;3;12;2.34;NA
58.44458;8.75003;29;0.9;3;8;NA;NA
59.0206;8.5202;251;4.1;3;0;2.44;NA
59.8301;10.80014;128;1.4;3;12;0.25;NA
59.89883;10.84684;201;2;3;0;0.35;NA
59.4167;9.05563;99;3.1;3;0;0.14;NA
59.07634;10.40808;27;1.8;3;0;0.23;NA
59.85771;10.80272;118;1.4;3;12;0.01;NA
59.71971;10.81465;153;0.4;3;0;0.02;NA
59.17322;10.21136;116;3.2;3;0;0.34;NA
59.98528;11.04061;163;1.6;3;0;1.38;NA
60.18918;10.19632;240;1.8;3;0;0.01;NA
59.12935;9.64129;12;5.4;3;0;2.64;NA
59.31122;11.15584;40;1.1;3;8;NA;NA
58.95096;11.13883;18;0.7;3;0;0.4;NA
60.27263;10.1926;168;1.8;3;8;NA;NA
59.12829;10.25024;25;0;3;13;NA;NA
59.6633;10.6297;43;0.3;3;0;0.07;NA
59.07883;9.67497;64;5;3;0;1.3;NA
60.44747;12.0716;158;0.8;3;8;NA;NA
59.73345;11.03002;179;0.5;3;8;NA;NA
59.71817;10.7996;154;0.4;3;0;0;NA
59.25611;10.36519;26;2.3;3;0;0.59;NA
59.27717;11.06456;43;0.9;3;8;NA;NA
59.65095;10.83191;112;0.2;3;0;0.25;NA
59.14868;11.385;138;2.4;3;0;0.18;NA
59.11461;10.23456;23;3.4;3;0;0.02;NA
59.27422;10.46535;30;1.3;3;8;NA;NA
59.90947;10.78952;72;1.9;3;0;0;NA
59.71857;10.16368;240;3.4;3;0;0.01;NA
59.95475;10.85411;235;1.5;3;0;0.97;NA
59.20988;11.01098;39;1.4;3;0;0.42;NA
59.48715;8.63225;134;3;3;0;0.21;NA
59.788;10.90277;156;0.9;3;0;0.01;NA
59.39295;11.46874;109;1.7;3;0;0.15;NA
59.21704;9.59761;44;2.9;3;0;0.08;NA
59.90538;10.82022;102;1.8;3;0;0.04;NA
60.12834;10.34994;83;2.2;3;0;0.01;NA
59.30722;11.12584;87;0.7;3;8;NA;NA
59.86407;11.0941;191;0.8;3;0;0.1;NA
59.3035;10.97189;60;0.7;3;8;NA;NA
59.75185;10.16392;15;3.2;3;0;0;NA
59.43446;10.69365;51;0.5;3;8;NA;NA
59.00422;9.74108;20;3.6;3;0;0.04;NA
58.43916;8.78748;21;0.6;3;8;NA;NA
59.03647;9.99503;69;5.6;3;0;1.87;NA
60.13291;11.20774;211;0.8;3;8;NA;NA
59.87657;10.47766;82;0.8;3;8;NA;NA
59.76812;10.26266;16;2.7;3;0;0.34;NA
59.52807;10.08441;85;3.6;3;0;0;NA
58.90532;11.19706;35;0;3;13;NA;NA
59.90474;10.78786;36;2.1;3;0;0.21;NA
59.08594;10.30356;20;2.8;3;0;0;NA
60.06706;8.86398;811;4.6;3;0;0.2;NA
59.65561;9.67102;231;9.5;3;0;5.03;NA
60.35848;10.57367;227;2.1;3;0;0.01;NA
59.35386;10.46039;36;1.2;3;0;0.99;NA
59.95027;10.80167;266;2.1;3;0;0.03;NA
58.74542;9.20115;23;3.9;3;0;0.02;NA
59.92102;10.96868;173;0;3;13;NA;NA
59.5639;9.29786;259;6.6;3;0;2.33;NA
59.67617;10.36434;70;0.6;3;8;NA;NA
60.34399;10.54171;418;1;3;8;NA;NA
59.69394;12.58358;99;2.1;3;0;0;NA
59.92381;10.67177;17;1.2;3;4;NA;NA
59.38907;10.25199;36;1.8;3;0;3.95;NA
59.18696;9.63274;33;4.4;3;0;0.65;NA
58.59011;11.48444;101;0.2;3;0;1.18;NA
60.4705;11.0285;262;0.7;3;8;NA;NA
59.7433;10.22141;24;4.1;3;0;3;NA
59.25589;11.19229;49;0.9;3;8;NA;NA
58.95337;11.18307;23;0.9;3;0;0.04;NA
59.04586;9.68037;48;2.2;3;0;1.85;NA
59.60075;10.70398;109;0;3;8;NA;NA
59.91236;10.60387;45;1.4;3;0;0.02;NA
59.67796;9.65103;180;3.9;3;0;1.18;NA
59.73371;10.13306;231;0;3;13;NA;NA
59.73044;10.73204;24;0.4;3;0;0;NA
59.60966;9.78703;165;5.7;3;0;0.03;NA
60.10289;11.02048;175;1.2;3;8;NA;NA
59.00597;9.73752;20;3.1;3;0;0.09;NA
59.96149;10.9323;212;1.4;3;0;0;NA
59.37537;10.14373;78;4.7;3;0;2.89;NA
59.00871;9.74183;20;3.7;3;0;0.08;NA
59.91306;10.76471;20;1.5;3;4;NA;NA
59.86973;10.83975;140;1.4;3;12;0.21;NA
60.07949;11.06555;129;0;3;8;NA;NA
59.94421;11.0446;192;1;3;12;0.02;NA
59.0611;8.72214;518;4.6;3;0;0.11;NA
59.94948;10.76362;118;2.2;3;0;0.02;NA
59.88467;10.77798;108;2.2;3;12;1.19;NA
60.01844;11.05431;195;1.7;3;0;1.07;NA
59.84733;10.82323;140;1.1;3;12;0.87;NA
59.89892;10.78236;108;2.6;3;0;1.8;NA
59.82034;10.44249;95;1.8;3;0;0.11;NA
59.95;10.75;118;0;3;13;NA;NA
59.68014;11.06414;174;0.6;3;8;NA;NA
59.66976;9.66215;225;5.8;3;0;0.05;NA
59.60028;10.22048;25;1.8;3;0;0.46;NA
58.45658;8.79612;35;1.6;3;0;0.53;NA
59.87368;10.25261;91;3.1;3;8;NA;NA
59.78592;10.47271;124;2.1;3;0;4.06;NA
59.89617;10.5066;60;1.4;3;0;0;NA
59.82208;10.32309;220;3.2;3;0;0.05;NA
60.11237;10.8432;151;0.9;3;8;NA;NA
59.75998;10.13151;67;3.6;3;0;0.06;NA
59.7355;10.33109;134;1.5;3;0;3.14;NA
59.14696;10.22228;67;4.3;3;0;0.68;NA
59.78135;10.22525;100;2.6;3;0;1.39;NA
59.95619;10.69003;192;2.3;3;0;0.01;NA
59.87488;9.3381;521;4.7;3;0;0.11;NA
59.13813;11.04016;6;0.8;3;12;0.29;NA
58.8579;9.57701;1;2.4;3;0;0.02;NA
59.68709;10.70307;76;0.2;3;0;0.17;NA
59.22665;11.01371;20;1.2;3;0;0.02;NA
59.88935;10.81181;132;0.7;3;4;NA;NA
59.54031;10.74417;39;0.3;3;8;NA;NA
59.2085;10.07872;76;5;3;0;2.45;NA
59.40933;11.95459;126;3.1;3;7;6.43;NA
59.24147;11.68669;117;2.1;3;0;0.91;NA
59.24356;10.47318;4;1.5;3;8;NA;NA
59.14631;10.18357;72;3.2;3;0;0.26;NA
59.17696;10.90518;13;1;3;12;0.06;NA
58.88018;11.98849;153;2.7;3;0;0.02;NA
59.91091;10.51932;99;1.2;3;0;0.12;NA
59.72176;10.81674;153;0.6;3;0;0.49;NA
59.9211;10.94479;207;0.7;3;12;2.57;NA
59.82823;10.26028;139;3;3;0;0.3;NA
59.73256;10.91263;149;0.7;3;0;0.21;NA
59.27289;10.45779;28;1;3;8;NA;NA
59.95;10.75;118;4.1;3;4;NA;NA
59.8785;10.48239;82;1.1;3;8;NA;NA
59.63886;9.66974;227;6.4;3;0;0.86;NA
59.88036;10.84511;138;0;3;13;NA;NA
59.91716;10.60433;78;1;3;0;1.71;NA
59.22153;9.6024;51;2.9;3;0;0.12;NA
59.81608;10.78853;99;1;3;12;0.1;NA
58.46282;11.68285;43;0.1;3;0;0.1;NA
59.17597;11.1148;62;1;3;8;NA;NA
59.65887;10.71682;89;0.1;3;0;1.25;NA
60.06294;10.85687;256;2.7;3;0;0.21;NA
59.93868;10.83041;126;1.5;3;0;1.39;NA
60.0709;11.02269;180;1.5;3;8;NA;NA
59.9167;10.6167;68;1;3;0;1.96;NA
60.16052;11.18605;203;1;3;8;NA;NA
59.13228;9.63645;13;4.2;3;0;0.39;NA
59.31872;9.65225;132;3.4;3;0;0.08;NA
60.10629;10.85138;182;2.9;3;0;1.38;NA
59.22834;10.10634;70;4.4;3;0;0.08;NA
59.91416;10.79481;86;2.2;3;0;0.28;NA
59.93941;10.6459;153;1.9;3;0;0;NA
59.22054;9.60375;51;3.5;3;0;0.03;NA
59.9853;11.25362;131;0.8;3;12;0.05;NA
59.48358;9.77858;559;6.2;3;0;1.21;NA
58.42902;11.42536;16;0.1;3;0;0.32;NA
59.85628;10.65605;58;1;3;8;NA;NA
59.01474;10.15903;21;3.6;3;0;0.11;NA
59.92703;10.71933;55;2;3;0;0.02;NA
59.41509;10.47795;43;1.4;3;0;0.06;NA
59.16268;10.32004;32;2.3;3;0;0.47;NA
60.35487;10.6165;381;2.4;3;0;0.08;NA
59.91084;10.609;38;2.1;3;0;2.21;NA
58.43604;8.77937;21;1.2;3;0;0.01;NA
59.08397;10.42698;7;3.2;3;0;1.65;NA
59.74592;10.76508;67;0.4;3;8;NA;NA
59.9219;10.54891;105;0.9;3;8;NA;NA
59.2039;9.58139;30;2;3;0;1.01;NA
59.13856;9.65551;23;0;3;13;NA;NA
59.50556;11.30031;129;1.2;3;12;0;NA
59.87861;10.85042;182;0;3;13;NA;NA
59.85224;10.40579;167;1.2;3;8;NA;NA
59.58192;11.26277;175;0.6;3;8;NA;NA
59.97468;9.99366;101;7;3;5;17.92;NA
59.96733;10.8724;222;0.3;3;13;NA;NA
59.49043;11.65571;133;1.5;3;12;0.01;NA
59.72819;10.51389;13;0.4;3;12;2.65;NA
59.05926;11.00404;34;1.2;3;12;0.02;NA
59.68675;10.70679;76;0.2;3;0;0.15;NA
59.06117;8.72384;518;0;3;8;NA;NA
60.16048;10.23152;104;2.1;3;0;0.03;NA
59.11928;10.24727;56;4.3;3;0;0.71;NA
59.81977;11.4932;138;0.1;3;8;NA;NA
59.47507;11.16235;134;0.8;3;8;NA;NA
59.73586;10.02702;193;3.7;3;0;0.11;NA
59.44314;10.6153;18;0.6;3;8;NA;NA
59.73882;11.80495;160;0.9;3;0;0.2;NA
59.01548;9.78709;3;3.1;3;0;0.26;NA
59.60036;9.79194;79;5;3;0;0.04;NA
59.90688;10.76211;12;0;3;13;NA;NA
59.69386;10.6127;60;0.3;3;0;0.03;NA
59.09866;10.93797;9;1.3;3;0;0.09;NA
59.9575;10.79379;212;2;3;0;0.31;NA
58.54193;11.24766;20;0.1;3;8;NA;NA
60.14205;11.25031;184;0.9;3;8;NA;NA
59.88624;9.92859;92;4.5;3;0;1.56;NA
60.24063;10.38558;137;1.3;3;8;NA;NA
59.13826;10.18733;63;3.9;3;0;0.04;NA
59.93299;10.76195;67;2;3;0;0.04;NA
59.27341;10.4893;9;0;3;13;NA;NA
59.90526;10.80856;102;2.7;3;0;2.15;NA
59.66333;10.63074;43;0.3;3;0;0.07;NA
58.99088;9.65562;30;3.9;3;0;0.57;NA
59.76214;10.01402;90;2.9;3;0;2.35;NA
59.22906;11.08766;39;1.4;3;0;0.02;NA
59.27244;10.48305;30;1;3;8;NA;NA
59.41175;10.69652;37;0.8;3;8;NA;NA
59.07427;10.3044;9;1.1;3;8;NA;NA
59.90199;10.75346;9;2.2;3;0;0.86;NA
59.90628;10.54744;74;1;3;0;0.56;NA
60.38905;11.20064;184;1;3;8;NA;NA
59.78804;10.43435;122;2.3;3;0;1.87;NA
59.19743;9.56986;89;2.4;3;0;0.31;NA
59.76013;10.11039;14;4.3;3;0;1.65;NA
59.75455;11.18351;127;0.4;3;8;NA;NA
59.20051;10.91615;31;0.7;3;12;2.03;NA
59.90425;10.59777;14;1.2;3;0;0.23;NA
59.82407;10.41924;205;2;3;0;0.03;NA
59.92528;10.5837;100;1.2;3;0;0.55;NA
59.9432;11.00992;170;0.9;3;12;0.13;NA
59.91342;10.96135;181;0.5;3;8;NA;NA
59.81874;10.42403;205;2.1;3;0;0.36;NA
59.76256;10.85422;154;0.8;3;0;0.1;NA
60.4221;10.5043;187;2;3;0;0.03;NA
59.99263;10.91127;237;1.8;3;0;0.19;NA
59.20605;10.81168;46;1;3;0;0.29;NA
60.48018;11.15365;214;1.1;3;8;NA;NA
58.89644;11.00862;15;1.1;3;8;NA;NA
59.13214;11.34895;65;0.6;3;8;NA;NA
59.99605;11.01914;182;1.9;3;0;2.11;NA
59.7402;10.33522;134;1.6;3;0;2.43;NA
59.15691;10.21891;81;3.3;3;0;0.07;NA
59.73099;10.30794;19;2.4;3;0;0;NA
59.0902;10.10237;76;0;3;13;NA;NA
59.74832;10.00424;33;3.8;3;0;0.04;NA
59.15761;11.1316;14;1.2;3;0;0;NA
59.25231;10.38922;42;3.5;3;0;2.53;NA
59.86524;10.21325;300;3.7;3;0;0.02;NA
59.8346;10.26034;110;5.5;3;5;8.36;NA
60.4341;12.10818;193;0;3;8;NA;NA
59.39734;9.97287;62;3.7;3;0;1.44;NA
59.88046;8.62795;434;5.4;3;0;1.33;NA
59.96099;10.78094;169;1.8;3;0;1.27;NA
60.33513;11.29895;241;1.8;3;8;NA;NA
60.08493;10.09962;83;9.9;3;5;72.76;NA
60.19622;10.27744;124;2.9;3;0;0.01;NA
59.95;10.75;118;0;3;13;NA;NA
59.65619;10.658;103;0.1;3;0;1.2;NA
58.45882;11.86973;121;0;3;12;0.66;NA
60.1257;10.20709;73;2.4;3;0;0.18;NA
59.55239;10.29178;35;0.9;3;8;NA;NA
60.43122;9.36275;178;1.8;3;0;0.5;NA
60.52984;12.0003;166;0.4;3;8;NA;NA
59.2023;9.59656;19;3.8;3;0;0.22;NA
59.95673;10.87293;164;1.8;3;0;0;NA
59.89085;10.84491;140;1.2;3;12;1.73;NA
59.88897;9.92267;92;3.8;3;0;0.02;NA
60.03823;10.80325;279;0;3;13;NA;NA
59.92679;10.68374;49;0.3;3;13;NA;NA
60.52934;11.9894;166;0.2;3;8;NA;NA
59.75896;9.95974;9;3.7;3;0;0;NA
58.42874;11.30267;38;0.1;3;0;0.36;NA
59.21768;9.58086;36;1.3;3;4;NA;NA
60.37824;10.42506;157;2.1;3;0;0.24;NA
59.03877;10.06583;12;6.1;3;0;3.12;NA
59.3292;8.99769;264;7.6;3;0;2.7;NA
59.97999;11.0278;127;1.5;3;0;0.88;NA
59.58769;11.19252;164;0.7;3;0;0.08;NA
59.90935;10.5317;99;1.2;3;0;0.14;NA
59.40798;10.46384;51;1.4;3;0;0;NA
58.91036;11.52201;54;1.4;3;0;0.42;NA
59.90763;10.79079;72;0;3;13;NA;NA
59.80907;10.25582;159;3.3;3;0;0.01;NA
59.46336;11.65257;131;1.5;3;8;NA;NA
59.93584;10.65122;153;0;3;13;NA;NA
59.98546;8.72722;253;3;3;0;1.16;NA
59.0836;10.26138;8;3.4;3;0;0.05;NA
59.91098;9.95458;91;1.6;3;4;NA;NA
59.25487;11.095;24;0.9;3;8;NA;NA
60.05022;10.85866;229;1.9;3;0;1.29;NA
59.27308;11.05799;26;1;3;0;0.7;NA
58.82016;9.38443;36;1.8;3;0;1.58;NA
59.64543;11.25422;135;0.9;3;0;0.03;NA
59.91203;10.94538;214;1.4;3;0;0.12;NA
58.94566;9.13697;141;3.9;3;0;0.02;NA
59.70179;10.2734;98;1.5;3;0;4.93;NA
59.9641;10.3452;309;1.2;3;8;NA;NA
60.39437;11.22511;138;1.7;3;7;4;NA
59.93421;10.64767;105;2;3;0;0.15;NA
59.9442;10.74734;98;2.4;3;0;0.11;NA
59.76772;9.67734;378;7.1;3;0;1.24;NA
59.7673;10.47543;83;1.5;3;0;1.02;NA
58.99263;9.85897;27;5;3;0;1.88;NA
59.2397;9.58882;49;3.9;3;0;0.15;NA
60.22545;11.83517;141;0.6;3;8;NA;NA
59.2;9.6;14;4.6;3;0;1.08;NA
59.04994;10.08558;35;4.3;3;0;0.02;NA
59.88671;9.92866;92;4.8;3;0;2.92;NA
59.13333;11.39419;71;0;3;8;NA;NA
59.2761;10.40865;15;1.4;3;8;NA;NA
59.77645;10.79791;120;0.7;3;0;0.06;NA
59.94948;11.02041;144;1.3;3;0;0.74;NA
60.0779;11.20477;139;0.8;3;8;NA;NA
59.24731;10.99727;16;0.9;3;12;0.67;NA
58.43437;8.74153;32;0.7;3;8;NA;NA
59.91802;10.65755;52;0;3;13;NA;NA
60.41944;10.47785;233;0;3;8;NA;NA
58.71255;9.20155;74;6.2;3;0;4.26;NA
60.08671;11.47386;179;1.9;3;0;2.12;NA
59.12428;11.415;83;2.3;3;0;0.14;NA
59.18877;11.20988;43;1.3;3;0;0.27;NA
59.94418;10.7746;107;0.1;3;13;NA;NA
60.27776;11.15601;211;0;3;13;NA;NA
59.97518;11.03902;129;1.3;3;12;0.31;NA
58.57938;11.34758;42;0.1;3;8;NA;NA
59.59671;9.26873;149;0;3;8;NA;NA
59.91617;10.70692;19;0;3;13;NA;NA
59.35224;10.46325;36;1.2;3;0;0.96;NA
58.93682;9.54172;37;0;3;13;NA;NA
58.6932;12.48684;60;1.9;3;7;0.6;NA
59.80407;10.26666;235;3;3;0;0.2;NA
59.22777;10.10678;70;4.4;3;0;0.08;NA
59.92756;10.59435;103;2;3;0;1.31;NA
59.04159;9.70234;54;2.4;3;0;1.29;NA
59.90724;10.85543;198;1.2;3;0;1.99;NA
59.73077;10.75756;106;0.4;3;0;0.02;NA
59.11635;10.24475;47;3.4;3;0;0.01;NA
59.86919;10.84249;140;0;3;13;NA;NA
59.75716;10.4666;116;1.6;3;0;0.99;NA
59.65356;10.78871;105;0;3;8;NA;NA
59.96143;11.04768;111;0.3;3;4;NA;NA
59.76215;10.45167;116;1.3;3;0;0.06;NA
59.3501;10.47318;2;1.1;3;0;1.44;NA
59.9804;9.30268;217;5.5;3;0;0.14;NA
59.95491;10.48966;158;1.3;3;0;0.18;NA
59.87983;10.84602;138;0.7;3;8;NA;NA
59.49848;10.25511;131;1.7;3;8;NA;NA
59.96409;12.11428;179;1;3;8;NA;NA
59.94525;10.80553;180;2.1;3;0;0.01;NA
59.26677;11.1466;39;1;3;8;NA;NA
59.9617;10.6542;226;2.9;3;0;1.54;NA
59.10283;10.91513;24;1.2;3;0;0.01;NA
59.2458;10.99585;26;0.8;3;12;1.29;NA
59.30671;11.21693;49;1.4;3;0;0.1;NA
59.1175;10.90909;2;0.9;3;12;0.23;NA
59.13873;10.27593;8;3;3;0;0.05;NA
59.26058;10.45523;25;1.3;3;8;NA;NA
59.28523;11.06154;55;0;3;13;NA;NA
59.60222;11.00228;158;0.4;3;0;0.38;NA
59.98513;11.0318;163;1.5;3;0;0.76;NA
59.17542;8.57749;742;6.9;3;0;1.9;NA
60.25377;12.05903;154;1.1;3;8;NA;NA
59.04123;11.05602;14;1.2;3;12;0.03;NA
59.40994;10.46764;43;1.6;3;0;0.4;NA
59.69212;9.81497;87;6.3;3;0;0.69;NA
59.99191;10.62782;174;1.9;3;0;0.89;NA
59.07543;10.04594;74;5.7;3;0;1.13;NA
59.92158;10.74698;50;1.5;3;4;NA;NA
59.94051;10.83063;186;1.3;3;0;2.98;NA
59.74752;10.33295;151;0;3;13;NA;NA
59.03828;9.67382;56;2.4;3;0;1.1;NA
59.13364;9.66161;16;2.4;3;0;1.52;NA
58.72563;9.05937;44;6.3;3;0;4.11;NA
59.64143;11.13682;172;0.6;3;8;NA;NA
59.85899;10.78959;50;0.9;3;12;2.72;NA
59.65524;10.72576;88;0;3;8;NA;NA
59.49652;10.29235;122;1.2;3;8;NA;NA
59.81453;10.46594;43;1.4;3;0;0;NA
59.92623;10.75196;32;1.6;3;0;0.99;NA
59.78803;10.47585;124;0;3;13;NA;NA
58.52417;11.58547;50;0;3;8;NA;NA
59.22477;10.27672;83;3.3;3;0;0.14;NA
59.07998;10.20183;12;2.7;3;0;1;NA
59.03729;9.99059;124;0;3;13;NA;NA
59.62764;10.78256;80;0.1;3;0;2.21;NA
59.85729;10.80705;118;0;3;13;NA;NA
59.94743;11.03761;120;1.2;3;12;0.46;NA
58.74631;11.89523;123;0.8;3;0;0.58;NA
59.70787;10.15514;209;3.7;3;0;0.22;NA
59.94413;10.93444;180;1;3;0;1.03;NA
59.20882;9.54822;91;3.1;3;0;0;NA
59.19725;10.87053;37;0;3;13;NA;NA
59.73349;9.88192;31;5.7;3;0;0.07;NA
60.24992;11.33959;151;1.5;3;8;NA;NA
59.12818;9.64427;64;0;3;13;NA;NA
59.67484;10.24977;97;2.3;3;0;0.18;NA
60.18575;11.2629;200;0;3;13;NA;NA
59.59383;11.33472;161;0.7;3;8;NA;NA
60.1741;12.0425;174;0.2;3;8;NA;NA
59.49276;10.65387;69;0;3;13;NA;NA
60.00581;11.337;179;1.3;3;0;1.51;NA
59.92857;10.76068;32;2.7;3;0;1.23;NA
59.93845;11.17079;124;0.7;3;12;0.33;NA
59.87601;10.80504;147;1.9;3;12;0.38;NA
59.07209;11.46069;134;1.2;3;0;0.5;NA
59.27492;9.27841;83;2.4;3;0;0;NA
59.72516;10.20744;67;3.3;3;0;0.27;NA
59.51099;10.28463;141;1.2;3;8;NA;NA
59.96256;10.78246;212;2.3;3;0;0.01;NA
59.93542;10.6242;123;0.7;3;8;NA;NA
59.49607;9.9919;81;4.4;3;0;0.83;NA
59.56345;10.26662;50;1.2;3;8;NA;NA
59.90223;10.53778;45;1.2;3;0;0.09;NA
